Format,Player,Runs,Mins,BF,4s,6s,SR,Inns,Unnamed: 8,Opposition,Ground,Start Date,Unnamed: 12
T20,SK Raina,DNB,-,-,-,-,-,2,,v England,Bristol,8 Jul 2018,
T20,S Kaul,DNB,-,-,-,-,-,2,,v England,Bristol,8 Jul 2018,
T20,UT Yadav,DNB,-,-,-,-,-,2,,v England,Bristol,8 Jul 2018,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v England,Bristol,8 Jul 2018,
T20,DL Chahar,DNB,-,-,-,-,-,2,,v England,Bristol,8 Jul 2018,
T20,UT Yadav,DNB,-,-,-,-,-,2,,v West Indies,Eden Gardens,4 Nov 2018,
T20,Kuldeep Yadav,DNB,-,-,-,-,-,2,,v West Indies,Eden Gardens,4 Nov 2018,
T20,JJ Bumrah,DNB,-,-,-,-,-,2,,v West Indies,Eden Gardens,4 Nov 2018,
T20,KK Ahmed,DNB,-,-,-,-,-,2,,v West Indies,Eden Gardens,4 Nov 2018,
T20,KD Karthik,DNB,-,-,-,-,-,1,,v West Indies,Lucknow,6 Nov 2018,
T20,MK Pandey,DNB,-,-,-,-,-,1,,v West Indies,Lucknow,6 Nov 2018,
T20,B Kumar,DNB,-,-,-,-,-,1,,v West Indies,Lucknow,6 Nov 2018,
T20,KH Pandya,DNB,-,-,-,-,-,1,,v West Indies,Lucknow,6 Nov 2018,
T20,Kuldeep Yadav,DNB,-,-,-,-,-,1,,v West Indies,Lucknow,6 Nov 2018,
T20,JJ Bumrah,DNB,-,-,-,-,-,1,,v West Indies,Lucknow,6 Nov 2018,
T20,KK Ahmed,DNB,-,-,-,-,-,1,,v West Indies,Lucknow,6 Nov 2018,
T20,B Kumar,DNB,-,-,-,-,-,2,,v West Indies,Chennai,11 Nov 2018,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v West Indies,Chennai,11 Nov 2018,
T20,KH Pandya,DNB,-,-,-,-,-,2,,v West Indies,Chennai,11 Nov 2018,
T20,Washington Sundar,DNB,-,-,-,-,-,2,,v West Indies,Chennai,11 Nov 2018,
T20,KK Ahmed,DNB,-,-,-,-,-,2,,v West Indies,Chennai,11 Nov 2018,
T20,JJ Bumrah,DNB,-,-,-,-,-,2,,v Australia,Brisbane,21 Nov 2018,
T20,KK Ahmed,DNB,-,-,-,-,-,2,,v Australia,Brisbane,21 Nov 2018,
T20,KD Karthik,TDNB,-,-,-,-,-,-,,v Australia,Melbourne,23 Nov 2018,
T20,S Dhawan,TDNB,-,-,-,-,-,-,,v Australia,Melbourne,23 Nov 2018,
T20,RG Sharma,TDNB,-,-,-,-,-,-,,v Australia,Melbourne,23 Nov 2018,
T20,V Kohli,TDNB,-,-,-,-,-,-,,v Australia,Melbourne,23 Nov 2018,
T20,B Kumar,TDNB,-,-,-,-,-,-,,v Australia,Melbourne,23 Nov 2018,
T20,KL Rahul,TDNB,-,-,-,-,-,-,,v Australia,Melbourne,23 Nov 2018,
T20,KH Pandya,TDNB,-,-,-,-,-,-,,v Australia,Melbourne,23 Nov 2018,
T20,Kuldeep Yadav,TDNB,-,-,-,-,-,-,,v Australia,Melbourne,23 Nov 2018,
T20,JJ Bumrah,TDNB,-,-,-,-,-,-,,v Australia,Melbourne,23 Nov 2018,
T20,RR Pant,TDNB,-,-,-,-,-,-,,v Australia,Melbourne,23 Nov 2018,
T20,KK Ahmed,TDNB,-,-,-,-,-,-,,v Australia,Melbourne,23 Nov 2018,
T20,B Kumar,DNB,-,-,-,-,-,2,,v Australia,Sydney,25 Nov 2018,
T20,KH Pandya,DNB,-,-,-,-,-,2,,v Australia,Sydney,25 Nov 2018,
T20,Kuldeep Yadav,DNB,-,-,-,-,-,2,,v Australia,Sydney,25 Nov 2018,
T20,JJ Bumrah,DNB,-,-,-,-,-,2,,v Australia,Sydney,25 Nov 2018,
T20,KK Ahmed,DNB,-,-,-,-,-,2,,v Australia,Sydney,25 Nov 2018,
T20,KD Karthik,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,8 Feb 2019,
T20,B Kumar,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,8 Feb 2019,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,8 Feb 2019,
T20,KH Pandya,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,8 Feb 2019,
T20,HH Pandya,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,8 Feb 2019,
T20,KK Ahmed,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,8 Feb 2019,
T20,B Kumar,DNB,-,-,-,-,-,2,,v New Zealand,Hamilton,10 Feb 2019,
T20,Kuldeep Yadav,DNB,-,-,-,-,-,2,,v New Zealand,Hamilton,10 Feb 2019,
T20,KK Ahmed,DNB,-,-,-,-,-,2,,v New Zealand,Hamilton,10 Feb 2019,
T20,JJ Bumrah,DNB,-,-,-,-,-,1,,v Australia,Visakhapatnam,24 Feb 2019,
T20,M Markande,DNB,-,-,-,-,-,1,,v Australia,Visakhapatnam,24 Feb 2019,
T20,S Kaul,DNB,-,-,-,-,-,1,,v Australia,Bengaluru,27 Feb 2019,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v Australia,Bengaluru,27 Feb 2019,
T20,KH Pandya,DNB,-,-,-,-,-,1,,v Australia,Bengaluru,27 Feb 2019,
T20,V Shankar,DNB,-,-,-,-,-,1,,v Australia,Bengaluru,27 Feb 2019,
T20,JJ Bumrah,DNB,-,-,-,-,-,1,,v Australia,Bengaluru,27 Feb 2019,
T20,B Kumar,DNB,-,-,-,-,-,2,,v West Indies,Lauderhill,3 Aug 2019,
T20,NA Saini,DNB,-,-,-,-,-,2,,v West Indies,Lauderhill,3 Aug 2019,
T20,KK Ahmed,DNB,-,-,-,-,-,2,,v West Indies,Lauderhill,3 Aug 2019,
T20,B Kumar,DNB,-,-,-,-,-,1,,v West Indies,Lauderhill,4 Aug 2019,
T20,NA Saini,DNB,-,-,-,-,-,1,,v West Indies,Lauderhill,4 Aug 2019,
T20,Washington Sundar,DNB,-,-,-,-,-,1,,v West Indies,Lauderhill,4 Aug 2019,
T20,KK Ahmed,DNB,-,-,-,-,-,1,,v West Indies,Lauderhill,4 Aug 2019,
T20,B Kumar,DNB,-,-,-,-,-,2,,v West Indies,Providence,6 Aug 2019,
T20,DL Chahar,DNB,-,-,-,-,-,2,,v West Indies,Providence,6 Aug 2019,
T20,KH Pandya,DNB,-,-,-,-,-,2,,v West Indies,Providence,6 Aug 2019,
T20,NA Saini,DNB,-,-,-,-,-,2,,v West Indies,Providence,6 Aug 2019,
T20,Washington Sundar,DNB,-,-,-,-,-,2,,v West Indies,Providence,6 Aug 2019,
T20,RD Chahar,DNB,-,-,-,-,-,2,,v West Indies,Providence,6 Aug 2019,
T20,RA Jadeja,DNB,-,-,-,-,-,2,,v South Africa,Mohali,18 Sep 2019,
T20,DL Chahar,DNB,-,-,-,-,-,2,,v South Africa,Mohali,18 Sep 2019,
T20,KH Pandya,DNB,-,-,-,-,-,2,,v South Africa,Mohali,18 Sep 2019,
T20,HH Pandya,DNB,-,-,-,-,-,2,,v South Africa,Mohali,18 Sep 2019,
T20,NA Saini,DNB,-,-,-,-,-,2,,v South Africa,Mohali,18 Sep 2019,
T20,Washington Sundar,DNB,-,-,-,-,-,2,,v South Africa,Mohali,18 Sep 2019,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v Bangladesh,Delhi,3 Nov 2019,
T20,DL Chahar,DNB,-,-,-,-,-,1,,v Bangladesh,Delhi,3 Nov 2019,
T20,KK Ahmed,DNB,-,-,-,-,-,1,,v Bangladesh,Delhi,3 Nov 2019,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v Bangladesh,Rajkot,7 Nov 2019,
T20,DL Chahar,DNB,-,-,-,-,-,2,,v Bangladesh,Rajkot,7 Nov 2019,
T20,KH Pandya,DNB,-,-,-,-,-,2,,v Bangladesh,Rajkot,7 Nov 2019,
T20,S Dube,DNB,-,-,-,-,-,2,,v Bangladesh,Rajkot,7 Nov 2019,
T20,Washington Sundar,DNB,-,-,-,-,-,2,,v Bangladesh,Rajkot,7 Nov 2019,
T20,RR Pant,DNB,-,-,-,-,-,2,,v Bangladesh,Rajkot,7 Nov 2019,
T20,KK Ahmed,DNB,-,-,-,-,-,2,,v Bangladesh,Rajkot,7 Nov 2019,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v Bangladesh,Nagpur,10 Nov 2019,
T20,DL Chahar,DNB,-,-,-,-,-,1,,v Bangladesh,Nagpur,10 Nov 2019,
T20,Washington Sundar,DNB,-,-,-,-,-,1,,v Bangladesh,Nagpur,10 Nov 2019,
T20,KK Ahmed,DNB,-,-,-,-,-,1,,v Bangladesh,Nagpur,10 Nov 2019,
T20,RA Jadeja,DNB,-,-,-,-,-,2,,v West Indies,Hyderabad,6 Dec 2019,
T20,B Kumar,DNB,-,-,-,-,-,2,,v West Indies,Hyderabad,6 Dec 2019,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v West Indies,Hyderabad,6 Dec 2019,
T20,DL Chahar,DNB,-,-,-,-,-,2,,v West Indies,Hyderabad,6 Dec 2019,
T20,Washington Sundar,DNB,-,-,-,-,-,2,,v West Indies,Hyderabad,6 Dec 2019,
T20,B Kumar,DNB,-,-,-,-,-,1,,v West Indies,Thiruvananthapuram,8 Dec 2019,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v West Indies,Thiruvananthapuram,8 Dec 2019,
T20,B Kumar,DNB,-,-,-,-,-,1,,v West Indies,Wankhede,11 Dec 2019,
T20,DL Chahar,DNB,-,-,-,-,-,1,,v West Indies,Wankhede,11 Dec 2019,
T20,Mohammed Shami,DNB,-,-,-,-,-,1,,v West Indies,Wankhede,11 Dec 2019,
T20,Kuldeep Yadav,DNB,-,-,-,-,-,1,,v West Indies,Wankhede,11 Dec 2019,
T20,S Dube,DNB,-,-,-,-,-,1,,v West Indies,Wankhede,11 Dec 2019,
T20,Washington Sundar,DNB,-,-,-,-,-,1,,v West Indies,Wankhede,11 Dec 2019,
T20,S Dhawan,TDNB,-,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,V Kohli,TDNB,-,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,KL Rahul,TDNB,-,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,SN Thakur,TDNB,-,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,Kuldeep Yadav,TDNB,-,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,JJ Bumrah,TDNB,-,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,SS Iyer,TDNB,-,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,NA Saini,TDNB,-,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,S Dube,TDNB,-,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,Washington Sundar,TDNB,-,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,RR Pant,TDNB,-,-,-,-,-,-,,v Sri Lanka,Guwahati,5 Jan 2020,
T20,SN Thakur,DNB,-,-,-,-,-,2,,v Sri Lanka,Indore,7 Jan 2020,
T20,Kuldeep Yadav,DNB,-,-,-,-,-,2,,v Sri Lanka,Indore,7 Jan 2020,
T20,JJ Bumrah,DNB,-,-,-,-,-,2,,v Sri Lanka,Indore,7 Jan 2020,
T20,NA Saini,DNB,-,-,-,-,-,2,,v Sri Lanka,Indore,7 Jan 2020,
T20,S Dube,DNB,-,-,-,-,-,2,,v Sri Lanka,Indore,7 Jan 2020,
T20,Washington Sundar,DNB,-,-,-,-,-,2,,v Sri Lanka,Indore,7 Jan 2020,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v Sri Lanka,Pune,10 Jan 2020,
T20,JJ Bumrah,DNB,-,-,-,-,-,1,,v Sri Lanka,Pune,10 Jan 2020,
T20,NA Saini,DNB,-,-,-,-,-,1,,v Sri Lanka,Pune,10 Jan 2020,
T20,RA Jadeja,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,24 Jan 2020,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,24 Jan 2020,
T20,SN Thakur,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,24 Jan 2020,
T20,Mohammed Shami,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,24 Jan 2020,
T20,JJ Bumrah,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,24 Jan 2020,
T20,RA Jadeja,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,26 Jan 2020,
T20,MK Pandey,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,26 Jan 2020,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,26 Jan 2020,
T20,SN Thakur,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,26 Jan 2020,
T20,Mohammed Shami,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,26 Jan 2020,
T20,JJ Bumrah,DNB,-,-,-,-,-,2,,v New Zealand,Auckland,26 Jan 2020,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v New Zealand,Hamilton,29 Jan 2020,
T20,SN Thakur,DNB,-,-,-,-,-,1,,v New Zealand,Hamilton,29 Jan 2020,
T20,Mohammed Shami,DNB,-,-,-,-,-,1,,v New Zealand,Hamilton,29 Jan 2020,
T20,JJ Bumrah,DNB,-,-,-,-,-,1,,v New Zealand,Hamilton,29 Jan 2020,
T20,JJ Bumrah,DNB,-,-,-,-,-,1,,v New Zealand,Wellington,31 Jan 2020,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,SN Thakur,DNB,-,-,-,-,-,1,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,JJ Bumrah,DNB,-,-,-,-,-,1,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,NA Saini,DNB,-,-,-,-,-,1,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,Washington Sundar,DNB,-,-,-,-,-,1,,v New Zealand,Mount Maunganui,2 Feb 2020,
T20,YS Chahal,sub,-,-,-,-,-,1,,v Australia,Canberra,4 Dec 2020,
T20,Mohammed Shami,DNB,-,-,-,-,-,1,,v Australia,Canberra,4 Dec 2020,
T20,T Natarajan,DNB,-,-,-,-,-,1,,v Australia,Canberra,4 Dec 2020,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v Australia,Sydney,6 Dec 2020,
T20,DL Chahar,DNB,-,-,-,-,-,2,,v Australia,Sydney,6 Dec 2020,
T20,SN Thakur,DNB,-,-,-,-,-,2,,v Australia,Sydney,6 Dec 2020,
T20,Washington Sundar,DNB,-,-,-,-,-,2,,v Australia,Sydney,6 Dec 2020,
T20,T Natarajan,DNB,-,-,-,-,-,2,,v Australia,Sydney,6 Dec 2020,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v Australia,Sydney,8 Dec 2020,
T20,T Natarajan,DNB,-,-,-,-,-,2,,v Australia,Sydney,8 Dec 2020,
T20,B Kumar,DNB,-,-,-,-,-,1,,v England,Ahmedabad,12 Mar 2021,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v England,Ahmedabad,12 Mar 2021,
T20,B Kumar,DNB,-,-,-,-,-,2,,v England,Ahmedabad,14 Mar 2021,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v England,Ahmedabad,14 Mar 2021,
T20,SA Yadav,DNB,-,-,-,-,-,2,,v England,Ahmedabad,14 Mar 2021,
T20,SN Thakur,DNB,-,-,-,-,-,2,,v England,Ahmedabad,14 Mar 2021,
T20,HH Pandya,DNB,-,-,-,-,-,2,,v England,Ahmedabad,14 Mar 2021,
T20,Washington Sundar,DNB,-,-,-,-,-,2,,v England,Ahmedabad,14 Mar 2021,
T20,B Kumar,DNB,-,-,-,-,-,1,,v England,Ahmedabad,16 Mar 2021,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v England,Ahmedabad,16 Mar 2021,
T20,SN Thakur,DNB,-,-,-,-,-,1,,v England,Ahmedabad,16 Mar 2021,
T20,Washington Sundar,DNB,-,-,-,-,-,1,,v England,Ahmedabad,16 Mar 2021,
T20,RD Chahar,DNB,-,-,-,-,-,1,,v England,Ahmedabad,18 Mar 2021,
T20,B Kumar,DNB,-,-,-,-,-,1,,v England,Ahmedabad,20 Mar 2021,
T20,SN Thakur,DNB,-,-,-,-,-,1,,v England,Ahmedabad,20 Mar 2021,
T20,SS Iyer,DNB,-,-,-,-,-,1,,v England,Ahmedabad,20 Mar 2021,
T20,Washington Sundar,DNB,-,-,-,-,-,1,,v England,Ahmedabad,20 Mar 2021,
T20,T Natarajan,DNB,-,-,-,-,-,1,,v England,Ahmedabad,20 Mar 2021,
T20,RR Pant,DNB,-,-,-,-,-,1,,v England,Ahmedabad,20 Mar 2021,
T20,RD Chahar,DNB,-,-,-,-,-,1,,v England,Ahmedabad,20 Mar 2021,
T20,B Kumar,DNB,-,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,DL Chahar,DNB,-,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,CV Varun,DNB,-,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,Kuldeep Yadav,DNB,-,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,RD Chahar,DNB,-,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,CV Varun,DNB,-,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,C Sakariya,DNB,-,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,S Sandeep Warrier,DNB,-,-,-,-,-,1,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,JJ Bumrah,DNB,-,-,-,-,-,1,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,CV Varun,DNB,-,-,-,-,-,1,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,JJ Bumrah,DNB,-,-,-,-,-,1,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,CV Varun,DNB,-,-,-,-,-,1,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,R Ashwin,DNB,-,-,-,-,-,1,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,RA Jadeja,DNB,-,-,-,-,-,1,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,V Kohli,DNB,-,-,-,-,-,1,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,SA Yadav,DNB,-,-,-,-,-,1,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,SN Thakur,DNB,-,-,-,-,-,1,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,Mohammed Shami,DNB,-,-,-,-,-,1,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,JJ Bumrah,DNB,-,-,-,-,-,1,,v Afghanistan,Abu Dhabi,3 Nov 2021,
T20,R Ashwin,DNB,-,-,-,-,-,2,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,RA Jadeja,DNB,-,-,-,-,-,2,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,Mohammed Shami,DNB,-,-,-,-,-,2,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,HH Pandya,DNB,-,-,-,-,-,2,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,JJ Bumrah,DNB,-,-,-,-,-,2,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,RR Pant,DNB,-,-,-,-,-,2,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,CV Varun,DNB,-,-,-,-,-,2,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,R Ashwin,DNB,-,-,-,-,-,2,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,RA Jadeja,DNB,-,-,-,-,-,2,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,V Kohli,DNB,-,-,-,-,-,2,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,Mohammed Shami,DNB,-,-,-,-,-,2,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,HH Pandya,DNB,-,-,-,-,-,2,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,JJ Bumrah,DNB,-,-,-,-,-,2,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,RR Pant,DNB,-,-,-,-,-,2,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,RD Chahar,DNB,-,-,-,-,-,2,,v Namibia,Dubai (DICS),8 Nov 2021,
T20,R Ashwin,DNB,-,-,-,-,-,2,,v New Zealand,Jaipur,17 Nov 2021,
T20,B Kumar,DNB,-,-,-,-,-,2,,v New Zealand,Jaipur,17 Nov 2021,
T20,DL Chahar,DNB,-,-,-,-,-,2,,v New Zealand,Jaipur,17 Nov 2021,
T20,Mohammed Siraj,DNB,-,-,-,-,-,2,,v New Zealand,Jaipur,17 Nov 2021,
T20,R Ashwin,DNB,-,-,-,-,-,2,,v New Zealand,Ranchi,19 Nov 2021,
T20,B Kumar,DNB,-,-,-,-,-,2,,v New Zealand,Ranchi,19 Nov 2021,
T20,HV Patel,DNB,-,-,-,-,-,2,,v New Zealand,Ranchi,19 Nov 2021,
T20,DL Chahar,DNB,-,-,-,-,-,2,,v New Zealand,Ranchi,19 Nov 2021,
T20,AR Patel,DNB,-,-,-,-,-,2,,v New Zealand,Ranchi,19 Nov 2021,
T20,SS Iyer,DNB,-,-,-,-,-,2,,v New Zealand,Ranchi,19 Nov 2021,
T20,B Kumar,DNB,-,-,-,-,-,1,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,B Kumar,DNB,-,-,-,-,-,2,,v West Indies,Eden Gardens,16 Feb 2022,
T20,HV Patel,DNB,-,-,-,-,-,2,,v West Indies,Eden Gardens,16 Feb 2022,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v West Indies,Eden Gardens,16 Feb 2022,
T20,DL Chahar,DNB,-,-,-,-,-,2,,v West Indies,Eden Gardens,16 Feb 2022,
T20,Ravi Bishnoi,DNB,-,-,-,-,-,2,,v West Indies,Eden Gardens,16 Feb 2022,
T20,B Kumar,DNB,-,-,-,-,-,1,,v West Indies,Eden Gardens,18 Feb 2022,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v West Indies,Eden Gardens,18 Feb 2022,
T20,DL Chahar,DNB,-,-,-,-,-,1,,v West Indies,Eden Gardens,18 Feb 2022,
T20,Ravi Bishnoi,DNB,-,-,-,-,-,1,,v West Indies,Eden Gardens,18 Feb 2022,
T20,HV Patel,DNB,-,-,-,-,-,1,,v West Indies,Eden Gardens,20 Feb 2022,
T20,DL Chahar,DNB,-,-,-,-,-,1,,v West Indies,Eden Gardens,20 Feb 2022,
T20,SN Thakur,DNB,-,-,-,-,-,1,,v West Indies,Eden Gardens,20 Feb 2022,
T20,Avesh Khan,DNB,-,-,-,-,-,1,,v West Indies,Eden Gardens,20 Feb 2022,
T20,Ravi Bishnoi,DNB,-,-,-,-,-,1,,v West Indies,Eden Gardens,20 Feb 2022,
T20,B Kumar,DNB,-,-,-,-,-,1,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,HV Patel,DNB,-,-,-,-,-,1,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,SV Samson,DNB,-,-,-,-,-,1,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,DJ Hooda,DNB,-,-,-,-,-,1,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,JJ Bumrah,DNB,-,-,-,-,-,1,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,VR Iyer,DNB,-,-,-,-,-,1,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,B Kumar,DNB,-,-,-,-,-,2,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,HV Patel,DNB,-,-,-,-,-,2,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,DJ Hooda,DNB,-,-,-,-,-,2,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,JJ Bumrah,DNB,-,-,-,-,-,2,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,VR Iyer,DNB,-,-,-,-,-,2,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,HV Patel,DNB,-,-,-,-,-,2,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,Kuldeep Yadav,DNB,-,-,-,-,-,2,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,Avesh Khan,DNB,-,-,-,-,-,2,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,Mohammed Siraj,DNB,-,-,-,-,-,2,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,Ravi Bishnoi,DNB,-,-,-,-,-,2,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,B Kumar,DNB,-,-,-,-,-,1,,v South Africa,Delhi,9 Jun 2022,
T20,HV Patel,DNB,-,-,-,-,-,1,,v South Africa,Delhi,9 Jun 2022,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v South Africa,Delhi,9 Jun 2022,
T20,AR Patel,DNB,-,-,-,-,-,1,,v South Africa,Delhi,9 Jun 2022,
T20,Avesh Khan,DNB,-,-,-,-,-,1,,v South Africa,Delhi,9 Jun 2022,
T20,B Kumar,DNB,-,-,-,-,-,1,,v South Africa,Cuttack,12 Jun 2022,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v South Africa,Cuttack,12 Jun 2022,
T20,Avesh Khan,DNB,-,-,-,-,-,1,,v South Africa,Cuttack,12 Jun 2022,
T20,B Kumar,DNB,-,-,-,-,-,1,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,HV Patel,DNB,-,-,-,-,-,1,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,Avesh Khan,DNB,-,-,-,-,-,1,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,B Kumar,DNB,-,-,-,-,-,1,,v South Africa,Rajkot,17 Jun 2022,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v South Africa,Rajkot,17 Jun 2022,
T20,Avesh Khan,DNB,-,-,-,-,-,1,,v South Africa,Rajkot,17 Jun 2022,
T20,KD Karthik,DNB,-,-,-,-,-,1,,v South Africa,Bengaluru,19 Jun 2022,
T20,B Kumar,DNB,-,-,-,-,-,1,,v South Africa,Bengaluru,19 Jun 2022,
T20,HV Patel,DNB,-,-,-,-,-,1,,v South Africa,Bengaluru,19 Jun 2022,
T20,YS Chahal,DNB,-,-,-,-,-,1,,v South Africa,Bengaluru,19 Jun 2022,
T20,AR Patel,DNB,-,-,-,-,-,1,,v South Africa,Bengaluru,19 Jun 2022,
T20,HH Pandya,DNB,-,-,-,-,-,1,,v South Africa,Bengaluru,19 Jun 2022,
T20,Avesh Khan,DNB,-,-,-,-,-,1,,v South Africa,Bengaluru,19 Jun 2022,
T20,B Kumar,DNB,-,-,-,-,-,2,,v Ireland,Dublin (Malahide),26 Jun 2022,
T20,YS Chahal,DNB,-,-,-,-,-,2,,v Ireland,Dublin (Malahide),26 Jun 2022,
