Format,Player,Runs,Mins,BF,4s,6s,SR,Inns,Unnamed: 8,Opposition,Ground,Start Date,Unnamed: 12
T20,G Gambhir,21,27,19,3,0,110.52,2,,v South Africa,Nottingham,16 Jun 2009,
T20,SK Raina,21,-,13,1,1,161.53,2,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,G Gambhir,21,30,18,1,0,116.66,2,,v Sri Lanka,Mohali,12 Dec 2009,
T20,MS Dhoni,21,44,26,0,1,80.76,1,,v England,Eden Gardens,29 Oct 2011,
T20,AM Rahane,21,46,25,0,1,84.0,1,,v Sri Lanka,Pallekele,7 Aug 2012,
T20,Yuvraj Singh,21,18,15,1,2,140.0,1,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,V Kohli,21,35,17,2,0,123.52,2,,v England,Pune,20 Dec 2012,
T20,G Gambhir,21,22,11,4,0,190.9,1,,v Pakistan,Ahmedabad,28 Dec 2012,
T20,SK Raina,21,15,10,3,1,210.0,2,,v South Africa,Mirpur,4 Apr 2014,
T20,Yuvraj Singh,21,31,18,1,1,116.66,2,,v Australia,Mohali,27 Mar 2016,
T20,V Kohli,21,17,15,2,1,140.0,1,,v England,Nagpur,29 Jan 2017,
T20,RG Sharma,21,8,9,2,2,233.33,1,,v South Africa,Johannesburg,18 Feb 2018,
T20,HH Pandya,21,33,17,0,1,123.52,1,,v South Africa,Cape Town,24 Feb 2018,
T20,HH Pandya,21,13,11,1,2,190.9,2,,v New Zealand,Hamilton,10 Feb 2019,
T20,RR Pant,21,34,23,2,1,91.3,1,,v England,Ahmedabad,12 Mar 2021,
T20,RD Gaikwad,21,35,18,1,0,116.66,1,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,DJ Hooda,21,20,16,1,1,131.25,2,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,DJ Hooda,21,38,19,2,0,110.52,1,,v West Indies,Lauderhill,6 Aug 2022,
T20,RG Sharma,21,28,13,2,1,161.53,1,,v Hong Kong,Dubai (DICS),31 Aug 2022,
T20,HH Pandya,21,46,20,1,1,105.0,2,,v New Zealand,Ranchi,27 Jan 2023,
T20,SA Yadav,21,37,21,2,1,100.0,2,,v West Indies,Tarouba,3 Aug 2023,
T20,YBK Jaiswal,21,12,8,2,2,262.5,2,,v Australia,Visakhapatnam,23 Nov 2023,
T20,YBK Jaiswal,21,17,15,1,2,140.0,1,,v Australia,Bengaluru,3 Dec 2023,
T20,SA Yadav,21,29,17,2,1,123.52,1,,v South Africa,Durban,8 Nov 2024,
T20,AR Patel,21,34,21,1,1,100.0,2,,v South Africa,New Chandigarh,11 Dec 2025,
T20,NT Tilak Varma,21,10,7,0,3,300.0,1,,v England,Wankhede,5 Mar 2026,
T20,MS Dhoni,20*,22,12,2,1,166.66,1,,v South Africa,Dharamsala,2 Oct 2015,
T20,MS Dhoni,20*,7,6,1,2,333.33,2,,v Bangladesh,Mirpur,6 Mar 2016,
T20,AR Patel,20*,20,11,0,1,181.81,1,,v Zimbabwe,Harare,22 Jun 2016,
T20,V Kohli,20*,-,22,0,1,90.9,2,,v England,Manchester,3 Jul 2018,
T20,MS Dhoni,20*,23,17,1,0,117.64,2,,v New Zealand,Auckland,8 Feb 2019,
T20,KH Pandya,20*,-,13,0,2,153.84,1,,v West Indies,Lauderhill,4 Aug 2019,
T20,Ishan Kishan,20*,-,14,1,1,142.85,1,,v Sri Lanka,Colombo (RPS),25 Jul 2021,
T20,AR Patel,20*,11,8,1,2,250.0,1,,v West Indies,Lauderhill,6 Aug 2022,
T20,RR Pant,20*,34,16,3,0,125.0,1,,v Afghanistan,Dubai (DICS),8 Sep 2022,
T20,UT Yadav,20*,30,17,2,0,117.64,2,,v South Africa,Indore,4 Oct 2022,
T20,HH Pandya,20*,26,15,1,1,133.33,2,,v West Indies,Providence,8 Aug 2023,
T20,Shubman Gill,20*,22,9,2,1,222.22,2,,v U.A.E.,Dubai (DICS),10 Sep 2025,
T20,IK Pathan,20,11,15,0,2,133.33,1,,v Pakistan,Durban,14 Sep 2007,
T20,YK Pathan,20,7,8,0,3,250.0,1,,v New Zealand,Christchurch,25 Feb 2009,
T20,G Gambhir,20,27,14,3,0,142.85,2,,v Australia,Sydney,1 Feb 2012,
T20,SK Raina,20,33,20,1,1,100.0,1,,v Sri Lanka,Pune,9 Feb 2016,
T20,AT Rayudu,20,47,26,1,0,76.92,1,,v Zimbabwe,Harare,22 Jun 2016,
T20,RR Pant,20,-,16,1,1,125.0,2,,v Australia,Brisbane,21 Nov 2018,
T20,KH Pandya,20,24,18,1,1,111.11,2,,v New Zealand,Wellington,6 Feb 2019,
T20,KL Rahul,20,-,18,2,1,111.11,2,,v West Indies,Providence,6 Aug 2019,
T20,SN Thakur,20,22,15,2,0,133.33,1,,v New Zealand,Wellington,31 Jan 2020,
T20,HH Pandya,20,-,13,1,2,153.84,2,,v Australia,Sydney,8 Dec 2020,
T20,VR Iyer,20,24,15,1,1,133.33,1,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,AR Patel,20,26,18,2,1,111.11,1,,v Pakistan,New York,9 Jun 2024,
T20,RR Pant,20,20,11,4,0,181.81,1,,v Afghanistan,Bridgetown,20 Jun 2024,
T20,NT Tilak Varma,20,29,20,1,1,100.0,1,,v South Africa,Gqeberha,10 Nov 2024,
T20,SA Yadav,20,21,10,0,2,200.0,1,,v Australia,Carrara,6 Nov 2025,
T20,HH Pandya,20,31,23,0,1,86.95,2,,v South Africa,New Chandigarh,11 Dec 2025,
T20,Ishan Kishan,20,27,16,1,2,125.0,1,,v U.S.A.,Wankhede,7 Feb 2026,
T20,S Sreesanth,19*,11,10,4,0,190.0,2,,v New Zealand,Johannesburg,16 Sep 2007,
T20,Yuvraj Singh,19*,24,16,2,0,118.75,2,,v Pakistan,Colombo (RPS),30 Sep 2012,
T20,MS Dhoni,19*,-,17,1,0,111.76,2,,v Zimbabwe,Harare,18 Jun 2016,
T20,RD Gaikwad,19*,35,16,1,1,118.75,2,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,NT Tilak Varma,19*,37,16,3,0,118.75,2,,v England,Eden Gardens,22 Jan 2025,
T20,G Gambhir,19,19,19,3,0,100.0,1,,v South Africa,Durban,20 Sep 2007,
T20,RA Jadeja,19,14,16,1,1,118.75,1,,v New Zealand,Wellington,27 Feb 2009,
T20,AB Dinda,19,-,20,1,0,95.0,2,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,AM Rahane,19,25,13,0,2,146.15,2,,v England,Pune,20 Dec 2012,
T20,SK Raina,19,17,13,2,1,146.15,2,,v Australia,Rajkot,10 Oct 2013,
T20,AM Rahane,19,34,16,2,0,118.75,1,,v Australia,Mirpur,30 Mar 2014,
T20,MK Pandey,19,23,19,1,1,100.0,1,,v Zimbabwe,Harare,17 Jul 2015,
T20,SV Samson,19,-,24,1,0,79.16,2,,v Zimbabwe,Harare,19 Jul 2015,
T20,AT Rayudu,19,-,16,4,0,118.75,2,,v Zimbabwe,Harare,18 Jun 2016,
T20,KM Jadhav,19,-,13,1,1,146.15,2,,v Zimbabwe,Harare,18 Jun 2016,
T20,KL Rahul,19,-,10,1,2,190.0,2,,v England,Bristol,8 Jul 2018,
T20,MK Pandey,19,-,24,2,0,79.16,2,,v West Indies,Eden Gardens,4 Nov 2018,
T20,V Kohli,19,-,29,1,0,65.51,2,,v West Indies,Lauderhill,3 Aug 2019,
T20,MK Pandey,19,-,14,2,0,135.71,2,,v West Indies,Lauderhill,3 Aug 2019,
T20,RR Pant,19,25,20,1,1,95.0,1,,v South Africa,Bengaluru,22 Sep 2019,
T20,RA Jadeja,19,22,17,1,1,111.76,1,,v South Africa,Bengaluru,22 Sep 2019,
T20,S Dhawan,19,-,16,4,0,118.75,1,,v Bangladesh,Nagpur,10 Nov 2019,
T20,V Kohli,19,-,17,2,0,111.76,1,,v West Indies,Thiruvananthapuram,8 Dec 2019,
T20,HH Pandya,19,37,21,1,1,90.47,1,,v England,Ahmedabad,12 Mar 2021,
T20,RG Sharma,19,39,18,2,1,105.55,1,,v West Indies,Eden Gardens,18 Feb 2022,
T20,Ishan Kishan,19,38,32,2,0,59.37,2,,v New Zealand,Lucknow,29 Jan 2023,
T20,HH Pandya,19,29,19,3,0,100.0,2,,v West Indies,Tarouba,3 Aug 2023,
T20,SA Yadav,19,13,10,0,2,190.0,1,,v Australia,Thiruvananthapuram,26 Nov 2023,
T20,RA Jadeja,19,16,14,1,1,135.71,1,,v South Africa,Gqeberha,12 Dec 2023,
T20,Abhishek Sharma,19,22,14,4,0,135.71,1,,v Australia,Canberra,29 Oct 2025,
T20,RV Uthappa,18*,36,19,1,0,94.73,2,,v South Africa,Johannesburg,30 Mar 2012,
T20,MS Dhoni,18*,21,9,2,1,200.0,1,,v Afghanistan,Colombo (RPS),19 Sep 2012,
T20,MS Dhoni,18*,29,10,3,0,180.0,2,,v Australia,Mohali,27 Mar 2016,
T20,KD Karthik,18*,27,12,0,1,150.0,2,,v Sri Lanka,Wankhede,24 Dec 2017,
T20,SK Raina,18,14,13,1,1,138.46,2,,v Afghanistan,Gros Islet,1 May 2010,
T20,Yuvraj Singh,18,26,20,0,1,90.0,1,,v Afghanistan,Colombo (RPS),19 Sep 2012,
T20,Yuvraj Singh,18,24,17,2,0,105.88,2,,v South Africa,Mirpur,4 Apr 2014,
T20,RG Sharma,18,29,16,1,1,112.5,1,,v Bangladesh,Bengaluru,23 Mar 2016,
T20,AR Patel,18,-,9,1,2,200.0,2,,v Zimbabwe,Harare,18 Jun 2016,
T20,KL Rahul,18,-,17,1,0,105.88,2,,v Sri Lanka,Colombo (RPS),12 Mar 2018,
T20,RR Pant,18,-,9,0,2,200.0,2,,v West Indies,Hyderabad,6 Dec 2019,
T20,KL Rahul,18,29,16,3,0,112.5,1,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,HV Patel,18,15,11,2,1,163.63,1,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,SV Samson,18,32,12,3,0,150.0,2,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,SA Yadav,18,31,18,1,0,100.0,2,,v Pakistan,Dubai (DICS),28 Aug 2022,
T20,HH Pandya,18,29,18,2,0,100.0,1,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,YBK Jaiswal,18,15,11,2,1,163.63,1,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,RR Pant,18,38,20,1,1,90.0,2,,v U.S.A.,New York,12 Jun 2024,
T20,HH Pandya,18,14,16,3,0,112.5,1,,v South Africa,Centurion,13 Nov 2024,
T20,NT Tilak Varma,18,19,14,1,1,128.57,2,,v England,Rajkot,28 Jan 2025,
T20,Ishan Kishan,18,21,7,2,1,257.14,1,,v Netherlands,Ahmedabad,18 Feb 2026,
T20,SA Yadav,18,41,22,2,0,81.81,2,,v South Africa,Ahmedabad,22 Feb 2026,
T20,HH Pandya,18,24,17,0,1,105.88,2,,v South Africa,Ahmedabad,22 Feb 2026,
T20,SA Yadav,18,32,16,1,1,112.5,2,,v West Indies,Eden Gardens,1 Mar 2026,
T20,HH Pandya,18,17,13,1,1,138.46,1,,v New Zealand,Ahmedabad,8 Mar 2026,
T20,R Ashwin,17*,14,11,3,0,154.54,1,,v England,Eden Gardens,29 Oct 2011,
T20,SN Thakur,17*,-,7,0,2,242.85,2,,v Australia,Sydney,8 Dec 2020,
T20,RR Pant,17*,38,17,2,0,100.0,2,,v New Zealand,Jaipur,17 Nov 2021,
T20,KD Karthik,17*,8,7,1,2,242.85,1,,v South Africa,Guwahati,2 Oct 2022,
T20,RA Jadeja,17*,24,9,2,0,188.88,1,,v England,Providence,27 Jun 2024,
T20,KD Karthik,17,18,12,3,0,141.66,2,,v New Zealand,Johannesburg,16 Sep 2007,
T20,Yuvraj Singh,17,14,9,0,2,188.88,2,,v England,Lord's,14 Jun 2009,
T20,YK Pathan,17,12,10,0,2,170.0,2,,v West Indies,Bridgetown,9 May 2010,
T20,G Gambhir,17,12,12,3,0,141.66,1,,v Australia,Colombo (RPS),28 Sep 2012,
T20,V Sehwag,17,25,14,1,1,121.42,1,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,G Gambhir,17,52,27,1,0,62.96,1,,v England,Wankhede,22 Dec 2012,
T20,MK Pandey,17,16,11,1,1,154.54,1,,v New Zealand,Thiruvananthapuram,7 Nov 2017,
T20,RG Sharma,17,21,13,2,0,130.76,1,,v Sri Lanka,Cuttack,20 Dec 2017,
T20,RG Sharma,17,-,13,3,0,130.76,2,,v Bangladesh,Colombo (RPS),8 Mar 2018,
T20,V Shankar,17,-,19,3,0,89.47,2,,v Bangladesh,Colombo (RPS),18 Mar 2018,
T20,KL Rahul,17,-,10,4,0,170.0,2,,v West Indies,Chennai,11 Nov 2018,
T20,SS Iyer,17,20,16,0,1,106.25,1,,v New Zealand,Hamilton,29 Jan 2020,
T20,HH Pandya,17,33,15,0,2,113.33,1,,v England,Ahmedabad,16 Mar 2021,
T20,V Kohli,17,25,13,1,0,130.76,2,,v West Indies,Eden Gardens,16 Feb 2022,
T20,RR Pant,17,48,23,2,0,73.91,1,,v South Africa,Rajkot,17 Jun 2022,
T20,AR Patel,17,24,12,3,0,141.66,1,,v England,Southampton,7 Jul 2022,
T20,HH Pandya,17,25,13,0,1,130.76,1,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,RR Pant,17,24,13,3,0,130.76,1,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,RG Sharma,17,19,14,2,1,121.42,2,,v Australia,Hyderabad,25 Sep 2022,
T20,HV Patel,17,17,12,2,1,141.66,2,,v South Africa,Indore,4 Oct 2022,
T20,AR Patel,17,16,12,1,0,141.66,2,,v Australia,Hobart,2 Nov 2025,
T20,Abhishek Sharma,17,32,12,2,1,141.66,1,,v South Africa,Cuttack,9 Dec 2025,
T20,Abhishek Sharma,17,11,8,0,2,212.5,2,,v South Africa,New Chandigarh,11 Dec 2025,
T20,HH Pandya,17,21,14,2,0,121.42,2,,v West Indies,Eden Gardens,1 Mar 2026,
T20,MS Dhoni,16*,6,6,1,1,266.66,1,,v South Africa,Gros Islet,2 May 2010,
T20,MS Dhoni,16*,13,14,2,0,114.28,1,,v Sri Lanka,Pallekele,7 Aug 2012,
T20,R Ashwin,16*,18,12,1,1,133.33,1,,v Australia,Colombo (RPS),28 Sep 2012,
T20,S Dhawan,16*,46,20,3,0,80.0,2,,v U.A.E.,Mirpur,3 Mar 2016,
T20,MS Dhoni,16*,20,10,2,0,160.0,2,,v Sri Lanka,Wankhede,24 Dec 2017,
T20,SS Iyer,16*,20,14,2,0,114.28,2,,v South Africa,Mohali,18 Sep 2019,
T20,RK Singh,16*,19,9,2,0,177.77,2,,v Afghanistan,Mohali,11 Jan 2024,
T20,K Nitish Kumar Reddy,16*,30,15,0,1,106.66,2,,v Bangladesh,Gwalior,6 Oct 2024,
T20,KD Karthik,16,26,17,2,0,94.11,1,,v South Africa,Gros Islet,2 May 2010,
T20,G Gambhir,16,23,16,3,0,100.0,2,,v England,Pune,20 Dec 2012,
T20,V Kohli,16,8,9,3,0,177.77,2,,v West Indies,Lauderhill,27 Aug 2016,
T20,Kuldeep Yadav,16,39,19,1,0,84.21,1,,v Australia,Guwahati,10 Oct 2017,
T20,MS Dhoni,16,17,11,2,0,145.45,1,,v South Africa,Johannesburg,18 Feb 2018,
T20,KL Rahul,16,-,22,2,0,72.72,2,,v West Indies,Eden Gardens,4 Nov 2018,
T20,HH Pandya,16,-,15,0,1,106.66,1,,v Australia,Canberra,4 Dec 2020,
T20,B Kumar,16,37,32,0,0,50.0,1,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,Ishan Kishan,16,28,15,2,0,106.66,2,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,RA Jadeja,16,25,13,2,0,123.07,1,,v West Indies,Tarouba,29 Jul 2022,
T20,DJ Hooda,16,23,14,2,0,114.28,1,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,Avesh Khan,16,12,12,3,0,133.33,2,,v Zimbabwe,Harare,6 Jul 2024,
T20,Abhishek Sharma,16,9,7,2,1,228.57,2,,v Bangladesh,Gwalior,6 Oct 2024,
T20,SV Samson,16,12,7,1,2,228.57,1,,v England,Wankhede,2 Feb 2025,
T20,IK Pathan,15*,13,10,0,1,150.0,1,,v New Zealand,Wellington,27 Feb 2009,
T20,MS Dhoni,15*,2,6,0,2,250.0,2,,v Afghanistan,Gros Islet,1 May 2010,
T20,YK Pathan,15*,1,6,0,2,250.0,1,,v West Indies,Port of Spain,4 Jun 2011,
T20,Harbhajan Singh,15*,5,7,1,1,214.28,1,,v West Indies,Port of Spain,4 Jun 2011,
T20,R Ashwin,15*,30,16,1,0,93.75,2,,v Australia,Sydney,1 Feb 2012,
T20,Yuvraj Singh,15*,28,12,1,1,125.0,2,,v Australia,Sydney,31 Jan 2016,
T20,MS Dhoni,15*,24,9,1,0,166.66,1,,v West Indies,Wankhede,31 Mar 2016,
T20,S Dhawan,15*,25,12,3,0,125.0,2,,v Australia,Ranchi,7 Oct 2017,
T20,KH Pandya,15*,-,8,1,1,187.5,1,,v Bangladesh,Delhi,3 Nov 2019,
T20,R Ashwin,15*,13,7,0,1,214.28,1,,v Sri Lanka,Dubai (DICS),6 Sep 2022,
T20,HH Pandya,15*,26,20,1,0,75.0,2,,v New Zealand,Lucknow,29 Jan 2023,
T20,RV Uthappa,15,22,16,1,1,93.75,1,,v South Africa,Durban,20 Sep 2007,
T20,YK Pathan,15,12,8,1,1,187.5,1,,v Pakistan,Johannesburg,24 Sep 2007,
T20,G Gambhir,15,22,14,3,0,107.14,2,,v West Indies,Bridgetown,9 May 2010,
T20,V Kohli,15,21,16,3,0,93.75,1,,v England,Eden Gardens,29 Oct 2011,
T20,MK Tiwary,15,22,17,0,0,88.23,1,,v England,Eden Gardens,29 Oct 2011,
T20,V Kohli,15,18,13,2,0,115.38,1,,v Australia,Colombo (RPS),28 Sep 2012,
T20,MS Dhoni,15,21,21,2,0,71.42,1,,v Australia,Colombo (RPS),28 Sep 2012,
T20,Yuvraj Singh,15,29,16,1,0,93.75,1,,v Bangladesh,Mirpur,24 Feb 2016,
T20,RG Sharma,15,15,14,3,0,107.14,2,,v Sri Lanka,Mirpur,1 Mar 2016,
T20,HH Pandya,15,9,7,2,1,214.28,1,,v Bangladesh,Bengaluru,23 Mar 2016,
T20,SK Raina,15,11,7,2,1,214.28,1,,v South Africa,Johannesburg,18 Feb 2018,
T20,KL Rahul,15,-,17,2,0,88.23,1,,v Bangladesh,Delhi,3 Nov 2019,
T20,RG Sharma,15,-,18,2,0,83.33,1,,v West Indies,Thiruvananthapuram,8 Dec 2019,
T20,SV Samson,15,-,10,1,1,150.0,2,,v Australia,Sydney,6 Dec 2020,
T20,RG Sharma,15,22,17,2,0,88.23,1,,v England,Ahmedabad,16 Mar 2021,
T20,KL Rahul,15,27,14,1,1,107.14,2,,v New Zealand,Jaipur,17 Nov 2021,
T20,Ishan Kishan,15,8,7,0,2,214.28,1,,v South Africa,Bengaluru,19 Jun 2022,
T20,SA Yadav,15,6,5,2,1,300.0,1,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,SA Yadav,15,24,11,2,0,136.36,1,,v England,Birmingham,9 Jul 2022,
T20,SV Samson,15,21,11,2,0,136.36,1,,v West Indies,Lauderhill,7 Aug 2022,
T20,SA Yadav,15,11,10,2,0,150.0,2,,v Pakistan,Melbourne,23 Oct 2022,
T20,RG Sharma,15,22,14,1,1,107.14,1,,v South Africa,Perth,30 Oct 2022,
T20,RG Sharma,15,20,13,2,0,115.38,1,,v Zimbabwe,Melbourne,6 Nov 2022,
T20,RR Pant,15,33,14,1,1,107.14,1,,v Australia,Gros Islet,24 Jun 2024,
T20,Abhishek Sharma,15,13,11,3,0,136.36,1,,v Bangladesh,Delhi,9 Oct 2024,
T20,R Parag,15,8,6,0,2,250.0,1,,v Bangladesh,Delhi,9 Oct 2024,
T20,Ramandeep Singh,15,11,6,1,1,250.0,1,,v South Africa,Centurion,13 Nov 2024,
T20,AR Patel,15,25,16,2,0,93.75,2,,v England,Rajkot,28 Jan 2025,
T20,AR Patel,15,18,11,2,0,136.36,1,,v England,Wankhede,2 Feb 2025,
T20,Shubman Gill,15,30,12,1,0,125.0,2,,v Australia,Hobart,2 Nov 2025,
T20,Abhishek Sharma,15,23,12,2,1,125.0,2,,v South Africa,Ahmedabad,22 Feb 2026,
T20,Yuvraj Singh,14*,66,32,2,0,43.75,2,,v Pakistan,Mirpur,27 Feb 2016,
T20,HH Pandya,14*,11,10,0,1,140.0,1,,v New Zealand,Thiruvananthapuram,7 Nov 2017,
T20,Washington Sundar,14*,-,5,0,2,280.0,1,,v Bangladesh,Delhi,3 Nov 2019,
T20,MK Pandey,14*,-,12,0,1,116.66,2,,v New Zealand,Auckland,24 Jan 2020,
T20,MK Pandey,14*,15,6,1,1,233.33,1,,v New Zealand,Hamilton,29 Jan 2020,
T20,AB Agarkar,14,9,9,2,0,155.55,1,,v Pakistan,Durban,14 Sep 2007,
T20,Yuvraj Singh,14,28,19,1,0,73.68,1,,v Pakistan,Johannesburg,24 Sep 2007,
T20,MS Dhoni,14,9,13,1,0,107.69,2,,v Ireland,Nottingham,10 Jun 2009,
T20,G Gambhir,14,23,13,2,0,107.69,1,,v West Indies,Lord's,12 Jun 2009,
T20,Harbhajan Singh,14,18,15,1,1,93.33,2,,v South Africa,Nottingham,16 Jun 2009,
T20,Harbhajan Singh,14,18,10,1,1,140.0,2,,v West Indies,Bridgetown,9 May 2010,
T20,M Vijay,14,11,12,3,0,116.66,1,,v South Africa,Durban,9 Jan 2011,
T20,V Kohli,14,15,12,2,0,116.66,1,,v West Indies,Port of Spain,4 Jun 2011,
T20,SK Raina,14,23,15,1,0,93.33,2,,v Australia,Sydney,1 Feb 2012,
T20,SK Raina,14,16,8,0,2,175.0,1,,v South Africa,Dharamsala,2 Oct 2015,
T20,MS Dhoni,14,18,9,2,0,155.55,1,,v Australia,Melbourne,29 Jan 2016,
T20,KL Rahul,14,-,20,0,1,70.0,2,,v Australia,Sydney,25 Nov 2018,
T20,V Shankar,14,14,8,1,1,175.0,2,,v New Zealand,Auckland,8 Feb 2019,
T20,S Dhawan,14,48,24,1,0,58.33,1,,v Australia,Bengaluru,27 Feb 2019,
T20,HH Pandya,14,37,18,1,0,77.77,1,,v South Africa,Bengaluru,22 Sep 2019,
T20,KL Rahul,14,41,17,2,0,82.35,1,,v England,Ahmedabad,18 Mar 2021,
T20,RD Gaikwad,14,29,10,2,0,140.0,1,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,RG Sharma,14,23,14,1,1,100.0,1,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,SS Iyer,14,14,11,0,2,127.27,1,,v South Africa,Visakhapatnam,14 Jun 2022,
T20,RR Pant,14,24,12,2,0,116.66,1,,v West Indies,Tarouba,29 Jul 2022,
T20,RR Pant,14,23,12,2,0,116.66,1,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,SA Yadav,14,14,10,1,1,140.0,1,,v England,Adelaide,10 Nov 2022,
T20,AR Patel,14,16,12,1,0,116.66,1,,v West Indies,Providence,6 Aug 2023,
T20,HH Pandya,14,28,18,0,1,77.77,1,,v West Indies,Lauderhill,13 Aug 2023,
T20,RK Singh,14,25,10,0,1,140.0,1,,v South Africa,Johannesburg,14 Dec 2023,
T20,Abhishek Sharma,14,15,11,1,1,127.27,1,,v Zimbabwe,Harare,14 Jul 2024,
T20,SA Yadav,14,15,7,1,1,200.0,2,,v England,Rajkot,28 Jan 2025,
T20,AR Patel,14,23,11,2,0,127.27,1,,v U.S.A.,Wankhede,7 Feb 2026,
T20,Harbhajan Singh,13*,3,4,3,0,325.0,1,,v West Indies,Lord's,12 Jun 2009,
T20,MS Dhoni,13*,15,9,0,1,144.44,2,,v Pakistan,Eden Gardens,19 Mar 2016,
T20,MS Dhoni,13*,29,12,1,0,108.33,1,,v Bangladesh,Bengaluru,23 Mar 2016,
T20,RA Jadeja,13*,-,8,0,1,162.5,1,,v West Indies,Kingston,9 Jul 2017,
T20,HH Pandya,13*,10,7,2,0,185.71,1,,v South Africa,Johannesburg,18 Feb 2018,
T20,KD Karthik,13*,-,6,2,0,216.66,1,,v Sri Lanka,Colombo (RPS),6 Mar 2018,
T20,B Kumar,13*,17,11,0,0,118.18,1,,v Sri Lanka,Colombo (RPS),28 Jul 2021,
T20,HH Pandya,13*,17,9,2,0,144.44,1,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,R Ashwin,13*,24,10,0,1,130.0,1,,v West Indies,Tarouba,29 Jul 2022,
T20,R Ashwin,13*,9,6,1,1,216.66,1,,v Bangladesh,Adelaide,2 Nov 2022,
T20,Harshit Rana,13*,13,8,0,1,162.5,1,,v Oman,Abu Dhabi,19 Sep 2025,
T20,G Gambhir,13,6,6,3,0,216.66,2,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,MS Dhoni,13,17,17,1,0,76.47,2,,v Sri Lanka,Colombo (RPS),10 Feb 2009,
T20,Harbhajan Singh,13,15,11,1,1,118.18,2,,v Australia,Bridgetown,7 May 2010,
T20,KD Karthik,13,20,12,2,0,108.33,1,,v Sri Lanka,Gros Islet,11 May 2010,
T20,YK Pathan,13,10,9,2,0,144.44,1,,v Sri Lanka,Gros Islet,11 May 2010,
T20,M Vijay,13,-,11,0,1,118.18,2,,v Zimbabwe,Harare,19 Jul 2015,
T20,AR Patel,13,-,15,1,0,86.66,2,,v Zimbabwe,Harare,19 Jul 2015,
T20,RG Sharma,13,-,13,1,1,100.0,2,,v Sri Lanka,Visakhapatnam,14 Feb 2016,
T20,SK Raina,13,14,13,2,0,100.0,1,,v Bangladesh,Mirpur,24 Feb 2016,
T20,S Dhawan,13,16,12,1,1,108.33,2,,v Australia,Mohali,27 Mar 2016,
T20,MS Dhoni,13,24,16,1,0,81.25,1,,v Australia,Guwahati,10 Oct 2017,
T20,V Kohli,13,6,6,1,1,216.66,1,,v New Zealand,Thiruvananthapuram,7 Nov 2017,
T20,MK Pandey,13,15,10,0,1,130.0,1,,v South Africa,Cape Town,24 Feb 2018,
T20,KD Karthik,13,10,6,3,0,216.66,1,,v South Africa,Cape Town,24 Feb 2018,
T20,KL Rahul,13,-,12,1,0,108.33,2,,v Australia,Brisbane,21 Nov 2018,
T20,S Dube,13,-,9,1,1,144.44,2,,v New Zealand,Auckland,24 Jan 2020,
T20,RA Jadeja,13,28,13,1,0,100.0,1,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,HV Patel,13,9,6,1,1,216.66,1,,v England,Birmingham,9 Jul 2022,
T20,SA Yadav,13,13,10,2,0,130.0,1,,v Pakistan,Dubai (DICS),4 Sep 2022,
T20,SS Iyer,13,17,9,1,1,144.44,1,,v New Zealand,Mount Maunganui,20 Nov 2022,
T20,HH Pandya,13,27,13,0,0,100.0,1,,v New Zealand,Mount Maunganui,20 Nov 2022,
T20,SA Yadav,13,25,10,1,1,130.0,2,,v New Zealand,Napier,22 Nov 2022,
T20,RA Tripathi,13,34,18,1,0,72.22,2,,v New Zealand,Lucknow,29 Jan 2023,
T20,AR Patel,13,17,11,0,1,118.18,2,,v West Indies,Tarouba,3 Aug 2023,
T20,SV Samson,13,11,9,2,0,144.44,1,,v West Indies,Lauderhill,13 Aug 2023,
T20,AR Patel,13,20,10,0,1,130.0,1,,v West Indies,Lauderhill,13 Aug 2023,
T20,RG Sharma,13,15,12,1,1,108.33,1,,v Pakistan,New York,9 Jun 2024,
T20,Shubman Gill,13,25,14,2,0,92.85,1,,v Zimbabwe,Harare,14 Jul 2024,
T20,S Dube,13,15,14,0,0,92.85,1,,v Sri Lanka,Pallekele,30 Jul 2024,
