Format,Player,Runs,Mins,BF,4s,6s,SR,Inns,Unnamed: 8,Opposition,Ground,Start Date,Unnamed: 12
ODI,RG Sharma,264,225,173,33,9,152.6,1,,v Sri Lanka,Eden Gardens,13 Nov 2014,
ODI,V Sehwag,219,208,149,25,7,146.97,1,,v West Indies,Indore,8 Dec 2011,
ODI,Ishan Kishan,210,169,131,24,10,160.3,1,,v Bangladesh,Chattogram,10 Dec 2022,
ODI,RG Sharma,209,222,158,12,16,132.27,1,,v Australia,Bengaluru,2 Nov 2013,
ODI,RG Sharma,208*,212,153,13,12,135.94,1,,v Sri Lanka,Mohali,13 Dec 2017,
ODI,Shubman Gill,208,225,149,19,9,139.59,1,,v New Zealand,Hyderabad,18 Jan 2023,
ODI,SR Tendulkar,200*,226,147,25,3,136.05,1,,v South Africa,Gwalior,24 Feb 2010,
ODI,SR Tendulkar,186*,221,150,20,3,124.0,1,,v New Zealand,Hyderabad (Deccan),8 Nov 1999,
ODI,MS Dhoni,183*,210,145,15,10,126.2,2,,v Sri Lanka,Jaipur,31 Oct 2005,
ODI,SC Ganguly,183,210,158,17,7,115.82,1,,v Sri Lanka,Taunton,26 May 1999,
ODI,V Kohli,183,211,148,22,1,123.64,2,,v Pakistan,Mirpur,18 Mar 2012,
ODI,N Kapil Dev,175*,-,138,16,6,126.81,1,,v Zimbabwe,Tunbridge Wells,18 Jun 1983,
ODI,SR Tendulkar,175,210,141,19,4,124.11,2,,v Australia,Hyderabad,5 Nov 2009,
ODI,V Sehwag,175,198,140,14,5,125.0,1,,v Bangladesh,Mirpur,19 Feb 2011,
ODI,RG Sharma,171*,205,163,13,7,104.9,1,,v Australia,W.A.C.A,12 Jan 2016,
ODI,V Kohli,166*,173,110,13,8,150.9,1,,v Sri Lanka,Thiruvananthapuram,15 Jan 2023,
ODI,SR Tendulkar,163*,206,133,16,5,122.55,1,,v New Zealand,Christchurch,8 Mar 2009,
ODI,RG Sharma,162,-,137,20,4,118.24,1,,v West Indies,Brabourne,29 Oct 2018,
ODI,V Kohli,160*,220,159,12,2,100.62,1,,v South Africa,Cape Town,7 Feb 2018,
ODI,D Mongia,159*,233,147,17,1,108.16,1,,v Zimbabwe,Guwahati,19 Mar 2002,
ODI,RG Sharma,159,-,138,17,5,115.21,1,,v West Indies,Visakhapatnam,18 Dec 2019,
ODI,V Kohli,157*,217,129,13,4,121.7,1,,v West Indies,Visakhapatnam,24 Oct 2018,
ODI,V Kohli,154*,202,134,16,1,114.92,2,,v New Zealand,Mohali,23 Oct 2016,
ODI,M Azharuddin,153*,202,150,17,1,102.0,1,,v Zimbabwe,Cuttack,9 Apr 1998,
ODI,SC Ganguly,153*,225,150,18,3,102.0,1,,v New Zealand,Gwalior,11 Nov 1999,
ODI,R Dravid,153,196,153,15,2,100.0,1,,v New Zealand,Hyderabad (Deccan),8 Nov 1999,
ODI,RG Sharma,152*,-,117,15,8,129.91,2,,v West Indies,Guwahati,21 Oct 2018,
ODI,SR Tendulkar,152,193,151,18,0,100.66,1,,v Namibia,Pietermaritzburg,23 Feb 2003,
ODI,G Gambhir,150*,-,137,14,0,109.48,2,,v Sri Lanka,Eden Gardens,24 Dec 2009,
ODI,G Gambhir,150,214,147,14,1,102.04,1,,v Sri Lanka,Colombo (RPS),5 Feb 2009,
ODI,RG Sharma,150,215,133,13,6,112.78,2,,v South Africa,Kanpur,11 Oct 2015,
ODI,Yuvraj Singh,150,183,127,21,3,118.11,1,,v England,Cuttack,19 Jan 2017,
ODI,MS Dhoni,148,155,123,15,4,120.32,1,,v Pakistan,Visakhapatnam,5 Apr 2005,
ODI,RG Sharma,147,168,138,18,2,106.52,1,,v New Zealand,Kanpur,29 Oct 2017,
ODI,SR Tendulkar,146,200,153,15,2,95.42,1,,v Zimbabwe,Jodhpur,8 Dec 2000,
ODI,SR Tendulkar,146,186,132,17,0,110.6,1,,v Kenya,Paarl,24 Oct 2001,
ODI,V Sehwag,146,166,102,17,6,143.13,1,,v Sri Lanka,Rajkot,15 Dec 2009,
ODI,R Dravid,145,179,129,17,1,112.4,1,,v Sri Lanka,Taunton,26 May 1999,
ODI,SC Ganguly,144,192,152,8,6,94.73,1,,v Zimbabwe,Ahmedabad,5 Dec 2000,
ODI,SR Tendulkar,143,187,131,9,5,109.16,2,,v Australia,Sharjah,22 Apr 1998,
ODI,S Dhawan,143,-,115,18,3,124.34,1,,v Australia,Mohali,10 Mar 2019,
ODI,SC Ganguly,141*,216,142,11,6,99.29,1,,v South Africa,Nairobi (Gym),13 Oct 2000,
ODI,SR Tendulkar,141*,-,148,13,5,95.27,1,,v West Indies,Kuala Lumpur,14 Sep 2006,
ODI,RG Sharma,141*,195,123,17,4,114.63,2,,v Australia,Jaipur,16 Oct 2013,
ODI,SR Tendulkar,141,191,128,13,3,110.15,1,,v Australia,Dhaka,28 Oct 1998,
ODI,SC Ganguly,141,207,144,12,1,97.91,1,,v Pakistan,Adelaide,25 Jan 2000,
ODI,SR Tendulkar,141,173,135,17,1,104.44,2,,v Pakistan,Rawalpindi,16 Mar 2004,
ODI,SR Tendulkar,140*,114,101,16,3,138.61,1,,v Kenya,Bristol,23 May 1999,
ODI,V Kohli,140,-,107,21,2,130.84,2,,v West Indies,Guwahati,21 Oct 2018,
ODI,RG Sharma,140,153,113,14,3,123.89,1,,v Pakistan,Manchester,16 Jun 2019,
ODI,MS Dhoni,139*,169,121,12,5,114.87,1,,v Australia,Mohali,19 Oct 2013,
ODI,V Kohli,139*,192,126,12,3,110.31,2,,v Sri Lanka,Ranchi,16 Nov 2014,
ODI,SC Ganguly,139,197,147,11,5,94.55,1,,v Zimbabwe,Nairobi (Gym),1 Oct 1999,
ODI,SR Tendulkar,139,197,125,19,0,111.2,1,,v Australia,Indore,31 Mar 2001,
ODI,Yuvraj Singh,139,143,122,16,2,113.93,1,,v Australia,Sydney,22 Jan 2004,
ODI,Yuvraj Singh,138*,125,78,16,6,176.92,1,,v England,Rajkot,14 Nov 2008,
ODI,G Gambhir,138*,171,116,18,0,118.96,2,,v New Zealand,Jaipur,1 Dec 2010,
ODI,SR Tendulkar,138,214,133,10,1,103.75,1,,v Sri Lanka,Colombo (RPS),14 Sep 2009,
ODI,RG Sharma,138,228,139,9,4,99.28,1,,v Australia,Melbourne,18 Jan 2015,
ODI,V Kohli,138,202,140,6,5,98.57,1,,v South Africa,Chennai,22 Oct 2015,
ODI,RG Sharma,137*,-,114,15,4,120.17,2,,v England,Nottingham,12 Jul 2018,
ODI,SR Tendulkar,137,198,137,8,5,100.0,1,,v Sri Lanka,Delhi,2 Mar 1996,
ODI,S Dhawan,137,199,146,16,2,93.83,1,,v South Africa,Melbourne,22 Feb 2015,
ODI,RG Sharma,137,223,126,14,3,108.73,1,,v Bangladesh,Melbourne,19 Mar 2015,
ODI,V Kohli,136,157,122,16,2,111.47,2,,v Bangladesh,Fatullah,26 Feb 2014,
ODI,SC Ganguly,135*,-,124,6,7,108.87,2,,v Bangladesh,Dhaka,30 May 2000,
ODI,V Kohli,135,173,120,11,7,112.5,1,,v South Africa,Ranchi,30 Nov 2025,
ODI,NS Sidhu,134*,218,160,15,0,83.75,2,,v England,Gwalior,4 Mar 1993,
ODI,SR Tendulkar,134,195,131,12,3,102.29,2,,v Australia,Sharjah,24 Apr 1998,
ODI,MS Dhoni,134,203,122,10,6,109.83,1,,v England,Cuttack,19 Jan 2017,
ODI,V Kohli,133*,133,86,16,2,154.65,2,,v Sri Lanka,Hobart,28 Feb 2012,
ODI,RG Sharma,133,204,129,10,6,103.1,2,,v Australia,Sydney,12 Jan 2019,
ODI,S Dhawan,132*,-,90,20,3,146.66,2,,v Sri Lanka,Dambulla,20 Aug 2017,
ODI,VVS Laxman,131,203,138,13,1,94.92,1,,v Zimbabwe,Adelaide,24 Jan 2004,
ODI,Yuvraj Singh,131,134,102,10,7,128.43,1,,v West Indies,Kingston,26 Jun 2009,
ODI,V Kohli,131,-,96,17,2,136.45,1,,v Sri Lanka,Colombo (RPS),31 Aug 2017,
ODI,RG Sharma,131,111,84,16,5,155.95,2,,v Afghanistan,Delhi,11 Oct 2023,
ODI,SC Ganguly,130*,229,160,5,2,81.25,1,,v Sri Lanka,Nagpur,22 Mar 1999,
ODI,V Sehwag,130,193,134,15,2,97.01,1,,v New Zealand,Hyderabad (Deccan),15 Nov 2003,
ODI,Shubman Gill,130,145,97,15,1,134.02,1,,v Zimbabwe,Harare,22 Aug 2022,
ODI,V Kohli,129*,123,96,19,2,134.37,2,,v South Africa,Centurion,16 Feb 2018,
ODI,V Kohli,128*,187,119,12,1,107.56,2,,v Sri Lanka,Colombo (RPS),31 Jul 2012,
ODI,SS Iyer,128*,145,94,10,5,136.17,1,,v Netherlands,Bengaluru,12 Nov 2023,
ODI,SR Tendulkar,128,182,131,8,2,97.7,1,,v Sri Lanka,Colombo (RPS),7 Jul 1998,
ODI,SR Tendulkar,127*,175,138,15,1,92.02,2,,v Kenya,Cuttack,18 Feb 1996,
ODI,SR Tendulkar,127*,155,130,13,1,97.69,2,,v Zimbabwe,Bulawayo,26 Sep 1998,
ODI,SC Ganguly,127,150,126,14,5,100.79,1,,v South Africa,Johannesburg,5 Oct 2001,
ODI,V Kohli,127,164,114,13,3,111.4,1,,v West Indies,Dharamsala,17 Oct 2014,
ODI,S Dhawan,127,-,120,15,2,105.83,1,,v Hong Kong,Dubai (DICS),18 Sep 2018,
ODI,G Gambhir,126*,164,117,16,0,107.69,2,,v New Zealand,Vadodara,4 Dec 2010,
ODI,V Sehwag,126,136,104,21,1,121.15,2,,v England,Colombo (RPS),22 Sep 2002,
ODI,S Dhawan,126,154,113,14,2,111.5,2,,v Australia,Canberra,20 Jan 2016,
ODI,V Sehwag,125*,106,74,14,6,168.91,2,,v New Zealand,Hamilton,11 Mar 2009,
ODI,RR Pant,125*,159,113,16,2,110.61,2,,v England,Manchester,17 Jul 2022,
ODI,S Dhawan,125,198,128,15,1,97.65,1,,v Sri Lanka,The Oval,8 Jun 2017,
ODI,RG Sharma,125,165,109,11,5,114.67,2,,v Australia,Nagpur,1 Oct 2017,
ODI,SR Tendulkar,124*,140,92,12,6,134.78,2,,v Zimbabwe,Sharjah,13 Nov 1998,
ODI,AT Rayudu,124*,199,133,12,1,93.23,1,,v Zimbabwe,Harare,10 Jul 2015,
ODI,RG Sharma,124*,-,145,16,2,85.51,2,,v Sri Lanka,Pallekele,27 Aug 2017,
ODI,SC Ganguly,124,-,138,11,1,89.85,2,,v Pakistan,Dhaka,18 Jan 1998,
ODI,MS Dhoni,124,141,107,9,3,115.88,1,,v Australia,Nagpur,28 Oct 2009,
ODI,RG Sharma,124,175,127,11,3,97.63,1,,v Australia,Brisbane,15 Jan 2016,
ODI,V Kohli,124,174,108,10,3,114.81,2,,v New Zealand,Indore,18 Jan 2026,
ODI,R Dravid,123*,201,123,10,1,100.0,1,,v New Zealand,Taupo,9 Jan 1999,
ODI,YK Pathan,123*,128,96,7,7,128.12,2,,v New Zealand,Bengaluru,7 Dec 2010,
ODI,RG Sharma,123*,165,129,15,1,95.34,2,,v Bangladesh,Birmingham,15 Jun 2017,
ODI,K Srikkanth,123,-,103,14,1,119.41,1,,v Pakistan,Eden Gardens,18 Feb 1987,
ODI,SR Tendulkar,123,192,130,12,2,94.61,1,,v Pakistan,Ahmedabad,12 Apr 2005,
ODI,V Kohli,123,179,111,11,2,110.81,2,,v New Zealand,Napier,19 Jan 2014,
ODI,V Kohli,123,-,95,16,1,129.47,2,,v Australia,Ranchi,8 Mar 2019,
ODI,SR Tendulkar,122*,210,131,12,1,93.12,2,,v West Indies,Harare,4 Jul 2001,
ODI,RG Sharma,122*,212,144,13,2,84.72,2,,v South Africa,Southampton,5 Jun 2019,
ODI,V Kohli,122*,147,94,9,3,129.78,1,,v Pakistan,Colombo (RPS),10 Sep 2023,
ODI,SR Tendulkar,122,195,138,12,0,88.4,2,,v South Africa,Vadodara,17 Mar 2000,
ODI,V Kohli,122,147,105,8,5,116.19,2,,v England,Pune,15 Jan 2017,
ODI,AT Rayudu,121*,-,118,10,4,102.54,2,,v Sri Lanka,Ahmedabad,6 Nov 2014,
ODI,RG Sharma,121*,159,125,13,3,96.8,2,,v Australia,Sydney,25 Oct 2025,
ODI,Yuvraj Singh,121,177,115,12,3,105.21,2,,v Australia,Hyderabad,5 Oct 2007,
ODI,V Kohli,121,203,125,9,2,96.8,1,,v New Zealand,Wankhede,22 Oct 2017,
ODI,Shubman Gill,121,185,133,8,5,90.97,2,,v Bangladesh,Colombo (RPS),15 Sep 2023,
ODI,SR Tendulkar,120,191,141,11,2,85.1,1,,v Sri Lanka,Colombo (SSC),29 Aug 1999,
ODI,Yuvraj Singh,120,155,124,12,1,96.77,2,,v Zimbabwe,Harare,4 Sep 2005,
ODI,SR Tendulkar,120,170,115,10,5,104.34,1,,v England,Bengaluru,27 Feb 2011,
ODI,KM Jadhav,120,125,76,12,4,157.89,2,,v England,Pune,15 Jan 2017,
ODI,V Kohli,120,179,125,14,1,96.0,1,,v West Indies,Port of Spain,11 Aug 2019,
ODI,A Jadeja,119,180,121,8,1,98.34,2,,v Sri Lanka,Colombo (RPS),17 Aug 1997,
ODI,V Sehwag,119,150,95,12,5,125.26,2,,v Pakistan,Karachi,26 Jun 2008,
ODI,S Dhawan,119,164,95,20,0,125.26,2,,v West Indies,Kanpur,27 Nov 2013,
ODI,RG Sharma,119,-,128,8,6,92.96,2,,v Australia,Bengaluru,19 Jan 2020,
ODI,RG Sharma,119,142,90,12,7,132.22,2,,v England,Cuttack,9 Feb 2025,
ODI,SR Tendulkar,118*,173,112,14,2,105.35,2,,v Zimbabwe,Sharjah,8 Nov 1998,
ODI,SR Tendulkar,118,-,140,8,2,84.28,1,,v Pakistan,Sharjah,15 Apr 1996,
ODI,Yuvraj Singh,118,153,122,15,2,96.72,1,,v England,Indore,17 Nov 2008,
ODI,V Kohli,118,193,121,11,1,97.52,2,,v Australia,Visakhapatnam,20 Oct 2010,
ODI,SC Ganguly,117*,183,109,12,3,107.33,2,,v England,Colombo (RPS),22 Sep 2002,
ODI,SR Tendulkar,117*,235,120,10,0,97.5,2,,v Australia,Sydney,2 Mar 2008,
ODI,SR Tendulkar,117,188,137,13,2,85.4,2,,v New Zealand,Bengaluru,14 May 1997,
ODI,SC Ganguly,117,177,130,9,4,90.0,1,,v New Zealand,Nairobi (Gym),15 Oct 2000,
ODI,Yuvraj Singh,117,126,95,17,1,123.15,1,,v Sri Lanka,Colombo (RPS),3 Feb 2009,
ODI,V Kohli,117,154,123,14,0,95.12,2,,v West Indies,Visakhapatnam,2 Dec 2011,
ODI,V Kohli,117,174,117,7,2,100.0,1,,v Australia,Melbourne,17 Jan 2016,
ODI,S Dhawan,117,163,109,16,0,107.33,1,,v Australia,The Oval,9 Jun 2019,
ODI,V Kohli,117,149,113,9,2,103.53,1,,v New Zealand,Wankhede,15 Nov 2023,
ODI,A Jadeja,116*,176,121,6,2,95.86,1,,v Zimbabwe,Cuttack,9 Apr 1998,
ODI,SK Raina,116*,144,107,11,3,108.41,2,,v Bangladesh,Karachi,28 Jun 2008,
ODI,YBK Jaiswal,116*,169,121,12,2,95.86,2,,v South Africa,Visakhapatnam,6 Dec 2025,
ODI,R Dravid,116,118,118,12,0,98.3,1,,v Sri Lanka,Nagpur,22 Mar 1999,
ODI,V Sehwag,116,165,90,17,0,128.88,1,,v Sri Lanka,Colombo (RPS),3 Feb 2009,
ODI,S Dhawan,116,209,127,11,2,91.33,1,,v Zimbabwe,Harare,26 Jul 2013,
ODI,V Kohli,116,-,120,10,0,96.66,1,,v Australia,Nagpur,5 Mar 2019,
ODI,Shubman Gill,116,147,97,14,2,119.58,1,,v Sri Lanka,Thiruvananthapuram,15 Jan 2023,
ODI,V Kohli,115*,104,66,18,1,174.24,2,,v Australia,Nagpur,30 Oct 2013,
ODI,SR Tendulkar,115,184,136,9,3,84.55,2,,v New Zealand,Vadodara,28 Oct 1994,
ODI,V Kohli,115,133,108,13,1,106.48,2,,v Zimbabwe,Harare,24 Jul 2013,
ODI,RG Sharma,115,179,126,11,4,91.26,1,,v South Africa,Gqeberha,13 Feb 2018,
ODI,NS Sidhu,114*,125,103,9,2,110.67,1,,v West Indies,Visakhapatnam,7 Nov 1994,
ODI,V Sehwag,114*,-,82,17,2,139.02,2,,v West Indies,Rajkot,12 Nov 2002,
ODI,V Kohli,114*,127,99,14,0,115.15,2,,v West Indies,Port of Spain,14 Aug 2019,
ODI,WV Raman,114,-,148,6,1,77.02,2,,v South Africa,Centurion,11 Dec 1992,
ODI,SR Tendulkar,114,157,126,14,0,90.47,1,,v South Africa,Wankhede,14 Dec 1996,
ODI,V Sehwag,114,127,87,17,3,131.03,1,,v Bermuda,Port of Spain,19 Mar 2007,
ODI,RG Sharma,114,135,119,6,4,95.79,1,,v Zimbabwe,Bulawayo,28 May 2010,
ODI,SR Tendulkar,114,205,147,12,1,77.55,1,,v Bangladesh,Mirpur,16 Mar 2012,
ODI,S Dhawan,114,159,94,12,1,121.27,1,,v South Africa,Cardiff,6 Jun 2013,
ODI,S Dhawan,114,-,100,16,2,114.0,2,,v Pakistan,Dubai (DICS),23 Sep 2018,
ODI,MS Dhoni,113*,177,125,7,3,90.4,1,,v Pakistan,Chennai,30 Dec 2012,
ODI,SS Iyer,113*,155,111,15,0,101.8,2,,v South Africa,Ranchi,9 Oct 2022,
ODI,SC Ganguly,113,185,126,11,0,89.68,1,,v Sri Lanka,Colombo (RPS),20 Aug 1997,
ODI,SR Tendulkar,113,141,102,12,1,110.78,1,,v Sri Lanka,Bristol,11 Jul 2002,
ODI,G Gambhir,113,177,119,9,1,94.95,2,,v Australia,Sydney,24 Feb 2008,
ODI,Yuvraj Singh,113,163,123,10,2,91.86,1,,v West Indies,Chennai,20 Mar 2011,
ODI,S Dhawan,113,159,107,14,3,105.6,1,,v Sri Lanka,Cuttack,2 Nov 2014,
ODI,V Kohli,113,166,106,9,1,106.6,1,,v New Zealand,Kanpur,29 Oct 2017,
ODI,V Kohli,113,174,91,11,2,124.17,1,,v Bangladesh,Chattogram,10 Dec 2022,
ODI,V Kohli,113,117,87,12,1,129.88,1,,v Sri Lanka,Guwahati,10 Jan 2023,
ODI,SR Tendulkar,112*,137,107,15,1,104.67,2,,v Sri Lanka,Sharjah,9 Apr 1995,
ODI,SC Ganguly,112*,173,119,6,4,94.11,1,,v Namibia,Pietermaritzburg,23 Feb 2003,
ODI,V Kohli,112*,134,98,16,0,114.28,2,,v England,Delhi,17 Oct 2011,
ODI,KL Rahul,112*,121,92,11,1,121.73,1,,v New Zealand,Rajkot,14 Jan 2026,
ODI,K Srikkanth,112,-,113,10,5,99.11,1,,v West Indies,Sharjah,16 Oct 1988,
ODI,V Sehwag,112,175,139,11,3,80.57,2,,v New Zealand,Auckland,11 Jan 2003,
ODI,V Kohli,112,164,119,10,0,94.11,2,,v South Africa,Durban,1 Feb 2018,
ODI,KL Rahul,112,150,113,9,2,99.11,1,,v New Zealand,Mount Maunganui,11 Feb 2020,
ODI,Shubman Gill,112,120,78,13,5,143.58,1,,v New Zealand,Indore,24 Jan 2023,
ODI,Shubman Gill,112,141,102,14,3,109.8,1,,v England,Ahmedabad,12 Feb 2025,
ODI,M Azharuddin,111*,190,117,5,0,94.87,2,,v Sri Lanka,Colombo (RPS),17 Aug 1997,
ODI,M Kaif,111*,135,112,8,1,99.1,1,,v Zimbabwe,Colombo (RPS),14 Sep 2002,
ODI,SC Ganguly,111*,140,114,5,5,97.36,1,,v Kenya,Durban,20 Mar 2003,
ODI,V Kohli,111*,-,115,12,2,96.52,2,,v West Indies,Kingston,6 Jul 2017,
ODI,RG Sharma,111*,-,119,7,4,93.27,2,,v Pakistan,Dubai (DICS),23 Sep 2018,
ODI,KL Rahul,111*,141,106,12,2,104.71,1,,v Pakistan,Colombo (RPS),10 Sep 2023,
ODI,SC Ganguly,111,177,124,7,3,89.51,1,,v Kenya,Paarl,24 Oct 2001,
ODI,SR Tendulkar,111,184,101,8,3,109.9,1,,v South Africa,Nagpur,12 Mar 2011,
ODI,AM Rahane,111,170,108,13,2,102.77,1,,v Sri Lanka,Cuttack,2 Nov 2014,
ODI,KL Rahul,111,180,118,11,1,94.06,2,,v Sri Lanka,Leeds,6 Jul 2019,
ODI,SK Raina,110*,141,104,9,4,105.76,2,,v Zimbabwe,Auckland,14 Mar 2015,
ODI,V Kohli,110*,-,116,9,0,94.82,2,,v Sri Lanka,Colombo (RPS),3 Sep 2017,
ODI,SR Tendulkar,110,186,130,8,2,84.61,1,,v Australia,Colombo (RPS),9 Sep 1994,
ODI,SR Tendulkar,110,-,138,5,1,79.71,1,,v Sri Lanka,Colombo (RPS),28 Aug 1996,
ODI,Yuvraj Singh,110,149,114,11,1,96.49,1,,v West Indies,Colombo (RPS),7 Aug 2005,
ODI,V Sehwag,110,136,93,16,1,118.27,1,,v New Zealand,Dambulla,25 Aug 2010,
ODI,R Dravid,109*,201,124,8,0,87.9,2,,v West Indies,Ahmedabad,15 Nov 2002,
ODI,MS Dhoni,109*,121,96,6,6,113.54,1,,v Hong Kong,Karachi,25 Jun 2008,
ODI,RJ Shastri,109,-,149,11,0,73.15,1,,v South Africa,New Delhi,14 Nov 1991,
ODI,SC Ganguly,109,184,136,6,2,80.14,1,,v Sri Lanka,Colombo (RPS),7 Jul 1998,
ODI,S Dhawan,109,163,105,10,2,103.8,1,,v South Africa,Johannesburg,10 Feb 2018,
ODI,M Azharuddin,108*,-,94,8,0,114.89,1,,v Sri Lanka,Wankhede,17 Jan 1987,
ODI,M Azharuddin,108*,93,65,10,3,166.15,2,,v New Zealand,Vadodara,17 Dec 1988,
ODI,NS Sidhu,108,-,121,8,1,89.25,1,,v Pakistan,Sharjah,15 Oct 1989,
ODI,M Azharuddin,108,-,116,7,0,93.1,1,,v Sri Lanka,Sharjah,25 Apr 1990,
ODI,NS Sidhu,108,207,132,8,0,81.81,1,,v Sri Lanka,Rajkot,15 Feb 1994,
ODI,V Sehwag,108,160,119,9,2,90.75,2,,v New Zealand,Napier,29 Dec 2002,
ODI,V Sehwag,108,156,95,9,3,113.68,1,,v Pakistan,Kochi,2 Apr 2005,
ODI,V Kohli,108,148,120,7,0,90.0,1,,v Sri Lanka,Mirpur,13 Mar 2012,
ODI,KL Rahul,108,156,114,7,2,94.73,1,,v England,Pune,26 Mar 2021,
ODI,SV Samson,108,167,114,6,3,94.73,1,,v South Africa,Paarl,21 Dec 2023,
ODI,SC Ganguly,107*,180,129,11,1,82.94,2,,v Zimbabwe,Bulawayo,27 Sep 1998,
ODI,SC Ganguly,107*,196,120,11,2,89.16,2,,v Kenya,Cape Town,7 Mar 2003,
ODI,Yuvraj Singh,107*,155,93,14,0,115.05,2,,v Pakistan,Karachi,19 Feb 2006,
ODI,G Gambhir,107*,144,101,13,1,105.94,2,,v Bangladesh,Mirpur,12 Jun 2008,
ODI,R Dravid,107,199,116,10,0,92.24,2,,v Pakistan,Chennai,21 May 1997,
ODI,VVS Laxman,107,158,104,11,0,102.88,1,,v Pakistan,Lahore,24 Mar 2004,
ODI,MS Dhoni,107,135,111,8,2,96.39,1,,v Sri Lanka,Nagpur,18 Dec 2009,
ODI,V Kohli,107,-,114,11,1,93.85,2,,v Sri Lanka,Eden Gardens,24 Dec 2009,
ODI,V Kohli,107,102,93,9,1,115.05,1,,v England,Cardiff,16 Sep 2011,
ODI,V Kohli,107,168,126,8,0,84.92,1,,v Pakistan,Adelaide,15 Feb 2015,
ODI,V Kohli,107,-,119,10,1,89.91,2,,v West Indies,Pune,27 Oct 2018,
ODI,VVS Laxman,106*,219,130,5,0,81.53,1,,v Australia,Sydney,22 Jan 2004,
ODI,M Prabhakar,106,-,121,13,0,87.6,1,,v Pakistan,Jamshedpur,26 Mar 1987,
ODI,VG Kambli,106,137,110,11,0,96.36,1,,v Zimbabwe,Kanpur,6 Mar 1996,
ODI,SK Raina,106,152,115,10,1,92.17,1,,v Sri Lanka,Mirpur,13 Jan 2010,
ODI,V Kohli,106,158,113,9,0,93.8,1,,v Sri Lanka,Hambantota,21 Jul 2012,
ODI,AM Rahane,106,121,100,10,4,106.0,2,,v England,Birmingham,2 Sep 2014,
ODI,V Kohli,106,131,92,11,1,115.21,2,,v Australia,Canberra,20 Jan 2016,
ODI,A Jadeja,105*,160,109,12,0,96.33,1,,v Australia,Kochi,1 Apr 1998,
ODI,SC Ganguly,105*,202,139,10,4,75.53,2,,v South Africa,Jamshedpur,12 Mar 2000,
ODI,SR Tendulkar,105*,167,108,8,1,97.22,1,,v England,Chester-le-Street,4 Jul 2002,
ODI,KM Jadhav,105*,110,87,12,1,120.68,1,,v Zimbabwe,Harare,14 Jul 2015,
ODI,DB Vengsarkar,105,-,124,10,1,84.67,1,,v England,Pune,5 Dec 1984,
ODI,SV Manjrekar,105,-,82,8,2,128.04,1,,v South Africa,New Delhi,14 Nov 1991,
ODI,SR Tendulkar,105,180,134,10,0,78.35,1,,v West Indies,Jaipur,11 Nov 1994,
ODI,SC Ganguly,105,200,140,8,1,75.0,1,,v New Zealand,Sharjah,17 Apr 1998,
ODI,R Dravid,105,184,102,10,2,102.94,2,,v West Indies,Kingston,18 May 2006,
ODI,V Kohli,105,162,104,10,0,100.96,1,,v New Zealand,Guwahati,28 Nov 2010,
ODI,YK Pathan,105,104,70,8,8,150.0,2,,v South Africa,Centurion,23 Jan 2011,
ODI,SS Iyer,105,118,90,11,3,116.66,1,,v Australia,Indore,24 Sep 2023,
ODI,SS Iyer,105,114,70,4,8,150.0,1,,v New Zealand,Wankhede,15 Nov 2023,
ODI,RD Gaikwad,105,102,83,12,2,126.5,1,,v South Africa,Raipur,3 Dec 2025,
ODI,NS Sidhu,104*,-,109,10,3,95.41,2,,v Bangladesh,Chandigarh,25 Dec 1990,
ODI,R Dravid,104*,158,109,10,0,95.41,1,,v Kenya,Bristol,23 May 1999,
ODI,MK Tiwary,104*,144,126,10,1,82.53,1,,v West Indies,Chennai,11 Dec 2011,
ODI,MK Pandey,104*,129,81,8,1,128.39,2,,v Australia,Sydney,23 Jan 2016,
ODI,A Jadeja,104,182,126,4,3,82.53,2,,v West Indies,Cuttack,9 Nov 1994,
ODI,SR Tendulkar,104,121,97,8,1,107.21,2,,v Zimbabwe,Benoni,9 Feb 1997,
ODI,R Dravid,104,120,93,8,0,111.82,1,,v U.A.E.,Dambulla,16 Jul 2004,
ODI,R Dravid,104,199,139,6,0,74.82,1,,v Pakistan,Kochi,2 Apr 2005,
ODI,RG Sharma,104,-,88,11,3,118.18,1,,v Sri Lanka,Colombo (RPS),31 Aug 2017,
ODI,V Kohli,104,150,112,5,2,92.85,2,,v Australia,Adelaide,15 Jan 2019,
ODI,RG Sharma,104,121,92,7,5,113.04,1,,v Bangladesh,Birmingham,2 Jul 2019,
ODI,Shubman Gill,104,155,97,6,4,107.21,1,,v Australia,Indore,24 Sep 2023,
ODI,SM Gavaskar,103*,149,88,10,3,117.04,2,,v New Zealand,Nagpur,31 Oct 1987,
ODI,A Jadeja,103*,148,102,6,3,100.98,1,,v Sri Lanka,Pune,30 Mar 1999,
ODI,R Dravid,103*,-,124,8,2,83.06,1,,v West Indies,Singapore,8 Sep 1999,
ODI,VVS Laxman,103*,185,113,8,0,91.15,1,,v Australia,Brisbane,18 Jan 2004,
ODI,R Dravid,103*,157,120,8,1,85.83,1,,v Sri Lanka,Ahmedabad,6 Nov 2005,
ODI,V Kohli,103*,113,97,6,4,106.18,2,,v Bangladesh,Pune,19 Oct 2023,
ODI,G Gambhir,103,160,97,13,1,106.18,1,,v Sri Lanka,Ahmedabad,6 Nov 2005,
ODI,Yuvraj Singh,103,192,122,10,3,84.42,1,,v South Africa,Hyderabad,16 Nov 2005,
