Format,Player,Overs,Mdns,Runs,Wkts,Econ,Inns,Unnamed: 7,Opposition,Ground,Start Date,Unnamed: 11
T20,Mohammed Shami,4.0,0,48,1,12.0,1,,v West Indies,Lauderhill,27 Aug 2016,
T20,UT Yadav,4.0,0,48,1,12.0,1,,v England,Bristol,8 Jul 2018,
T20,KK Ahmed,4.0,0,48,1,12.0,1,,v New Zealand,Wellington,6 Feb 2019,
T20,DL Chahar,4.0,0,48,1,12.0,1,,v South Africa,Indore,4 Oct 2022,
T20,YS Chahal,4.0,0,49,1,12.25,2,,v South Africa,Cuttack,12 Jun 2022,
T20,AR Patel,4.0,0,49,1,12.25,2,,v South Africa,Bridgetown,29 Jun 2024,
T20,Ravi Bishnoi,4.0,0,49,1,12.25,1,,v New Zealand,Visakhapatnam,28 Jan 2026,
T20,Mohammed Siraj,4.0,0,50,1,12.5,2,,v Bangladesh,Colombo (RPS),14 Mar 2018,
T20,M Prasidh Krishna,4.0,0,50,1,12.5,1,,v Australia,Visakhapatnam,23 Nov 2023,
T20,HH Pandya,4.0,0,50,1,12.5,2,,v South Africa,Centurion,13 Nov 2024,
T20,YS Chahal,4.0,0,51,1,12.75,1,,v Australia,Sydney,6 Dec 2020,
T20,Arshdeep Singh,4.0,0,51,1,12.75,1,,v New Zealand,Ranchi,27 Jan 2023,
T20,Arshdeep Singh,4.0,0,51,1,12.75,2,,v England,Wankhede,5 Mar 2026,
T20,A Nehra,4.0,0,52,1,13.0,1,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,HV Patel,4.0,0,52,1,13.0,1,,v Sri Lanka,Dharamsala,26 Feb 2022,
T20,Mohammed Siraj,4.0,0,53,1,13.25,1,,v New Zealand,Rajkot,4 Nov 2017,
T20,Avesh Khan,4.0,0,53,1,13.25,2,,v Hong Kong,Dubai (DICS),31 Aug 2022,
T20,AR Patel,4.0,0,53,1,13.25,2,,v South Africa,Guwahati,2 Oct 2022,
T20,YK Pathan,4.0,0,54,1,13.5,1,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,HV Patel,4.0,0,54,1,13.5,2,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,Ravi Bishnoi,4.0,0,54,1,13.5,1,,v Australia,Visakhapatnam,23 Nov 2023,
T20,Harshit Rana,4.0,0,54,1,13.5,2,,v Sri Lanka,Dubai (DICS),26 Sep 2025,
T20,Avesh Khan,4.0,0,55,1,13.75,2,,v Afghanistan,Bengaluru,17 Jan 2024,
T20,DL Chahar,4.0,0,56,1,14.0,1,,v West Indies,Hyderabad,6 Dec 2019,
T20,Umran Malik,4.0,0,56,1,14.0,1,,v England,Nottingham,10 Jul 2022,
T20,CV Varun,4.0,0,64,1,16.0,2,,v England,Wankhede,5 Mar 2026,
T20,DJ Hooda,1.0,0,1,0,1.0,1,,v West Indies,Basseterre,2 Aug 2022,
T20,RG Sharma,0.2,0,2,0,6.0,1,,v Australia,Sydney,1 Feb 2012,
T20,Yuvraj Singh,0.4,0,2,0,3.0,2,,v England,Colombo (RPS),23 Sep 2012,
T20,SS Iyer,0.2,0,2,0,6.0,2,,v South Africa,Cuttack,12 Jun 2022,
T20,AR Patel,1.0,0,2,0,2.0,2,,v South Africa,Gqeberha,10 Nov 2024,
T20,P Kumar,1.0,0,3,0,3.0,2,,v South Africa,Gros Islet,2 May 2010,
T20,B Kumar,3.0,0,3,0,1.0,1,,v West Indies,Mirpur,23 Mar 2014,
T20,Yuvraj Singh,1.0,0,3,0,3.0,1,,v Sri Lanka,Mirpur,1 Mar 2016,
T20,DJ Hooda,1.0,0,3,0,3.0,1,,v New Zealand,Napier,22 Nov 2022,
T20,Abhishek Sharma,0.3,0,3,0,6.0,2,,v New Zealand,Nagpur,21 Jan 2026,
T20,Yuvraj Singh,1.0,0,4,0,4.0,1,,v Ireland,Nottingham,10 Jun 2009,
T20,Yuvraj Singh,1.0,0,4,0,4.0,1,,v Afghanistan,Gros Islet,1 May 2010,
T20,VR Iyer,1.0,0,4,0,4.0,1,,v West Indies,Eden Gardens,16 Feb 2022,
T20,DJ Hooda,1.0,0,4,0,4.0,2,,v West Indies,Lauderhill,6 Aug 2022,
T20,NT Tilak Varma,1.0,0,4,0,4.0,2,,v South Africa,Johannesburg,14 Dec 2023,
T20,Abhishek Sharma,1.0,0,4,0,4.0,1,,v England,Rajkot,28 Jan 2025,
T20,AR Patel,1.0,0,4,0,4.0,2,,v Oman,Abu Dhabi,19 Sep 2025,
T20,YK Pathan,1.0,0,5,0,5.0,2,,v Pakistan,Johannesburg,24 Sep 2007,
T20,HH Pandya,1.0,0,5,0,5.0,2,,v Sri Lanka,Ranchi,12 Feb 2016,
T20,Washington Sundar,1.0,0,5,0,5.0,2,,v West Indies,Wankhede,11 Dec 2019,
T20,R Parag,1.0,0,5,0,5.0,2,,v Zimbabwe,Harare,7 Jul 2024,
T20,Abhishek Sharma,1.0,0,5,0,5.0,1,,v Pakistan,Dubai (DICS),14 Sep 2025,
T20,I Sharma,1.0,0,6,0,6.0,1,,v South Africa,Nottingham,16 Jun 2009,
T20,Yuvraj Singh,1.0,0,6,0,6.0,2,,v Sri Lanka,Gros Islet,11 May 2010,
T20,SK Raina,1.0,0,6,0,6.0,1,,v Sri Lanka,Colombo (RPS),12 Mar 2018,
T20,RA Jadeja,1.0,0,6,0,6.0,2,,v West Indies,Lauderhill,4 Aug 2019,
T20,V Kohli,1.0,0,6,0,6.0,2,,v Hong Kong,Dubai (DICS),31 Aug 2022,
T20,AR Patel,1.0,0,6,0,6.0,2,,v Bangladesh,Adelaide,2 Nov 2022,
T20,Shivam Mavi,1.0,0,6,0,6.0,2,,v Sri Lanka,Rajkot,7 Jan 2023,
T20,S Dube,1.0,0,6,0,6.0,1,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,Harbhajan Singh,2.0,0,7,0,3.5,2,,v Australia,Melbourne,1 Feb 2008,
T20,V Kohli,1.0,0,7,0,7.0,1,,v Australia,Melbourne,3 Feb 2012,
T20,MM Sharma,1.0,0,7,0,7.0,2,,v South Africa,Cuttack,5 Oct 2015,
T20,KH Pandya,1.0,0,7,0,7.0,1,,v South Africa,Mohali,18 Sep 2019,
T20,RA Jadeja,1.0,0,7,0,7.0,1,,v Ireland,New York,5 Jun 2024,
T20,I Sharma,1.2,0,8,0,6.0,2,,v Australia,Melbourne,1 Feb 2008,
T20,SK Raina,2.0,0,8,0,4.0,1,,v West Indies,Mirpur,23 Mar 2014,
T20,RA Jadeja,2.0,0,8,0,4.0,1,,v South Africa,Mirpur,4 Apr 2014,
T20,STR Binny,2.0,0,8,0,4.0,2,,v Zimbabwe,Harare,17 Jul 2015,
T20,YS Chahal,2.0,0,8,0,4.0,2,,v New Zealand,Thiruvananthapuram,7 Nov 2017,
T20,RA Jadeja,2.0,0,8,0,4.0,2,,v South Africa,Bengaluru,22 Sep 2019,
T20,B Kumar,2.0,0,8,0,4.0,2,,v South Africa,Rajkot,17 Jun 2022,
T20,R Ashwin,4.0,1,8,0,2.0,1,,v South Africa,Thiruvananthapuram,28 Sep 2022,
T20,AR Patel,1.0,0,8,0,8.0,2,,v West Indies,Lauderhill,13 Aug 2023,
T20,Abhishek Sharma,1.0,0,8,0,8.0,2,,v Bangladesh,Hyderabad,12 Oct 2024,
T20,AR Patel,1.0,0,8,0,8.0,2,,v South Africa,Durban,8 Nov 2024,
T20,NT Tilak Varma,1.0,0,8,0,8.0,2,,v Oman,Abu Dhabi,19 Sep 2025,
T20,AR Patel,1.0,0,8,0,8.0,1,,v Pakistan,Dubai (DICS),21 Sep 2025,
T20,YK Pathan,1.0,0,9,0,9.0,1,,v South Africa,Johannesburg,30 Mar 2012,
T20,RG Sharma,1.0,0,9,0,9.0,2,,v Sri Lanka,Pallekele,7 Aug 2012,
T20,M Vijay,2.0,0,9,0,4.5,1,,v Zimbabwe,Harare,19 Jul 2015,
T20,SK Raina,1.0,0,9,0,9.0,1,,v Sri Lanka,Mirpur,1 Mar 2016,
T20,S Dube,0.3,0,9,0,18.0,2,,v Bangladesh,Delhi,3 Nov 2019,
T20,B Kumar,2.0,0,9,0,4.5,2,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,HH Pandya,1.0,0,9,0,9.0,2,,v Netherlands,Sydney,27 Oct 2022,
T20,S Dube,1.0,0,9,0,9.0,1,,v Bangladesh,Hangzhou,6 Oct 2023,
T20,NT Tilak Varma,1.0,0,9,0,9.0,1,,v Pakistan,Dubai (DICS),28 Sep 2025,
T20,RK Singh,1.0,0,9,0,9.0,2,,v Pakistan,Colombo (RPS),15 Feb 2026,
T20,SK Raina,1.0,0,10,0,10.0,1,,v Sri Lanka,Mohali,12 Dec 2009,
T20,YK Pathan,2.0,0,10,0,5.0,1,,v Zimbabwe,Harare,12 Jun 2010,
T20,SK Raina,1.0,0,10,0,10.0,1,,v Australia,Melbourne,3 Feb 2012,
T20,RG Sharma,1.0,0,10,0,10.0,2,,v Afghanistan,Colombo (RPS),19 Sep 2012,
T20,L Balaji,1.0,0,10,0,10.0,2,,v England,Colombo (RPS),23 Sep 2012,
T20,V Kohli,1.0,0,10,0,10.0,2,,v Australia,Colombo (RPS),28 Sep 2012,
T20,V Kohli,1.0,0,10,0,10.0,1,,v England,Pune,20 Dec 2012,
T20,Yuvraj Singh,1.0,0,10,0,10.0,2,,v Australia,Adelaide,26 Jan 2016,
T20,HH Pandya,1.0,0,10,0,10.0,1,,v New Zealand,Nagpur,15 Mar 2016,
T20,JJ Bumrah,2.0,0,10,0,5.0,2,,v Sri Lanka,Cuttack,20 Dec 2017,
T20,HV Patel,2.0,0,10,0,5.0,2,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,HH Pandya,1.0,0,10,0,10.0,1,,v Australia,Nagpur,23 Sep 2022,
T20,Mukesh Kumar,1.0,0,10,0,10.0,2,,v West Indies,Lauderhill,13 Aug 2023,
T20,RA Jadeja,2.0,0,10,0,5.0,2,,v Pakistan,New York,9 Jun 2024,
T20,HH Pandya,1.0,0,10,0,10.0,1,,v U.A.E.,Dubai (DICS),10 Sep 2025,
T20,S Dube,1.0,0,10,0,10.0,2,,v Bangladesh,Dubai (DICS),24 Sep 2025,
T20,Abhishek Sharma,1.0,0,10,0,10.0,2,,v Netherlands,Ahmedabad,18 Feb 2026,
T20,SK Raina,2.0,0,11,0,5.5,1,,v Bangladesh,Mirpur,28 Mar 2014,
T20,RA Jadeja,1.0,0,11,0,11.0,2,,v Sri Lanka,Mirpur,6 Apr 2014,
T20,RA Jadeja,2.0,0,11,0,5.5,1,,v West Indies,Lauderhill,28 Aug 2016,
T20,HH Pandya,1.0,0,11,0,11.0,2,,v New Zealand,Thiruvananthapuram,7 Nov 2017,
T20,Mohammed Shami,1.0,0,11,0,11.0,2,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,RA Jadeja,2.0,0,11,0,5.5,1,,v Pakistan,Dubai (DICS),28 Aug 2022,
T20,Shivam Mavi,1.0,0,11,0,11.0,1,,v New Zealand,Lucknow,29 Jan 2023,
T20,YBK Jaiswal,1.0,0,11,0,11.0,2,,v West Indies,Lauderhill,13 Aug 2023,
T20,Washington Sundar,1.0,0,11,0,11.0,2,,v Nepal,Hangzhou,3 Oct 2023,
T20,S Dube,1.0,0,11,0,11.0,1,,v U.S.A.,New York,12 Jun 2024,
T20,Mohammed Siraj,3.0,0,11,0,3.66,2,,v Sri Lanka,Pallekele,30 Jul 2024,
T20,HH Pandya,1.0,0,11,0,11.0,2,,v England,Pune,31 Jan 2025,
T20,YK Pathan,1.0,0,12,0,12.0,1,,v Afghanistan,Gros Islet,1 May 2010,
T20,RG Sharma,1.0,0,12,0,12.0,2,,v Australia,Colombo (RPS),28 Sep 2012,
T20,SK Raina,2.0,0,12,0,6.0,2,,v Pakistan,Ahmedabad,28 Dec 2012,
T20,SK Raina,3.1,0,12,0,3.78,2,,v South Africa,Cuttack,5 Oct 2015,
T20,R Ashwin,3.0,0,12,0,4.0,1,,v Pakistan,Eden Gardens,19 Mar 2016,
T20,HH Pandya,2.0,0,12,0,6.0,2,,v England,Kanpur,26 Jan 2017,
T20,S Dube,2.0,0,12,0,6.0,1,,v Bangladesh,Rajkot,7 Nov 2019,
T20,B Kumar,2.0,0,12,0,6.0,2,,v New Zealand,Eden Gardens,21 Nov 2021,
T20,HH Pandya,1.0,0,12,0,12.0,2,,v South Africa,Rajkot,17 Jun 2022,
T20,AR Patel,1.0,0,12,0,12.0,1,,v Ireland,Dublin (Malahide),26 Jun 2022,
T20,AR Patel,2.0,0,12,0,6.0,2,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,HH Pandya,2.0,0,12,0,6.0,2,,v West Indies,Tarouba,29 Jul 2022,
T20,B Kumar,2.0,0,12,0,6.0,2,,v West Indies,Basseterre,1 Aug 2022,
T20,YS Chahal,1.0,0,12,0,12.0,1,,v Australia,Nagpur,23 Sep 2022,
T20,HH Pandya,3.0,0,12,0,4.0,2,,v Sri Lanka,Wankhede,3 Jan 2023,
T20,Kuldeep Yadav,1.0,0,12,0,12.0,2,,v New Zealand,Ahmedabad,1 Feb 2023,
T20,RA Jadeja,1.0,0,12,0,12.0,2,,v South Africa,Bridgetown,29 Jun 2024,
T20,Abhishek Sharma,1.0,0,12,0,12.0,2,,v Oman,Abu Dhabi,19 Sep 2025,
T20,Abhishek Sharma,1.0,0,12,0,12.0,1,,v New Zealand,Raipur,23 Jan 2026,
T20,P Kumar,1.0,0,13,0,13.0,2,,v England,Eden Gardens,29 Oct 2011,
T20,V Kohli,3.0,0,13,0,4.33,2,,v Sri Lanka,Pallekele,7 Aug 2012,
T20,RG Sharma,1.0,0,13,0,13.0,2,,v South Africa,Colombo (RPS),2 Oct 2012,
T20,Yuvraj Singh,1.0,0,13,0,13.0,1,,v Pakistan,Mirpur,21 Mar 2014,
T20,B Kumar,2.0,0,13,0,6.5,2,,v South Africa,Cuttack,5 Oct 2015,
T20,HH Pandya,2.0,0,13,0,6.5,1,,v Sri Lanka,Visakhapatnam,14 Feb 2016,
T20,HH Pandya,2.0,0,13,0,6.5,2,,v Australia,Guwahati,10 Oct 2017,
T20,S Dube,1.0,0,13,0,13.0,1,,v West Indies,Hyderabad,6 Dec 2019,
T20,HH Pandya,2.0,0,13,0,6.5,2,,v England,Ahmedabad,12 Mar 2021,
T20,Washington Sundar,1.0,0,13,0,13.0,2,,v England,Ahmedabad,20 Mar 2021,
T20,AR Patel,1.0,0,13,0,13.0,1,,v South Africa,Indore,4 Oct 2022,
T20,HH Pandya,2.0,0,13,0,6.5,1,,v Sri Lanka,Pune,5 Jan 2023,
T20,Mohammed Siraj,3.0,1,13,0,4.33,2,,v South Africa,Johannesburg,14 Dec 2023,
T20,HH Pandya,2.0,0,13,0,6.5,2,,v Afghanistan,Bridgetown,20 Jun 2024,
T20,Abhishek Sharma,1.0,0,13,0,13.0,1,,v Australia,Hobart,2 Nov 2025,
T20,Abhishek Sharma,1.0,0,13,0,13.0,2,,v South Africa,Ahmedabad,19 Dec 2025,
T20,Abhishek Sharma,1.0,0,13,0,13.0,2,,v New Zealand,Thiruvananthapuram,31 Jan 2026,
T20,RG Sharma,1.0,0,14,0,14.0,1,,v South Africa,Johannesburg,30 Mar 2012,
T20,Yuvraj Singh,2.0,0,14,0,7.0,1,,v New Zealand,Chennai,11 Sep 2012,
T20,PP Chawla,1.0,0,14,0,14.0,2,,v Australia,Colombo (RPS),28 Sep 2012,
T20,HH Pandya,1.0,0,14,0,14.0,1,,v New Zealand,Rajkot,4 Nov 2017,
T20,SK Raina,2.0,0,14,0,7.0,2,,v Sri Lanka,Colombo (RPS),6 Mar 2018,
T20,S Dube,1.0,0,14,0,14.0,2,,v New Zealand,Hamilton,29 Jan 2020,
T20,S Dube,2.0,0,14,0,7.0,2,,v New Zealand,Wellington,31 Jan 2020,
T20,Umran Malik,1.0,0,14,0,14.0,1,,v Ireland,Dublin (Malahide),26 Jun 2022,
T20,DJ Hooda,2.0,0,14,0,7.0,1,,v New Zealand,Ranchi,27 Jan 2023,
T20,HH Pandya,1.0,0,14,0,14.0,1,,v West Indies,Lauderhill,12 Aug 2023,
T20,HH Pandya,1.0,0,14,0,14.0,2,,v England,Providence,27 Jun 2024,
T20,HH Pandya,2.0,0,14,0,7.0,2,,v Bangladesh,Dubai (DICS),24 Sep 2025,
T20,RG Sharma,2.0,0,15,0,7.5,1,,v South Africa,Nottingham,16 Jun 2009,
T20,Harbhajan Singh,4.0,1,15,0,3.75,1,,v Australia,Bridgetown,7 May 2010,
T20,V Kohli,1.0,0,15,0,15.0,1,,v South Africa,Johannesburg,30 Mar 2012,
T20,Yuvraj Singh,1.0,0,15,0,15.0,1,,v Sri Lanka,Visakhapatnam,14 Feb 2016,
T20,V Shankar,2.0,0,15,0,7.5,2,,v Sri Lanka,Colombo (RPS),6 Mar 2018,
T20,B Kumar,3.0,0,15,0,5.0,1,,v Australia,Brisbane,21 Nov 2018,
T20,DL Chahar,3.0,0,15,0,5.0,2,,v South Africa,Bengaluru,22 Sep 2019,
T20,B Kumar,2.0,0,15,0,7.5,2,,v England,Ahmedabad,12 Mar 2021,
T20,CV Varun,3.3,0,15,0,4.28,2,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,CV Varun,3.0,0,15,0,5.0,1,,v Scotland,Dubai (DICS),5 Nov 2021,
T20,Arshdeep Singh,2.0,0,15,0,7.5,2,,v England,Adelaide,10 Nov 2022,
T20,Washington Sundar,1.0,0,15,0,15.0,1,,v England,Rajkot,28 Jan 2025,
T20,HH Pandya,2.0,0,15,0,7.5,2,,v New Zealand,Thiruvananthapuram,31 Jan 2026,
T20,IK Pathan,2.0,0,16,0,8.0,1,,v New Zealand,Johannesburg,16 Sep 2007,
T20,IK Pathan,4.0,0,16,0,4.0,2,,v South Africa,Durban,20 Sep 2007,
T20,Harbhajan Singh,4.0,0,16,0,4.0,1,,v West Indies,Bridgetown,9 May 2010,
T20,RG Sharma,1.0,0,16,0,16.0,2,,v England,Manchester,31 Aug 2011,
T20,SK Raina,1.0,0,16,0,16.0,2,,v Australia,Mirpur,30 Mar 2014,
T20,AR Patel,1.0,0,16,0,16.0,2,,v South Africa,Cape Town,24 Feb 2018,
T20,B Kumar,4.0,0,16,0,4.0,2,,v Ireland,Dublin (Malahide),27 Jun 2018,
T20,Washington Sundar,4.0,0,16,0,4.0,2,,v Australia,Canberra,4 Dec 2020,
T20,SN Thakur,2.0,0,16,0,8.0,2,,v England,Ahmedabad,12 Mar 2021,
T20,Kuldeep Yadav,2.0,0,16,0,8.0,2,,v Sri Lanka,Colombo (RPS),29 Jul 2021,
T20,Umran Malik,1.0,0,16,0,16.0,1,,v New Zealand,Ranchi,27 Jan 2023,
T20,RA Jadeja,3.0,0,16,0,5.33,2,,v England,Providence,27 Jun 2024,
T20,Yuvraj Singh,1.0,0,17,0,17.0,2,,v New Zealand,Christchurch,25 Feb 2009,
T20,SK Raina,2.0,0,17,0,8.5,2,,v England,Kanpur,26 Jan 2017,
T20,HH Pandya,2.0,0,17,0,8.5,2,,v England,Bengaluru,1 Feb 2017,
T20,KH Pandya,2.0,0,17,0,8.5,1,,v Bangladesh,Rajkot,7 Nov 2019,
T20,SN Thakur,1.3,0,17,0,11.33,2,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,HH Pandya,2.0,0,17,0,8.5,2,,v New Zealand,Dubai (DICS),31 Oct 2021,
T20,Avesh Khan,3.0,0,17,0,5.66,2,,v South Africa,Cuttack,12 Jun 2022,
T20,RA Jadeja,1.0,0,17,0,17.0,2,,v Australia,Gros Islet,24 Jun 2024,
T20,Arshdeep Singh,2.0,0,17,0,8.5,2,,v England,Providence,27 Jun 2024,
T20,Abhishek Sharma,2.0,0,17,0,8.5,1,,v Zimbabwe,Harare,6 Jul 2024,
T20,K Nitish Kumar Reddy,2.0,0,17,0,8.5,1,,v Bangladesh,Gwalior,6 Oct 2024,
T20,Washington Sundar,2.0,0,17,0,8.5,1,,v South Africa,Ahmedabad,22 Feb 2026,
T20,IK Pathan,3.0,0,18,0,6.0,2,,v Australia,Melbourne,1 Feb 2008,
T20,I Sharma,3.0,0,18,0,6.0,1,,v Ireland,Nottingham,10 Jun 2009,
T20,Z Khan,3.0,0,18,0,6.0,2,,v Australia,Colombo (RPS),28 Sep 2012,
T20,B Kumar,3.0,0,18,0,6.0,2,,v Sri Lanka,Mirpur,6 Apr 2014,
T20,RA Jadeja,3.0,0,18,0,6.0,2,,v Sri Lanka,Pune,9 Feb 2016,
T20,HH Pandya,3.0,0,18,0,6.0,2,,v Sri Lanka,Pune,9 Feb 2016,
T20,S Dube,2.0,0,18,0,9.0,2,,v West Indies,Thiruvananthapuram,8 Dec 2019,
T20,HH Pandya,1.0,0,18,0,18.0,2,,v South Africa,Delhi,9 Jun 2022,
T20,HH Pandya,2.0,0,18,0,9.0,2,,v Ireland,Dublin (Malahide),28 Jun 2022,
T20,Arshdeep Singh,2.0,0,18,0,9.0,2,,v West Indies,Lauderhill,7 Aug 2022,
T20,YS Chahal,4.0,0,18,0,4.5,2,,v Hong Kong,Dubai (DICS),31 Aug 2022,
T20,KD Karthik,1.0,0,18,0,18.0,2,,v Afghanistan,Dubai (DICS),8 Sep 2022,
T20,HH Pandya,3.0,0,18,0,6.0,1,,v West Indies,Providence,8 Aug 2023,
T20,Kuldeep Yadav,4.0,0,18,0,4.5,2,,v West Indies,Lauderhill,13 Aug 2023,
T20,S Dube,2.0,0,18,0,9.0,2,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,S Dube,2.0,0,18,0,9.0,1,,v South Africa,New Chandigarh,11 Dec 2025,
T20,I Sharma,2.0,0,19,0,9.5,2,,v New Zealand,Wellington,27 Feb 2009,
T20,R Vinay Kumar,2.0,0,19,0,9.5,2,,v England,Eden Gardens,29 Oct 2011,
T20,IK Pathan,1.0,0,19,0,19.0,2,,v Australia,Colombo (RPS),28 Sep 2012,
T20,JJ Bumrah,4.0,1,19,0,4.75,2,,v Sri Lanka,Pune,9 Feb 2016,
T20,Yuvraj Singh,3.0,0,19,0,6.33,2,,v Sri Lanka,Ranchi,12 Feb 2016,
T20,RA Jadeja,2.0,0,19,0,9.5,1,,v Sri Lanka,Mirpur,1 Mar 2016,
T20,B Kumar,3.0,0,19,0,6.33,2,,v South Africa,Centurion,21 Feb 2018,
T20,B Kumar,3.0,0,19,0,6.33,1,,v West Indies,Providence,6 Aug 2019,
T20,Washington Sundar,3.0,0,19,0,6.33,1,,v South Africa,Mohali,18 Sep 2019,
T20,JJ Bumrah,3.0,0,19,0,6.33,2,,v Sri Lanka,Lucknow,24 Feb 2022,
T20,AR Patel,1.0,0,19,0,19.0,2,,v South Africa,Cuttack,12 Jun 2022,
T20,HH Pandya,2.0,0,19,0,9.5,2,,v West Indies,Lauderhill,7 Aug 2022,
T20,R Ashwin,2.0,0,19,0,9.5,2,,v Bangladesh,Adelaide,2 Nov 2022,
T20,Washington Sundar,3.0,0,19,0,6.33,1,,v Ireland,Dublin (Malahide),18 Aug 2023,
T20,Washington Sundar,2.0,0,19,0,9.5,2,,v Ireland,Dublin (Malahide),20 Aug 2023,
T20,Mohammed Siraj,4.0,0,19,0,4.75,2,,v Pakistan,New York,9 Jun 2024,
T20,V Sehwag,1.0,0,20,0,20.0,2,,v Australia,Durban,22 Sep 2007,
T20,IK Pathan,2.0,0,20,0,10.0,2,,v Bangladesh,Nottingham,6 Jun 2009,
T20,Yuvraj Singh,2.0,0,20,0,10.0,1,,v England,Lord's,14 Jun 2009,
T20,R Ashwin,4.0,0,20,0,5.0,2,,v England,Eden Gardens,29 Oct 2011,
T20,Harbhajan Singh,2.0,0,20,0,10.0,2,,v Australia,Colombo (RPS),28 Sep 2012,
T20,Harbhajan Singh,4.0,0,20,0,5.0,2,,v South Africa,Cuttack,5 Oct 2015,
T20,RA Jadeja,3.0,0,20,0,6.66,1,,v Australia,Mohali,27 Mar 2016,
T20,R Ashwin,2.0,0,20,0,10.0,2,,v West Indies,Wankhede,31 Mar 2016,
T20,Avesh Khan,2.0,0,20,0,10.0,2,,v West Indies,Lauderhill,7 Aug 2022,
T20,RA Jadeja,4.0,0,21,0,5.25,2,,v New Zealand,Wellington,27 Feb 2009,
T20,S Tyagi,2.0,0,21,0,10.5,1,,v Sri Lanka,Mohali,12 Dec 2009,
T20,V Kohli,2.0,0,21,0,10.5,2,,v Pakistan,Bengaluru,25 Dec 2012,
T20,R Ashwin,3.0,0,21,0,7.0,1,,v Pakistan,Mirpur,27 Feb 2016,
T20,JJ Bumrah,3.0,0,21,0,7.0,2,,v Sri Lanka,Indore,22 Dec 2017,
T20,B Kumar,3.0,0,21,0,7.0,2,,v West Indies,Lauderhill,6 Aug 2022,
T20,AR Patel,1.0,0,21,0,21.0,1,,v Pakistan,Melbourne,23 Oct 2022,
T20,B Kumar,3.4,0,21,0,5.72,2,,v South Africa,Perth,30 Oct 2022,
T20,Mukesh Kumar,2.0,0,21,0,10.5,1,,v Afghanistan,Indore,14 Jan 2024,
T20,HH Pandya,3.0,0,21,0,7.0,2,,v Zimbabwe,Chennai,26 Feb 2026,
T20,JJ Bumrah,3.0,0,21,0,7.0,2,,v Zimbabwe,Chennai,26 Feb 2026,
T20,IK Pathan,3.0,0,22,0,7.33,1,,v Ireland,Nottingham,10 Jun 2009,
T20,I Sharma,4.0,0,22,0,5.5,1,,v Sri Lanka,Nagpur,9 Dec 2009,
T20,YK Pathan,4.0,0,22,0,5.5,2,,v West Indies,Port of Spain,4 Jun 2011,
T20,P Kumar,2.0,0,22,0,11.0,1,,v South Africa,Johannesburg,30 Mar 2012,
T20,Z Khan,3.0,0,22,0,7.33,1,,v Pakistan,Colombo (RPS),30 Sep 2012,
T20,RA Jadeja,3.0,0,22,0,7.33,1,,v England,Pune,20 Dec 2012,
T20,B Kumar,4.0,0,22,0,5.5,2,,v Zimbabwe,Harare,17 Jul 2015,
T20,SK Raina,2.0,0,22,0,11.0,2,,v Sri Lanka,Ranchi,12 Feb 2016,
T20,SK Raina,1.0,0,22,0,22.0,2,,v England,Bengaluru,1 Feb 2017,
T20,KK Ahmed,3.0,0,22,0,7.33,2,,v West Indies,Lauderhill,4 Aug 2019,
T20,Mohammed Shami,4.0,0,22,0,5.5,1,,v New Zealand,Auckland,26 Jan 2020,
T20,HH Pandya,3.0,0,22,0,7.33,2,,v England,Ahmedabad,16 Mar 2021,
T20,JJ Bumrah,3.0,0,22,0,7.33,2,,v Pakistan,Dubai (DICS),24 Oct 2021,
T20,Kuldeep Yadav,4.0,0,22,0,5.5,1,,v Sri Lanka,Dharamsala,27 Feb 2022,
T20,RA Jadeja,2.0,0,22,0,11.0,2,,v England,Birmingham,9 Jul 2022,
T20,HH Pandya,2.0,0,22,0,11.0,2,,v Australia,Mohali,20 Sep 2022,
T20,AR Patel,2.0,0,22,0,11.0,1,,v West Indies,Tarouba,3 Aug 2023,
T20,Ravi Bishnoi,4.0,0,22,0,5.5,1,,v Zimbabwe,Harare,13 Jul 2024,
T20,HH Pandya,3.0,0,22,0,7.33,2,,v South Africa,Gqeberha,10 Nov 2024,
T20,Ravi Bishnoi,4.0,0,22,0,5.5,1,,v England,Eden Gardens,22 Jan 2025,
T20,Arshdeep Singh,3.0,0,22,0,7.33,2,,v Netherlands,Ahmedabad,18 Feb 2026,
T20,S Dube,1.0,0,22,0,22.0,2,,v England,Wankhede,5 Mar 2026,
T20,SK Raina,2.0,0,23,0,11.5,1,,v West Indies,Bridgetown,9 May 2010,
T20,RA Jadeja,2.0,0,23,0,11.5,1,,v Australia,Sydney,1 Feb 2012,
T20,R Ashwin,4.0,0,23,0,5.75,1,,v Australia,Melbourne,3 Feb 2012,
