Format,Player,Overs,BPO,Mdns,Runs,Wkts,Econ,Inns,Unnamed: 8,Opposition,Ground,Start Date,Unnamed: 12
ODI,NA David,8.0,6,0,21,3,2.62,1,,v West Indies,Port of Spain,27 Apr 1997,
ODI,SR Tendulkar,4.0,6,0,21,3,5.25,2,,v U.A.E.,Dambulla,16 Jul 2004,
ODI,IK Pathan,7.1,6,1,21,3,2.93,2,,v England,Delhi,28 Mar 2006,
ODI,A Nehra,5.0,6,1,21,3,4.2,1,,v West Indies,Gros Islet,3 Jul 2009,
ODI,MM Patel,7.0,6,1,21,3,3.0,2,,v New Zealand,Dambulla,25 Aug 2010,
ODI,R Vinay Kumar,7.0,6,0,21,3,3.0,1,,v Australia,Melbourne,5 Feb 2012,
ODI,C Sharma,8.0,6,1,22,3,2.75,1,,v Sri Lanka,Sharjah,8 Apr 1984,
ODI,BKV Prasad,9.0,6,3,22,3,2.44,2,,v Pakistan,Toronto,18 Sep 1996,
ODI,SC Ganguly,5.0,6,1,22,3,4.4,2,,v Zimbabwe,Harare,19 Feb 2003,
ODI,P Kumar,9.0,6,3,22,3,2.44,1,,v West Indies,Johannesburg,30 Sep 2009,
ODI,TAP Sekhar,3.0,6,0,23,3,7.66,1,,v England,Chandigarh,27 Jan 1985,
ODI,N Kapil Dev,9.0,6,1,23,3,2.55,1,,v Pakistan,Melbourne,10 Mar 1985,
ODI,Maninder Singh,9.0,6,0,23,3,2.55,1,,v New Zealand,Sharjah,10 Apr 1986,
ODI,N Kapil Dev,10.0,6,4,23,3,2.3,1,,v South Africa,Durban,17 Dec 1992,
ODI,J Srinath,7.0,6,0,23,3,3.28,1,,v Pakistan,Toronto,16 Sep 1996,
ODI,A Kuruvilla,10.0,6,2,23,3,2.3,1,,v West Indies,Port of Spain,27 Apr 1997,
ODI,IK Pathan,6.0,6,1,23,3,3.83,1,,v South Africa,Bengaluru,19 Nov 2005,
ODI,Z Khan,10.0,6,3,23,3,2.3,2,,v Sri Lanka,Colombo (RPS),24 Aug 2008,
ODI,KM Jadhav,9.0,6,1,23,3,2.55,1,,v Pakistan,Dubai (DICS),19 Sep 2018,
ODI,Maninder Singh,10.0,6,2,24,3,2.4,1,,v Sri Lanka,Kanpur,24 Dec 1986,
ODI,RJ Shastri,5.0,6,1,24,3,4.8,2,,v Sri Lanka,Vadodara,15 Jan 1987,
ODI,A Kumble,10.0,6,1,24,3,2.4,1,,v West Indies,Ahmedabad,16 Nov 1993,
ODI,T Kumaran,9.0,6,3,24,3,2.66,1,,v New Zealand,Delhi,17 Nov 1999,
ODI,AB Agarkar,9.0,6,1,24,3,2.66,1,,v West Indies,Jodhpur,21 Nov 2002,
ODI,RR Powar,8.0,6,1,24,3,3.0,1,,v England,Jaipur,15 Oct 2006,
ODI,A Nehra,8.3,6,0,24,3,2.82,1,,v New Zealand,Colombo (RPS),11 Sep 2009,
ODI,R Ashwin,8.0,6,1,24,3,3.0,1,,v New Zealand,Chennai,10 Dec 2010,
ODI,VR Aaron,6.1,6,1,24,3,3.89,1,,v England,Wankhede,23 Oct 2011,
ODI,AR Patel,7.3,6,2,24,3,3.2,1,,v Zimbabwe,Harare,18 Aug 2022,
ODI,C Sharma,11.0,6,2,25,3,2.27,1,,v England,The Oval,24 May 1986,
ODI,K Srikkanth,6.0,6,0,25,3,4.16,2,,v West Indies,Faridabad,19 Jan 1988,
ODI,V Sehwag,5.0,6,0,25,3,5.0,2,,v South Africa,Colombo (RPS),25 Sep 2002,
ODI,A Mishra,8.4,6,0,25,3,2.88,1,,v Zimbabwe,Bulawayo,1 Aug 2013,
ODI,YS Chahal,6.0,6,2,25,3,4.16,1,,v Zimbabwe,Harare,13 Jun 2016,
ODI,RJ Shastri,5.1,6,0,26,3,5.03,2,,v West Indies,Manchester,9 Jun 1983,
ODI,N Kapil Dev,10.0,6,4,26,3,2.6,2,,v New Zealand,W.A.C.A,18 Jan 1986,
ODI,C Sharma,8.0,6,0,26,3,3.25,2,,v New Zealand,W.A.C.A,18 Jan 1986,
ODI,N Kapil Dev,9.0,6,1,26,3,2.88,2,,v New Zealand,Launceston,2 Feb 1986,
ODI,RMH Binny,9.0,6,1,26,3,2.88,2,,v New Zealand,Launceston,2 Feb 1986,
ODI,K Srikkanth,4.4,6,1,26,3,5.57,2,,v West Indies,Port of Spain,9 Mar 1989,
ODI,N Kapil Dev,8.4,6,2,26,3,3.0,2,,v Sri Lanka,Ahmedabad,22 Oct 1989,
ODI,SLV Raju,10.0,6,1,26,3,2.6,2,,v Sri Lanka,Singapore,3 Apr 1996,
ODI,BKV Prasad,9.0,6,2,26,3,2.88,1,,v Bangladesh,Wankhede,25 May 1998,
ODI,N Chopra,10.0,6,0,26,3,2.6,1,,v South Africa,Nairobi (Gym),26 Sep 1999,
ODI,BKV Prasad,9.0,6,2,26,3,2.88,2,,v Kenya,Nairobi (Gym),29 Sep 1999,
ODI,AB Agarkar,8.4,6,1,26,3,3.0,2,,v Zimbabwe,Rajkot,14 Dec 2000,
ODI,AB Agarkar,9.5,6,1,26,3,2.64,1,,v Zimbabwe,Harare,24 Jun 2001,
ODI,AB Agarkar,8.5,6,1,26,3,2.94,2,,v New Zealand,Christchurch,1 Jan 2003,
ODI,A Nehra,7.2,6,1,26,3,3.54,2,,v England,Lord's,5 Sep 2004,
ODI,IK Pathan,7.5,6,2,26,3,3.31,1,,v Pakistan,Multan,16 Feb 2006,
ODI,Z Khan,7.0,6,1,26,3,3.71,2,,v England,Rajkot,14 Nov 2008,
ODI,Z Khan,6.0,6,0,26,3,4.33,2,,v West Indies,Chennai,20 Mar 2011,
ODI,RA Jadeja,9.0,6,1,26,3,2.88,1,,v England,Nagpur,6 Feb 2025,
ODI,S Madan Lal,10.4,6,0,27,3,2.53,1,,v Zimbabwe,Leicester,11 Jun 1983,
ODI,BS Sandhu,9.0,6,2,27,3,3.0,1,,v Pakistan,Hyderabad (Deccan),10 Sep 1983,
ODI,S Madan Lal,10.0,6,1,27,3,2.7,1,,v Pakistan,Jaipur,2 Oct 1983,
ODI,RMH Binny,7.3,6,0,27,3,3.6,1,,v Australia,Melbourne,3 Mar 1985,
ODI,NM Kulkarni,10.0,6,2,27,3,2.7,2,,v Pakistan,Hyderabad (Sind),28 Sep 1997,
ODI,BKV Prasad,10.0,6,2,27,3,2.7,2,,v Pakistan,Mohali,1 Apr 1999,
ODI,SC Ganguly,8.0,6,0,27,3,3.37,2,,v England,Birmingham,29 May 1999,
ODI,BKV Prasad,7.0,6,0,27,3,3.85,2,,v New Zealand,Nairobi (Gym),15 Oct 2000,
ODI,Harbhajan Singh,10.0,6,0,27,3,2.7,2,,v South Africa,Centurion,10 Oct 2001,
ODI,Harbhajan Singh,10.0,6,1,27,3,2.7,1,,v Sri Lanka,Colombo (RPS),29 Sep 2002,
ODI,L Balaji,7.0,6,1,27,3,3.85,1,,v Pakistan,Amstelveen,21 Aug 2004,
ODI,Harbhajan Singh,4.0,6,0,27,3,6.75,2,,v New Zealand,Napier,3 Mar 2009,
ODI,M Prasidh Krishna,8.1,6,1,27,3,3.3,2,,v West Indies,Ahmedabad,11 Feb 2022,
ODI,DL Chahar,7.0,6,0,27,3,3.85,1,,v Zimbabwe,Harare,18 Aug 2022,
ODI,AS Wassan,10.0,6,0,28,3,2.8,1,,v Sri Lanka,Cuttack,28 Dec 1990,
ODI,A Kumble,10.0,6,0,28,3,2.8,1,,v Kenya,Cuttack,18 Feb 1996,
ODI,BKV Prasad,9.0,6,0,28,3,3.11,2,,v South Africa,Wankhede,6 Nov 1996,
ODI,BKV Prasad,10.0,6,2,28,3,2.8,2,,v England,Sharjah,9 Apr 1999,
ODI,DS Mohanty,6.0,6,1,28,3,4.66,2,,v Zimbabwe,Singapore,4 Sep 1999,
ODI,V Sehwag,3.5,6,0,28,3,7.3,2,,v South Africa,Dhaka,13 Apr 2003,
ODI,IK Pathan,8.0,6,0,28,3,3.5,2,,v U.A.E.,Dambulla,16 Jul 2004,
ODI,SR Tendulkar,5.0,6,0,28,3,5.6,1,,v Pakistan,Colombo (RPS),25 Jul 2004,
ODI,Harbhajan Singh,10.0,6,1,28,3,2.8,2,,v England,Lord's,5 Sep 2004,
ODI,V Sehwag,5.0,6,0,28,3,5.6,2,,v England,Indore,17 Nov 2008,
ODI,A Mishra,10.0,6,2,28,3,2.8,1,,v West Indies,North Sound,11 Jun 2011,
ODI,R Ashwin,9.0,6,0,28,3,3.11,2,,v England,Eden Gardens,25 Oct 2011,
ODI,Mohammed Shami,7.3,6,1,28,3,3.73,1,,v England,Birmingham,2 Sep 2014,
ODI,R Ashwin,10.0,6,1,28,3,2.8,2,,v West Indies,North Sound,30 Jun 2017,
ODI,RA Jadeja,10.0,6,2,28,3,2.8,1,,v Australia,Chennai,8 Oct 2023,
ODI,G Sharma,6.0,6,0,29,3,4.83,2,,v Pakistan,Hyderabad (Deccan),20 Mar 1987,
ODI,RK Chauhan,9.0,6,0,29,3,3.22,1,,v Pakistan,Sharjah,22 Apr 1994,
ODI,RL Sanghvi,8.0,6,0,29,3,3.62,2,,v Zimbabwe,Vadodara,5 Apr 1998,
ODI,Harbhajan Singh,10.0,6,1,29,3,2.9,1,,v Sri Lanka,Colombo (RPS),22 Jul 2001,
ODI,Z Khan,8.0,6,0,29,3,3.62,2,,v Zimbabwe,Guwahati,19 Mar 2002,
ODI,PP Chawla,10.0,6,2,29,3,2.9,1,,v Ireland,Belfast,23 Jun 2007,
ODI,B Kumar,10.0,6,2,29,3,2.9,2,,v England,Kochi,15 Jan 2013,
ODI,B Kumar,8.0,6,1,29,3,3.62,2,,v West Indies,Port of Spain,5 Jul 2013,
ODI,KM Jadhav,5.0,6,0,29,3,5.8,1,,v New Zealand,Mohali,23 Oct 2016,
ODI,Mohammed Siraj,9.0,6,1,29,3,3.22,2,,v West Indies,Ahmedabad,11 Feb 2022,
ODI,Mohammed Siraj,5.4,6,1,29,3,5.11,1,,v Australia,Wankhede,17 Mar 2023,
ODI,RJ Shastri,10.0,6,2,30,3,3.0,2,,v England,Sydney,26 Feb 1985,
ODI,RJ Shastri,9.0,6,0,30,3,3.33,1,,v West Indies,Guwahati,23 Dec 1987,
ODI,ST Banerjee,10.0,6,2,30,3,3.0,2,,v West Indies,W.A.C.A,6 Dec 1991,
ODI,SLV Raju,10.0,6,2,30,3,3.0,2,,v Zimbabwe,Kanpur,6 Mar 1996,
ODI,DS Mohanty,10.0,6,1,30,3,3.0,1,,v Bangladesh,Dhaka,10 Jan 1998,
ODI,A Nehra,9.0,6,1,30,3,3.33,1,,v New Zealand,Colombo (SSC),2 Aug 2001,
ODI,Z Khan,8.0,6,0,30,3,3.75,1,,v New Zealand,Wellington,8 Jan 2003,
ODI,Z Khan,8.0,6,1,30,3,3.75,2,,v New Zealand,Hyderabad (Deccan),15 Nov 2003,
ODI,Harbhajan Singh,10.0,6,0,30,3,3.0,2,,v England,Jamshedpur,12 Apr 2006,
ODI,S Sreesanth,5.2,6,0,30,3,5.62,2,,v New Zealand,Guwahati,28 Nov 2010,
ODI,Z Khan,9.0,6,1,30,3,3.33,1,,v Ireland,Bengaluru,6 Mar 2011,
ODI,RA Jadeja,10.0,6,1,30,3,3.0,2,,v Sri Lanka,Fatullah,28 Feb 2014,
ODI,UT Yadav,7.4,6,1,30,3,3.91,2,,v Pakistan,Birmingham,4 Jun 2017,
ODI,YS Chahal,5.0,6,0,30,3,6.0,2,,v Australia,Chennai,17 Sep 2017,
ODI,Washington Sundar,9.0,6,1,30,3,3.33,1,,v West Indies,Ahmedabad,6 Feb 2022,
ODI,SN Thakur,5.0,6,0,30,3,6.0,2,,v Bangladesh,Chattogram,10 Dec 2022,
ODI,Mohammed Siraj,5.4,6,0,30,3,5.29,1,,v Sri Lanka,Eden Gardens,12 Jan 2023,
ODI,Mukesh Kumar,7.0,6,1,30,3,4.28,2,,v West Indies,Tarouba,1 Aug 2023,
ODI,Washington Sundar,10.0,6,1,30,3,3.0,1,,v Sri Lanka,Colombo (RPS),4 Aug 2024,
ODI,S Madan Lal,12.0,6,2,31,3,2.58,2,,v West Indies,Lord's,25 Jun 1983,
ODI,RJ Shastri,10.0,6,1,31,3,3.1,1,,v New Zealand,Sydney,5 Mar 1985,
ODI,M Prabhakar,9.0,6,0,31,3,3.44,1,,v Australia,Sydney,20 Jan 1992,
ODI,J Srinath,10.0,6,3,31,3,3.1,2,,v New Zealand,Wellington,30 Mar 1994,
ODI,DS Mohanty,9.0,6,1,31,3,3.44,1,,v Sri Lanka,Guwahati,22 Dec 1997,
ODI,AB Agarkar,9.3,6,0,31,3,3.26,1,,v Kenya,Eden Gardens,31 May 1998,
ODI,D Mongia,6.0,6,0,31,3,5.16,2,,v Zimbabwe,Mohali,10 Mar 2002,
ODI,A Bhandari,7.4,6,0,31,3,4.04,1,,v Zimbabwe,W.A.C.A,3 Feb 2004,
ODI,S Sreesanth,9.0,6,0,31,3,3.44,1,,v Australia,Melbourne,10 Feb 2008,
ODI,Harbhajan Singh,10.0,6,2,31,3,3.1,1,,v England,Kanpur,20 Nov 2008,
ODI,Yuvraj Singh,10.0,6,0,31,3,3.1,1,,v New Zealand,Colombo (RPS),11 Sep 2009,
ODI,A Nehra,8.0,6,1,31,3,3.87,1,,v West Indies,Johannesburg,30 Sep 2009,
ODI,R Ashwin,10.0,6,3,31,3,3.1,1,,v Afghanistan,Mirpur,5 Mar 2014,
ODI,HH Pandya,7.0,6,0,31,3,4.42,1,,v New Zealand,Dharamsala,16 Oct 2016,
ODI,Mohammed Shami,7.0,6,0,31,3,4.42,1,,v England,The Oval,12 Jul 2022,
ODI,Harshit Rana,7.4,6,0,31,3,4.04,1,,v Bangladesh,Dubai (DICS),20 Feb 2025,
ODI,DR Doshi,10.0,6,1,32,3,3.2,2,,v Australia,Melbourne,6 Dec 1980,
ODI,SLV Raju,10.0,6,1,32,3,3.2,1,,v Australia,Sydney,20 Jan 1992,
ODI,J Srinath,9.0,6,1,32,3,3.55,1,,v Australia,Sharjah,19 Apr 1994,
ODI,A Kumble,7.0,6,0,32,3,4.57,1,,v Pakistan,Toronto,16 Sep 1996,
ODI,N Chopra,9.0,6,1,32,3,3.55,2,,v New Zealand,Gwalior,11 Nov 1999,
ODI,SC Ganguly,9.0,6,1,32,3,3.55,1,,v New Zealand,Colombo (RPS),26 Jul 2001,
ODI,IK Pathan,10.0,6,2,32,3,3.2,2,,v Pakistan,Lahore,24 Mar 2004,
ODI,IK Pathan,8.1,6,0,32,3,3.91,1,,v Bangladesh,Colombo (SSC),21 Jul 2004,
ODI,Harbhajan Singh,10.0,6,0,32,3,3.2,1,,v West Indies,Port of Spain,6 Jun 2011,
ODI,R Ashwin,10.0,6,1,32,3,3.2,1,,v Sri Lanka,W.A.C.A,8 Feb 2012,
ODI,UT Yadav,8.0,6,1,32,3,4.0,2,,v West Indies,Port of Spain,5 Jul 2013,
ODI,B Kumar,10.0,6,1,32,3,3.2,1,,v Bangladesh,Dubai (DICS),21 Sep 2018,
ODI,Mohammed Siraj,10.0,6,1,32,3,3.2,2,,v Bangladesh,Mirpur,4 Dec 2022,
ODI,JJ Bumrah,6.5,6,1,32,3,4.68,2,,v England,Lucknow,29 Oct 2023,
ODI,RMH Binny,9.4,6,0,33,3,3.41,2,,v Pakistan,Sharjah,13 Apr 1984,
ODI,SA Ankola,10.0,6,1,33,3,3.3,2,,v South Africa,Mohali,22 Nov 1993,
ODI,SC Ganguly,10.0,6,0,33,3,3.3,1,,v Pakistan,Toronto,12 Sep 1998,
ODI,DS Mohanty,8.4,6,1,33,3,3.8,2,,v West Indies,Singapore,8 Sep 1999,
ODI,T Yohannan,10.0,6,1,33,3,3.3,1,,v West Indies,Bridgetown,29 May 2002,
ODI,AB Agarkar,8.0,6,0,33,3,4.12,2,,v West Indies,Port of Spain,2 Jun 2002,
ODI,Harbhajan Singh,10.0,6,2,33,3,3.3,2,,v Kenya,Southampton,11 Sep 2004,
ODI,RP Singh,10.0,6,2,33,3,3.3,1,,v Sri Lanka,Vadodara,12 Nov 2005,
ODI,I Sharma,9.0,6,1,33,3,3.66,1,,v Sri Lanka,Cardiff,20 Jun 2013,
ODI,STR Binny,8.0,6,0,33,3,4.12,2,,v England,W.A.C.A,30 Jan 2015,
ODI,Maninder Singh,10.0,6,0,34,3,3.4,2,,v Australia,Delhi,22 Oct 1987,
ODI,M Prabhakar,9.0,6,2,34,3,3.77,2,,v Sri Lanka,Ahmedabad,22 Oct 1989,
ODI,Bhupinder Singh snr,10.0,6,1,34,3,3.4,2,,v U.A.E.,Sharjah,13 Apr 1994,
ODI,M Prabhakar,8.0,6,0,34,3,4.25,2,,v Australia,Colombo (RPS),9 Sep 1994,
ODI,J Srinath,10.0,6,2,34,3,3.4,1,,v West Indies,Wankhede,20 Oct 1994,
ODI,J Srinath,7.0,6,1,34,3,4.85,1,,v Sri Lanka,Eden Gardens,13 Mar 1996,
ODI,SR Tendulkar,8.3,6,0,34,3,4.0,1,,v New Zealand,Napier,12 Jan 1999,
ODI,R Vijay Bharadwaj,6.0,6,0,34,3,5.66,2,,v Zimbabwe,Nairobi (Gym),1 Oct 1999,
ODI,R Vijay Bharadwaj,8.0,6,0,34,3,4.25,1,,v South Africa,Nairobi (Gym),3 Oct 1999,
ODI,SC Ganguly,10.0,6,1,34,3,3.4,1,,v Pakistan,W.A.C.A,28 Jan 2000,
ODI,AB Agarkar,9.2,6,1,34,3,3.64,1,,v South Africa,Jamshedpur,12 Mar 2000,
ODI,J Srinath,10.0,6,0,34,3,3.4,1,,v New Zealand,Napier,29 Dec 2002,
ODI,IK Pathan,9.0,6,1,34,3,3.77,2,,v Pakistan,Birmingham,19 Sep 2004,
ODI,IK Pathan,8.0,6,1,34,3,4.25,1,,v New Zealand,Bulawayo,26 Aug 2005,
ODI,AB Agarkar,10.0,6,3,34,3,3.4,1,,v Zimbabwe,Harare,4 Sep 2005,
ODI,RR Powar,10.0,6,0,34,3,3.4,1,,v England,Faridabad,31 Mar 2006,
ODI,P Kumar,10.0,6,2,34,3,3.4,1,,v Sri Lanka,Dambulla,20 Aug 2008,
ODI,P Kumar,8.0,6,2,34,3,4.25,2,,v New Zealand,Dambulla,25 Aug 2010,
ODI,Yuvraj Singh,8.0,6,0,34,3,4.25,1,,v South Africa,Gqeberha,21 Jan 2011,
ODI,RA Jadeja,7.0,6,0,34,3,4.85,2,,v England,Hyderabad,14 Oct 2011,
ODI,RA Jadeja,10.0,6,2,34,3,3.4,2,,v West Indies,Indore,8 Dec 2011,
ODI,I Sharma,9.3,6,0,34,3,3.57,1,,v Pakistan,Eden Gardens,3 Jan 2013,
ODI,SK Raina,10.0,6,1,34,3,3.4,1,,v West Indies,Kochi,21 Nov 2013,
ODI,AR Patel,10.0,6,0,34,3,3.4,1,,v Sri Lanka,Dambulla,20 Aug 2017,
ODI,Kuldeep Yadav,10.0,6,0,34,3,3.4,1,,v South Africa,Durban,1 Feb 2018,
ODI,RMH Binny,7.5,6,3,35,3,4.46,2,,v England,Ahmedabad,25 Nov 1981,
ODI,N Kapil Dev,11.0,6,1,35,3,3.18,1,,v England,Manchester,22 Jun 1983,
ODI,L Sivaramakrishnan,9.0,6,0,35,3,3.88,1,,v Pakistan,Melbourne,10 Mar 1985,
ODI,C Sharma,9.0,6,1,35,3,3.88,1,,v Sri Lanka,Sharjah,13 Apr 1986,
ODI,J Srinath,10.0,6,1,35,3,3.5,2,,v Zimbabwe,Harare,25 Oct 1992,
ODI,A Kumble,10.0,6,0,35,3,3.5,1,,v West Indies,Gwalior,21 Feb 1996,
ODI,J Srinath,10.0,6,0,35,3,3.5,1,,v Zimbabwe,Benoni,9 Feb 1997,
ODI,AB Agarkar,8.0,6,1,35,3,4.37,2,,v Sri Lanka,Sharjah,9 Nov 1998,
ODI,AB Agarkar,8.0,6,0,35,3,4.37,2,,v Sri Lanka,Pune,30 Mar 1999,
ODI,BKV Prasad,10.0,6,2,35,3,3.5,2,,v England,Sharjah,11 Apr 1999,
ODI,SR Tendulkar,10.0,6,0,35,3,3.5,2,,v Australia,Margao,6 Apr 2001,
ODI,A Nehra,8.5,6,0,35,3,3.96,2,,v Sri Lanka,Colombo (SSC),1 Aug 2001,
ODI,J Srinath,9.4,6,1,35,3,3.62,2,,v New Zealand,Queenstown,4 Jan 2003,
ODI,SR Tendulkar,10.0,6,0,35,3,3.5,1,,v Bangladesh,Colombo (SSC),21 Jul 2004,
ODI,Harbhajan Singh,10.0,6,0,35,3,3.5,2,,v Sri Lanka,Nagpur,25 Oct 2005,
ODI,IK Pathan,10.0,6,0,35,3,3.5,2,,v Pakistan,Abu Dhabi,19 Apr 2006,
ODI,Harbhajan Singh,8.0,6,0,35,3,4.37,2,,v West Indies,Kuala Lumpur,20 Sep 2006,
ODI,RA Jadeja,6.3,6,0,35,3,5.38,2,,v Australia,Nagpur,28 Oct 2009,
ODI,MM Patel,10.0,6,2,35,3,3.5,1,,v West Indies,Port of Spain,8 Jun 2011,
ODI,R Ashwin,8.1,6,0,35,3,4.28,2,,v England,Hyderabad,14 Oct 2011,
ODI,Mohammed Shami,8.0,6,2,35,3,4.37,1,,v West Indies,W.A.C.A,6 Mar 2015,
ODI,JJ Bumrah,10.0,6,0,35,3,3.5,1,,v New Zealand,Delhi,20 Oct 2016,
ODI,RA Jadeja,10.0,6,1,35,3,3.5,1,,v England,Cuttack,9 Feb 2025,
ODI,BS Chandrasekhar,7.0,8,0,36,3,3.85,1,,v New Zealand,Auckland,22 Feb 1976,
ODI,N Kapil Dev,8.0,6,0,36,3,4.5,1,,v Pakistan,Quetta,12 Oct 1984,
ODI,N Kapil Dev,10.0,6,0,36,3,3.6,1,,v Pakistan,Sharjah,25 Oct 1991,
ODI,BKV Prasad,10.0,6,1,36,3,3.6,1,,v West Indies,Wankhede,20 Oct 1994,
ODI,SR Tendulkar,10.0,6,0,36,3,3.6,1,,v West Indies,Chennai,23 Oct 1994,
ODI,Harbhajan Singh,10.0,6,1,36,3,3.6,1,,v Zimbabwe,Bulawayo,26 Sep 1998,
ODI,AB Agarkar,8.5,6,1,36,3,4.07,1,,v West Indies,Bridgetown,29 May 2002,
ODI,M Kartik,10.0,6,1,36,3,3.6,1,,v West Indies,Jodhpur,21 Nov 2002,
ODI,AB Agarkar,10.0,6,2,36,3,3.6,1,,v Bangladesh,Dhaka,16 Apr 2003,
ODI,Yuvraj Singh,9.0,6,0,36,3,4.0,1,,v South Africa,Belfast,29 Jun 2007,
ODI,PP Ojha,9.1,6,0,36,3,3.92,1,,v Sri Lanka,Dambulla,16 Aug 2010,
ODI,I Sharma,9.5,6,0,36,3,3.66,2,,v Pakistan,Delhi,6 Jan 2013,
ODI,UT Yadav,10.0,6,1,36,3,3.6,1,,v West Indies,North Sound,2 Jul 2017,
ODI,N Kapil Dev,10.0,6,3,37,3,3.7,1,,v New Zealand,Brisbane,18 Jan 1981,
ODI,RJ Shastri,10.0,6,1,37,3,3.7,2,,v Pakistan,Indore,27 Jan 1987,
ODI,M Prabhakar,10.0,6,1,37,3,3.7,2,,v New Zealand,Wellington,6 Mar 1990,
ODI,SLV Raju,10.0,6,0,37,3,3.7,1,,v South Africa,East London,19 Dec 1992,
ODI,J Srinath,9.0,6,0,37,3,4.11,1,,v England,Gwalior,5 Mar 1993,
ODI,BKV Prasad,10.0,6,0,37,3,3.7,1,,v Sri Lanka,Sharjah,9 Apr 1995,
ODI,BKV Prasad,10.0,6,0,37,3,3.7,1,,v Australia,Bengaluru,21 Oct 1996,
ODI,J Srinath,8.5,6,0,37,3,4.18,1,,v England,Sharjah,11 Dec 1997,
ODI,J Srinath,10.0,6,0,37,3,3.7,1,,v Pakistan,Toronto,12 Sep 1998,
ODI,J Srinath,8.0,6,1,37,3,4.62,2,,v Pakistan,Manchester,8 Jun 1999,
ODI,SC Ganguly,9.0,6,1,37,3,4.11,1,,v West Indies,Toronto,12 Sep 1999,
ODI,Z Khan,10.0,6,0,37,3,3.7,2,,v Zimbabwe,Sharjah,22 Oct 2000,
ODI,Harbhajan Singh,9.0,6,0,37,3,4.11,2,,v Australia,Indore,31 Mar 2001,
ODI,V Sehwag,9.0,6,0,37,3,4.11,2,,v Sri Lanka,Colombo (RPS),27 Jul 2004,
ODI,PP Chawla,10.0,6,0,37,3,3.7,2,,v Bangladesh,Mirpur,12 May 2007,
ODI,A Nehra,8.0,6,0,37,3,4.62,1,,v Australia,Mohali,2 Nov 2009,
ODI,P Kumar,10.0,6,3,37,3,3.7,1,,v West Indies,North Sound,13 Jun 2011,
ODI,RA Jadeja,10.0,6,0,37,3,3.7,1,,v West Indies,Kochi,21 Nov 2013,
ODI,JJ Bumrah,9.1,6,1,37,3,4.03,1,,v Bangladesh,Dubai (DICS),21 Sep 2018,
ODI,JJ Bumrah,10.0,6,2,37,3,3.7,1,,v Sri Lanka,Leeds,6 Jul 2019,
ODI,SN Thakur,6.0,6,0,37,3,6.16,2,,v England,Pune,23 Mar 2021,
ODI,Washington Sundar,10.0,6,0,37,3,3.7,1,,v Bangladesh,Mirpur,7 Dec 2022,
ODI,RA Jadeja,6.0,6,0,37,3,6.16,1,,v West Indies,Bridgetown,27 Jul 2023,
ODI,N Kapil Dev,10.0,6,0,38,3,3.8,2,,v England,Bengaluru,20 Jan 1985,
ODI,RMH Binny,10.0,6,2,38,3,3.8,2,,v Australia,Brisbane,12 Jan 1986,
ODI,J Srinath,10.0,6,1,38,3,3.8,2,,v Zimbabwe,Faridabad,19 Mar 1993,
ODI,M Prabhakar,9.0,6,1,38,3,4.22,2,,v Sri Lanka,Moratuwa,14 Aug 1993,
ODI,SLV Raju,10.0,6,0,38,3,3.8,2,,v South Africa,Sharjah,17 Apr 1996,
ODI,AB Agarkar,7.0,6,0,38,3,5.42,1,,v Sri Lanka,Colombo (SSC),1 Jul 1998,
ODI,R Vijay Bharadwaj,7.0,6,0,38,3,5.42,2,,v Kenya,Nairobi (Gym),29 Sep 1999,
ODI,AB Agarkar,8.0,6,0,38,3,4.75,2,,v Australia,Indore,31 Mar 2001,
ODI,A Kumble,10.0,6,0,38,3,3.8,2,,v West Indies,Colombo (RPS),7 Aug 2005,
ODI,IK Pathan,10.0,6,1,38,3,3.8,1,,v Sri Lanka,Vadodara,12 Nov 2005,
ODI,AB Agarkar,10.0,6,0,38,3,3.8,2,,v Bermuda,Port of Spain,19 Mar 2007,
ODI,A Kumble,9.1,6,0,38,3,4.14,2,,v Bermuda,Port of Spain,19 Mar 2007,
ODI,Z Khan,10.0,6,2,38,3,3.8,1,,v Sri Lanka,Mirpur,10 Jan 2010,
ODI,R Ashwin,10.0,6,0,38,3,3.8,1,,v England,Wankhede,23 Oct 2011,
ODI,UT Yadav,10.0,6,0,38,3,3.8,1,,v West Indies,Visakhapatnam,2 Dec 2011,
ODI,AR Patel,10.0,6,0,38,3,3.8,1,,v Australia,Nagpur,1 Oct 2017,
ODI,SN Thakur,7.0,6,0,38,3,5.42,1,,v Zimbabwe,Harare,20 Aug 2022,
ODI,Mohammed Siraj,10.0,6,1,38,3,3.8,1,,v South Africa,Ranchi,9 Oct 2022,
ODI,RMH Binny,7.0,6,0,39,3,5.57,1,,v Sri Lanka,Delhi,15 Sep 1982,
ODI,L Sivaramakrishnan,10.0,6,0,39,3,3.9,2,,v England,Sydney,26 Feb 1985,
ODI,M Prabhakar,10.0,6,0,39,3,3.9,1,,v West Indies,Gwalior,21 Feb 1996,
ODI,A Kumble,9.5,6,0,39,3,3.96,2,,v New Zealand,Sharjah,17 Apr 1998,
ODI,Yuvraj Singh,7.0,6,0,39,3,5.57,1,,v England,Lord's,29 Jun 2002,
ODI,AB Agarkar,10.0,6,0,39,3,3.9,2,,v Zimbabwe,Adelaide,24 Jan 2004,
