match_id,start_date,venue,venue_type,era_label,win_loss_flag,format,india_runs,india_balls,india_sr,india_boundaries,india_bat_first,india_first_innings_score,india_bowl_econ,india_bowl_wkts,india_dbp
456663,2010-08-16,Rangiri Dambulla International Stadium,Away,Transition Era,1.0,ODI,153,207,73.91,17,0,0,3.682,10,0.6751
456665,2010-08-25,Rangiri Dambulla International Stadium,Away,Transition Era,1.0,ODI,201,279,72.04,28,1,201,3.912,10,0.7403
456666,2010-08-22,Rangiri Dambulla International Stadium,Away,Transition Era,0.0,ODI,95,202,47.03,13,1,95,6.857,2,0.6154
456668,2010-08-28,Rangiri Dambulla International Stadium,Away,Transition Era,0.0,ODI,208,281,74.02,26,0,0,5.98,8,0.4667
463150,2011-01-12,Kingsmead,Away,Transition Era,0.0,ODI,140,214,65.42,8,0,0,5.78,9,0.4033
463151,2011-01-15,New Wanderers Stadium,Away,Transition Era,1.0,ODI,183,284,64.44,14,1,183,4.395,10,0.6047
463152,2011-01-18,Newlands,Away,Transition Era,1.0,ODI,212,290,73.1,28,0,0,4.459,10,0.4595
463153,2011-01-21,St George's Park,Away,Transition Era,0.0,ODI,138,197,70.05,13,0,0,5.3,7,0.4367
463154,2011-01-23,SuperSport Park,Away,Transition Era,0.0,ODI,223,242,92.15,33,0,0,5.435,9,0.4094
464529,2010-10-20,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Home,Transition Era,1.0,ODI,274,293,93.52,32,0,0,5.78,3,0.4267
467883,2010-11-28,Nehru Stadium,Away,Transition Era,1.0,ODI,265,294,90.14,34,1,265,5.206,10,0.5404
467884,2010-12-01,Sawai Mansingh Stadium,Home,Transition Era,1.0,ODI,251,258,97.29,30,0,0,5.16,8,0.4867
467885,2010-12-04,Reliance Stadium,Away,Transition Era,1.0,ODI,219,237,92.41,28,0,0,4.48,9,0.5933
467886,2010-12-07,M Chinnaswamy Stadium,Home,Transition Era,1.0,ODI,304,293,103.75,37,0,0,6.3,7,0.4667
467887,2010-12-10,"MA Chidambaram Stadium, Chepauk",Home,Transition Era,1.0,ODI,100,127,78.74,15,0,0,3.815,10,0.6914
474477,2011-09-03,Riverside Ground,Away,Transition Era,1.0,ODI,266,300,88.67,28,1,266,3.682,2,0.7727
474478,2011-09-06,The Rose Bowl,Away,Transition Era,0.0,ODI,181,138,131.16,21,1,181,8.481,3,0.2556
474479,2011-09-09,Kennington Oval,Away,Transition Era,1.0,ODI,217,300,72.33,22,1,217,5.211,7,0.4821
474480,2011-09-11,Lord's,Away,Transition Era,1.0,ODI,262,300,87.33,32,1,262,5.529,8,0.4198
474481,2011-09-16,Sophia Gardens,Away,Transition Era,1.0,ODI,286,300,95.33,25,1,286,7.454,4,0.3299
489221,2011-06-06,"Queen's Park Oval, Port of Spain",Away,Transition Era,1.0,ODI,210,269,78.07,17,0,0,4.28,9,0.5633
489222,2011-06-08,"Queen's Park Oval, Port of Spain",Away,Transition Era,0.0,ODI,173,202,85.64,14,0,0,4.8,9,0.59
489223,2011-06-11,"Sir Vivian Richards Stadium, North Sound",Away,Transition Era,1.0,ODI,217,278,78.06,18,0,0,4.5,8,0.5867
489224,2011-06-13,"Sir Vivian Richards Stadium, North Sound",Away,Transition Era,0.0,ODI,138,234,58.97,6,0,0,4.98,8,0.5867
489225,2011-06-16,"Sabina Park, Kingston",Away,Transition Era,0.0,ODI,230,285,80.7,20,1,230,5.24,4,0.5342
518956,2012-02-05,Melbourne Cricket Ground,Away,Transition Era,0.0,ODI,144,178,80.9,9,0,0,6.75,5,0.4167
518957,2012-02-08,Western Australia Cricket Association Ground,Away,Transition Era,1.0,ODI,227,280,81.07,25,0,0,4.66,8,0.5067
518959,2012-02-12,Adelaide Oval,Away,Transition Era,1.0,ODI,258,298,86.58,18,0,0,5.38,8,0.4667
518962,2012-02-19,"Brisbane Cricket Ground, Woolloongabba",Away,Transition Era,0.0,ODI,162,261,62.07,12,0,0,5.76,5,0.46
518963,2012-02-21,"Brisbane Cricket Ground, Woolloongabba",Away,Transition Era,0.0,ODI,222,271,81.92,18,0,0,5.78,6,0.4267
518965,2012-02-26,Sydney Cricket Ground,Away,Transition Era,0.0,ODI,142,237,59.92,15,0,0,5.04,9,0.4767
518966,2012-02-28,Bellerive Oval,Away,Transition Era,1.0,ODI,305,220,138.64,37,0,0,6.4,4,0.37
521218,2011-10-14,"Rajiv Gandhi International Stadium, Uppal",Home,Transition Era,1.0,ODI,277,300,92.33,27,1,277,4.811,10,0.5161
521219,2011-10-17,Feroz Shah Kotla,Home,Transition Era,1.0,ODI,222,220,100.91,30,0,0,4.903,10,0.5517
521220,2011-10-20,"Punjab Cricket Association Stadium, Mohali",Home,Transition Era,1.0,ODI,283,296,95.61,24,0,0,5.96,4,0.4367
521221,2011-10-23,Wankhede Stadium,Home,Transition Era,1.0,ODI,210,241,87.14,26,0,0,4.765,10,0.5668
521222,2011-10-25,Eden Gardens,Home,Transition Era,1.0,ODI,261,300,87.0,30,1,261,4.757,10,0.5901
535795,2012-03-13,Shere Bangla National Stadium,Away,Transition Era,1.0,ODI,290,300,96.67,26,1,290,5.624,10,0.4539
535797,2012-03-16,Shere Bangla National Stadium,Away,Transition Era,0.0,ODI,271,300,90.33,28,1,271,5.939,5,0.4223
535798,2012-03-18,Shere Bangla National Stadium,Away,Transition Era,1.0,ODI,319,287,111.15,39,0,0,6.58,6,0.33
536929,2011-11-29,Barabati Stadium,Home,Transition Era,1.0,ODI,190,293,64.85,16,0,0,4.22,9,0.5833
536930,2011-12-02,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Home,Transition Era,1.0,ODI,256,289,88.58,29,0,0,5.38,9,0.5767
536931,2011-12-05,"Sardar Patel Stadium, Motera",Home,Transition Era,0.0,ODI,235,281,83.63,30,0,0,5.2,6,0.5333
536932,2011-12-08,Holkar Cricket Stadium,Home,Transition Era,1.0,ODI,404,300,134.67,55,1,404,5.372,10,0.5676
536933,2011-12-11,"MA Chidambaram Stadium, Chepauk",Home,Transition Era,1.0,ODI,256,300,85.33,21,1,256,5.275,10,0.6189
564781,2012-07-21,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Away,Transition Era,1.0,ODI,302,300,100.67,28,1,302,5.88,9,0.4749
564782,2012-07-24,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Away,Transition Era,1.0,ODI,127,201,63.18,11,1,127,6.923,1,0.5214
564783,2012-07-28,R Premadasa Stadium,Away,Transition Era,1.0,ODI,273,298,91.61,23,0,0,5.72,5,0.41
564784,2012-07-31,R Premadasa Stadium,Away,Transition Era,1.0,ODI,245,254,96.46,27,0,0,5.02,8,0.5333
564785,2012-08-04,Pallekele International Cricket Stadium,Away,Transition Era,1.0,ODI,278,300,92.67,28,1,278,6.0,10,0.4599
565812,2013-01-11,Saurashtra Cricket Association Stadium,Home,Modern Era,0.0,ODI,307,300,102.33,39,0,0,6.5,4,0.5
565813,2013-01-15,Nehru Stadium,Away,Modern Era,1.0,ODI,270,300,90.0,31,1,270,4.389,10,0.6111
565814,2013-01-19,JSCA International Stadium Complex,Home,Modern Era,1.0,ODI,150,169,88.76,23,0,0,3.661,10,0.6654
565815,2013-01-23,"Punjab Cricket Association Stadium, Mohali",Home,Modern Era,1.0,ODI,251,285,88.07,31,0,0,5.14,7,0.56
565816,2013-01-27,Himachal Pradesh Cricket Association Stadium,Home,Modern Era,0.0,ODI,216,298,72.48,28,1,216,4.796,3,0.5951
566947,2013-06-20,Sophia Gardens,Away,Modern Era,1.0,ODI,166,210,79.05,17,0,0,3.62,8,0.6333
566948,2013-06-23,Edgbaston,Away,Modern Era,1.0,ODI,125,120,104.17,13,1,125,6.2,8,0.4417
578614,2013-06-06,Sophia Gardens,Away,Modern Era,1.0,ODI,317,300,105.67,39,1,317,6.1,10,0.4467
578619,2013-06-11,Kennington Oval,Away,Modern Era,1.0,ODI,227,235,96.6,30,0,0,4.66,9,0.6333
578623,2013-06-15,Edgbaston,Away,Modern Era,0.0,ODI,99,115,86.09,11,0,0,4.16,10,0.5546
589308,2012-12-30,"MA Chidambaram Stadium, Chepauk",Home,Transition Era,0.0,ODI,205,300,68.33,16,1,205,4.734,4,0.4948
589309,2013-01-03,Eden Gardens,Home,Modern Era,0.0,ODI,147,288,51.04,11,0,0,5.155,10,0.5361
589310,2013-01-06,Feroz Shah Kotla,Home,Modern Era,1.0,ODI,150,262,57.25,17,1,150,3.215,10,0.7235
597924,2013-06-30,"Sabina Park, Kingston",Away,Modern Era,0.0,ODI,207,300,69.0,20,1,207,4.825,9,0.5944
597925,2013-07-02,"Sabina Park, Kingston",Away,Modern Era,0.0,ODI,171,269,63.57,16,0,0,6.96,1,0.39
597926,2013-07-05,"Queen's Park Oval, Port of Spain",Away,Modern Era,1.0,ODI,287,300,95.67,40,1,287,5.005,10,0.6683
597928,2013-07-09,"Queen's Park Oval, Port of Spain",Away,Modern Era,1.0,ODI,110,174,63.22,10,1,110,3.892,10,0.6554
597929,2013-07-11,"Queen's Park Oval, Port of Spain",Away,Modern Era,1.0,ODI,188,298,63.09,20,0,0,4.116,10,0.6041
643665,2013-07-24,Harare Sports Club,Away,Modern Era,1.0,ODI,223,269,82.9,24,0,0,4.56,7,0.5867
643667,2013-07-26,Harare Sports Club,Away,Modern Era,1.0,ODI,266,300,88.67,29,1,266,4.72,9,0.5833
643669,2013-07-28,Harare Sports Club,Away,Modern Era,1.0,ODI,178,213,83.57,18,0,0,3.978,10,0.6957
643675,2013-08-01,Queens Sports Club,Away,Modern Era,1.0,ODI,142,185,76.76,14,0,0,3.375,10,0.707
643677,2013-08-03,Queens Sports Club,Away,Modern Era,1.0,ODI,149,204,73.04,19,0,0,4.092,10,0.6695
647249,2013-10-13,Maharashtra Cricket Association Stadium,Home,Modern Era,0.0,ODI,221,298,74.16,22,0,0,6.08,8,0.4767
647251,2013-10-16,Sawai Mansingh Stadium,Home,Modern Era,1.0,ODI,336,261,128.74,50,0,0,7.18,5,0.4367
647253,2013-10-19,"Punjab Cricket Association Stadium, Mohali",Home,Modern Era,0.0,ODI,283,300,94.33,36,1,283,6.141,6,0.4916
647255,2013-10-23,JSCA International Stadium Complex,Home,Modern Era,0.0,ODI,23,25,92.0,4,0,0,5.9,8,0.49
647259,2013-10-30,"Vidarbha Cricket Association Stadium, Jamtha",Home,Modern Era,1.0,ODI,335,297,112.79,44,0,0,7.0,6,0.4567
647261,2013-11-02,M Chinnaswamy Stadium,Home,Modern Era,1.0,ODI,371,300,123.67,49,1,371,7.218,10,0.5092
648651,2013-12-05,New Wanderers Stadium,Away,Modern Era,0.0,ODI,188,246,76.42,31,0,0,7.16,4,0.4233
648653,2013-12-08,Kingsmead,Away,Modern Era,0.0,ODI,132,211,62.56,9,0,0,5.714,6,0.3878
648655,2013-12-11,SuperSport Park,Away,Modern Era,0.0,ODI,0,0,,0,0,0,6.02,8,0.4633
656405,2015-02-15,Adelaide Oval,Away,Modern Era,1.0,ODI,294,300,98.0,28,1,294,4.766,10,0.5922
656423,2015-02-22,Melbourne Cricket Ground,Away,Modern Era,1.0,ODI,297,300,99.0,36,1,297,4.388,10,0.5496
656439,2015-02-28,Western Australia Cricket Association Ground,Away,Modern Era,1.0,ODI,104,113,92.04,19,0,0,3.238,10,0.7354
656453,2015-03-06,Western Australia Cricket Association Ground,Away,Modern Era,1.0,ODI,159,235,67.66,17,0,0,4.105,10,0.6654
656465,2015-03-10,Seddon Park,Away,Modern Era,1.0,ODI,241,221,109.05,33,0,0,5.286,10,0.5272
656475,2015-03-14,Eden Park,Away,Modern Era,1.0,ODI,272,292,93.15,33,0,0,5.877,10,0.5427
656485,2015-03-19,Melbourne Cricket Ground,Away,Modern Era,1.0,ODI,286,300,95.33,33,1,286,4.289,10,0.6
656493,2015-03-26,Sydney Cricket Ground,Away,Modern Era,0.0,ODI,218,281,77.58,20,0,0,6.56,7,0.47
667641,2014-01-19,McLean Park,Away,Modern Era,0.0,ODI,253,292,86.64,25,0,0,5.84,7,0.4633
667643,2014-01-22,Seddon Park,Away,Modern Era,1.0,ODI,267,249,107.23,36,0,0,6.452,7,0.4524
667647,2014-01-28,Seddon Park,Away,Modern Era,0.0,ODI,267,300,89.0,35,1,267,5.813,3,0.5156
667649,2014-01-31,Westpac Stadium,Away,Modern Era,0.0,ODI,210,298,70.47,20,0,0,6.06,5,0.46
667723,2014-08-27,Sophia Gardens,Away,Modern Era,1.0,ODI,275,300,91.67,34,1,275,4.218,10,0.607
667725,2014-08-30,Trent Bridge,Away,Modern Era,1.0,ODI,219,258,84.88,23,0,0,4.54,10,0.4833
667727,2014-09-02,Edgbaston,Away,Modern Era,1.0,ODI,204,183,111.48,29,0,0,4.162,10,0.569
667729,2014-09-05,Headingley,Away,Modern Era,0.0,ODI,248,292,84.93,28,0,0,5.88,7,0.51
676529,2013-11-21,Nehru Stadium,Away,Modern Era,1.0,ODI,192,212,90.57,26,0,0,4.321,10,0.6109
676531,2013-11-24,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Home,Modern Era,0.0,ODI,278,300,92.67,33,1,278,5.838,8,0.5051
676533,2013-11-27,Green Park,Home,Modern Era,1.0,ODI,256,277,92.42,36,0,0,5.26,5,0.5533
710293,2014-02-26,Khan Shaheb Osman Ali Stadium,Away,Modern Era,1.0,ODI,269,294,91.5,33,0,0,5.58,7,0.5167
710297,2014-02-28,Khan Shaheb Osman Ali Stadium,Away,Modern Era,0.0,ODI,253,300,84.33,22,1,253,5.372,8,0.4797
710301,2014-03-02,Shere Bangla National Stadium,Away,Modern Era,0.0,ODI,237,300,79.0,28,1,237,5.013,9,0.5638
744679,2014-06-15,Shere Bangla National Stadium,Away,Modern Era,0.0,ODI,145,149,97.32,18,0,0,5.44,9,0.5133
744681,2014-06-17,Shere Bangla National Stadium,Away,Modern Era,1.0,ODI,94,153,61.44,11,1,94,3.283,10,0.8019
744683,2014-06-19,Shere Bangla National Stadium,Away,Modern Era,1.0,ODI,106,206,51.46,12,1,106,,0,
754749,2015-01-18,Melbourne Cricket Ground,Away,Modern Era,0.0,ODI,247,300,82.33,24,1,247,5.49,6,0.5
754753,2015-01-20,"Brisbane Cricket Ground, Woolloongabba",Away,Modern Era,0.0,ODI,146,237,61.6,10,1,146,5.673,1,0.5212
754757,2015-01-26,Sydney Cricket Ground,Away,Modern Era,1.0,ODI,62,96,64.58,5,1,62,,0,
754759,2015-01-30,Western Australia Cricket Association Ground,Away,Modern Era,0.0,ODI,194,289,67.13,18,1,194,4.292,7,0.5587
770121,2014-10-08,Nehru Stadium,Away,Modern Era,0.0,ODI,182,246,73.98,23,0,0,6.42,6,0.5
770123,2014-10-11,Feroz Shah Kotla,Home,Modern Era,1.0,ODI,245,300,81.67,23,1,245,4.624,10,0.5663
770127,2014-10-17,Himachal Pradesh Cricket Association Stadium,Home,Modern Era,1.0,ODI,321,300,107.0,39,1,321,5.626,10,0.5606
792289,2014-11-02,Barabati Stadium,Home,Modern Era,1.0,ODI,349,300,116.33,47,1,349,4.932,10,0.572
792291,2014-11-06,"Sardar Patel Stadium, Motera",Home,Modern Era,1.0,ODI,272,267,101.87,29,0,0,5.48,8,0.49
792293,2014-11-09,"Rajiv Gandhi International Stadium, Uppal",Home,Modern Era,1.0,ODI,234,265,88.3,24,0,0,5.007,10,0.5379
792295,2014-11-13,Eden Gardens,Home,Modern Era,1.0,ODI,393,300,131.0,57,1,393,5.815,10,0.5714
792297,2014-11-16,JSCA International Stadium Complex,Home,Modern Era,1.0,ODI,277,292,94.86,35,0,0,5.72,8,0.5433
870731,2015-06-18,Shere Bangla National Stadium,Away,Modern Era,0.0,ODI,218,276,78.99,19,0,0,6.181,10,0.4497
870735,2015-06-24,Shere Bangla National Stadium,Away,Modern Era,1.0,ODI,307,300,102.33,32,1,307,5.106,10,0.5496
885959,2015-07-10,Harare Sports Club,Away,Modern Era,1.0,ODI,245,300,81.67,27,1,245,5.02,7,0.56
885965,2015-07-12,Harare Sports Club,Away,Modern Era,1.0,ODI,258,300,86.0,19,1,258,4.265,10,0.5918
885967,2015-07-14,Harare Sports Club,Away,Modern Era,1.0,ODI,263,300,87.67,27,1,263,4.523,10,0.5898
895807,2016-01-12,Western Australia Cricket Association Ground,Away,Modern Era,0.0,ODI,299,300,99.67,34,1,299,6.284,5,0.3682
895809,2016-01-15,"Brisbane Cricket Ground, Woolloongabba",Away,Modern Era,0.0,ODI,301,300,100.33,27,1,301,6.306,3,0.3946
895811,2016-01-17,Melbourne Cricket Ground,Away,Modern Era,0.0,ODI,281,300,93.67,28,1,281,6.061,7,0.4778
895813,2016-01-20,Manuka Oval,Away,Modern Era,0.0,ODI,317,296,107.09,36,0,0,6.96,8,0.4433
895815,2016-01-23,Sydney Cricket Ground,Away,Modern Era,1.0,ODI,323,298,108.39,32,0,0,6.6,7,0.41
903593,2015-10-11,Green Park,Home,Modern Era,0.0,ODI,281,300,93.67,30,0,0,6.06,5,0.4533
903595,2015-10-14,Holkar Cricket Stadium,Home,Modern Era,1.0,ODI,234,300,78.0,27,1,234,5.153,10,0.5076
903597,2015-10-18,Saurashtra Cricket Association Stadium,Home,Modern Era,0.0,ODI,241,300,80.33,23,0,0,5.4,7,0.4633
903599,2015-10-22,"MA Chidambaram Stadium, Chepauk",Home,Modern Era,1.0,ODI,283,300,94.33,24,1,283,5.28,9,0.5167
903601,2015-10-25,Wankhede Stadium,Home,Modern Era,0.0,ODI,219,216,101.39,30,0,0,8.76,5,0.3667
1007649,2016-06-11,Harare Sports Club,Away,Modern Era,1.0,ODI,169,255,66.27,14,0,0,3.371,10,0.6388
1007651,2016-06-13,Harare Sports Club,Away,Modern Era,1.0,ODI,117,161,72.67,17,0,0,3.652,9,0.6812
1007653,2016-06-15,Harare Sports Club,Away,Modern Era,1.0,ODI,118,131,90.08,14,0,0,2.906,10,0.7047
1022353,2017-06-04,Edgbaston,Away,Modern Era,1.0,ODI,313,288,108.68,37,1,313,4.871,9,0.5594
1022361,2017-06-08,Kennington Oval,Away,Modern Era,0.0,ODI,307,300,102.33,39,1,307,6.616,4,0.3938
1022367,2017-06-11,Kennington Oval,Away,Modern Era,1.0,ODI,189,228,82.89,25,0,0,4.292,10,0.5169
1022373,2017-06-15,Edgbaston,Away,Modern Era,1.0,ODI,265,241,109.96,37,0,0,5.262,7,0.515
1022375,2017-06-18,Kennington Oval,Away,Modern Era,0.0,ODI,155,183,84.7,20,0,0,6.76,4,0.4067
1030219,2016-10-16,Himachal Pradesh Cricket Association Stadium,Home,Modern Era,1.0,ODI,180,199,90.45,23,0,0,4.335,10,0.6084
1030221,2016-10-20,Feroz Shah Kotla,Home,Modern Era,0.0,ODI,223,296,75.34,19,0,0,4.84,9,0.5367
1030223,2016-10-23,"Punjab Cricket Association Stadium, Mohali",Home,Modern Era,1.0,ODI,280,290,96.55,32,0,0,5.738,10,0.4899
1030225,2016-10-26,JSCA International Stadium Complex,Home,Modern Era,0.0,ODI,229,292,78.42,21,0,0,5.2,7,0.4833
1030227,2016-10-29,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Home,Modern Era,1.0,ODI,260,300,86.67,24,1,260,3.41,10,0.705
1034819,2017-01-15,Maharashtra Cricket Association Stadium,Home,Modern Era,1.0,ODI,340,289,117.65,41,0,0,7.0,7,0.3867
1034821,2017-01-19,Barabati Stadium,Home,Modern Era,1.0,ODI,365,300,121.67,54,1,365,7.32,8,0.37
1034823,2017-01-22,Eden Gardens,Home,Modern Era,0.0,ODI,294,300,98.0,39,0,0,6.42,8,0.4633
1098206,2017-06-23,"Queen's Park Oval, Port of Spain",Away,Modern Era,1.0,ODI,194,236,82.2,20,1,194,,0,
1098207,2017-06-25,"Queen's Park Oval, Port of Spain",Away,Modern Era,1.0,ODI,297,258,115.12,34,1,297,4.767,6,0.5078
1098208,2017-06-30,"Sir Vivian Richards Stadium, North Sound",Away,Modern Era,1.0,ODI,242,300,80.67,22,1,242,4.14,10,0.6332
1098209,2017-07-02,"Sir Vivian Richards Stadium, North Sound",Away,Modern Era,0.0,ODI,167,297,56.23,11,0,0,3.78,9,0.6033
1098210,2017-07-06,"Sabina Park, Kingston",Away,Modern Era,1.0,ODI,204,221,92.31,25,0,0,4.1,9,0.62
1109605,2017-08-20,Rangiri Dambulla International Stadium,Away,Modern Era,1.0,ODI,218,173,126.01,34,0,0,4.985,10,0.5269
1109606,2017-08-24,Pallekele International Cricket Stadium,Away,Modern Era,0.0,ODI,216,266,81.2,22,0,0,4.72,8,0.54
1109607,2017-08-27,Pallekele International Cricket Stadium,Away,Modern Era,1.0,ODI,216,271,79.7,26,0,0,4.34,9,0.56
1109608,2017-08-31,"R.Premadasa Stadium, Khettarama",Away,Modern Era,1.0,ODI,364,300,121.33,46,1,364,4.852,10,0.6016
1109609,2017-09-03,"R.Premadasa Stadium, Khettarama",Away,Modern Era,1.0,ODI,231,279,82.8,19,0,0,4.792,10,0.5403
1119496,2017-09-17,"MA Chidambaram Stadium, Chepauk",Home,Modern Era,1.0,ODI,267,300,89.0,29,1,267,6.524,9,0.4683
1119497,2017-09-21,Eden Gardens,Home,Modern Era,1.0,ODI,237,300,79.0,25,1,237,4.68,10,0.6409
1119498,2017-09-24,Holkar Cricket Stadium,Home,Modern Era,1.0,ODI,288,287,100.35,36,0,0,5.86,6,0.47
1119499,2017-09-28,M.Chinnaswamy Stadium,Home,Modern Era,0.0,ODI,306,300,102.0,35,0,0,6.68,5,0.44
1119500,2017-10-01,"Vidarbha Cricket Association Stadium, Jamtha",Home,Modern Era,1.0,ODI,241,257,93.77,28,0,0,4.84,9,0.4833
1119546,2018-07-12,Trent Bridge,Away,Modern Era,1.0,ODI,261,241,108.3,34,0,0,5.378,10,0.4849
1119547,2018-07-14,Lord's,Away,Modern Era,0.0,ODI,221,300,73.67,16,0,0,6.44,7,0.3833
1119548,2018-07-17,Headingley,Away,Modern Era,0.0,ODI,245,300,81.67,27,1,245,5.843,2,0.4794
1120090,2017-10-22,Wankhede Stadium,Home,Modern Era,0.0,ODI,266,300,88.67,27,1,266,5.796,4,0.4116
1120091,2017-10-25,Maharashtra Cricket Association Stadium,Home,Modern Era,1.0,ODI,216,276,78.26,22,0,0,4.6,9,0.5467
1120092,2017-10-29,Green Park,Home,Modern Era,1.0,ODI,329,300,109.67,39,1,329,6.62,7,0.4167
1122279,2018-02-01,Kingsmead,Away,Modern Era,1.0,ODI,253,273,92.67,27,0,0,5.38,8,0.4833
1122280,2018-02-04,SuperSport Park,Away,Modern Era,1.0,ODI,112,123,91.06,17,0,0,3.649,10,0.6237
1122281,2018-02-07,Newlands,Away,Modern Era,1.0,ODI,288,300,96.0,28,1,288,4.475,10,0.5583
1122282,2018-02-10,The Wanderers Stadium,Away,Modern Era,1.0,ODI,271,300,90.33,29,1,271,8.118,5,0.3922
1122283,2018-02-13,St George's Park,Away,Modern Era,1.0,ODI,257,300,85.67,30,1,257,4.748,10,0.5354
1122284,2018-02-16,SuperSport Park,Away,Modern Era,1.0,ODI,196,193,101.55,29,0,0,4.356,10,0.6121
1122726,2017-12-10,Himachal Pradesh Cricket Association Stadium,Home,Modern Era,0.0,ODI,107,230,46.52,19,1,107,5.516,3,0.6774
1122727,2017-12-13,"Punjab Cricket Association IS Bindra Stadium, Mohali",Home,Modern Era,1.0,ODI,379,300,126.33,47,1,379,5.02,8,0.5367
1122728,2017-12-17,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Home,Modern Era,1.0,ODI,198,193,102.59,28,0,0,4.796,10,0.5874
1144490,2019-06-05,The Rose Bowl,Away,Modern Era,1.0,ODI,223,285,78.25,24,0,0,4.54,9,0.53
1144496,2019-06-09,Kennington Oval,Away,Modern Era,1.0,ODI,342,300,114.0,39,1,342,6.32,10,0.4233
1144504,2019-06-16,Old Trafford,Away,Modern Era,1.0,ODI,325,300,108.33,34,1,325,5.3,6,0.4833
1144516,2019-06-27,Old Trafford,Away,Modern Era,1.0,ODI,261,300,87.0,30,1,261,4.165,10,0.5874
1144520,2019-06-30,Edgbaston,Away,Modern Era,0.0,ODI,299,300,99.67,36,0,0,6.74,7,0.46
1144522,2019-07-02,Edgbaston,Away,Modern Era,1.0,ODI,301,300,100.33,34,1,301,5.958,10,0.4722
1144526,2019-07-06,Headingley,Away,Modern Era,1.0,ODI,259,261,99.23,33,0,0,5.28,7,0.49
1144528,2019-07-09,Old Trafford,Away,Modern Era,0.0,ODI,205,297,69.02,18,0,0,4.78,8,0.51
1144997,2019-01-12,Sydney Cricket Ground,Away,Modern Era,0.0,ODI,240,300,80.0,24,0,0,5.76,5,0.4533
1144998,2019-01-15,Adelaide Oval,Away,Modern Era,1.0,ODI,283,296,95.61,22,0,0,5.96,9,0.4567
1144999,2019-01-18,Melbourne Cricket Ground,Away,Modern Era,1.0,ODI,226,296,76.35,17,0,0,4.726,10,0.5171
1153246,2018-09-18,Dubai International Cricket Stadium,Away,Modern Era,1.0,ODI,280,300,93.33,30,1,280,5.197,8,0.5318
1153247,2018-09-19,Dubai International Cricket Stadium,Away,Modern Era,1.0,ODI,160,174,91.95,22,0,0,3.753,10,0.6023
1153249,2018-09-21,Dubai International Cricket Stadium,Away,Modern Era,1.0,ODI,170,218,77.98,17,0,0,3.519,10,0.6407
1153251,2018-09-23,Dubai International Cricket Stadium,Away,Modern Era,1.0,ODI,237,237,100.0,30,0,0,4.74,7,0.4733
1153255,2018-09-28,Dubai International Cricket Stadium,Away,Modern Era,1.0,ODI,210,300,70.0,19,0,0,4.577,10,0.5704
1153691,2019-01-23,McLean Park,Away,Modern Era,0.0,ODI,144,209,68.9,12,0,0,4.132,10,0.6228
1153692,2019-01-26,Bay Oval,Away,Modern Era,1.0,ODI,313,300,104.33,40,1,313,5.802,10,0.5248
1153693,2019-01-28,Bay Oval,Away,Modern Era,1.0,ODI,228,258,88.37,30,0,0,4.942,10,0.4983
1153694,2019-01-31,Seddon Park,Away,Modern Era,0.0,ODI,85,185,45.95,12,1,85,6.341,2,0.625
1153695,2019-02-03,Westpac Stadium,Away,Modern Era,1.0,ODI,237,299,79.26,28,1,237,4.913,10,0.5396
1157754,2018-10-21,Barsapara Cricket Stadium,Home,Modern Era,1.0,ODI,318,253,125.69,49,0,0,6.44,8,0.4733
1157756,2018-10-27,Maharashtra Cricket Association Stadium,Home,Modern Era,0.0,ODI,234,286,81.82,26,0,0,5.66,9,0.5233
1157757,2018-10-29,Brabourne Stadium,Home,Modern Era,1.0,ODI,362,300,120.67,50,1,362,4.211,10,0.633
1157758,2018-11-01,Greenfield International Stadium,Home,Modern Era,1.0,ODI,102,89,114.61,16,0,0,3.267,10,0.6859
1168242,2019-03-02,"Rajiv Gandhi International Stadium, Uppal",Home,Modern Era,1.0,ODI,234,290,80.69,31,0,0,4.72,7,0.56
1168243,2019-03-05,"Vidarbha Cricket Association Stadium, Jamtha",Home,Modern Era,1.0,ODI,238,290,82.07,23,1,238,4.889,10,0.5421
1168244,2019-03-08,JSCA International Stadium Complex,Home,Modern Era,0.0,ODI,266,290,91.72,34,0,0,6.26,5,0.4433
1168245,2019-03-10,"Punjab Cricket Association IS Bindra Stadium, Mohali",Home,Modern Era,0.0,ODI,351,300,117.0,41,1,351,7.505,6,0.324
1168246,2019-03-13,Arun Jaitley Stadium,Home,Modern Era,0.0,ODI,222,300,74.0,22,0,0,5.44,9,0.51
1187021,2019-12-15,"MA Chidambaram Stadium, Chepauk",Home,Modern Era,0.0,ODI,263,300,87.67,29,1,263,6.084,2,0.4599
1187022,2019-12-18,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Home,Modern Era,1.0,ODI,369,300,123.0,50,1,369,6.437,10,0.5096
