match_id,start_date,venue,venue_type,era_label,win_loss_flag,format,india_runs,india_balls,india_sr,india_boundaries,india_bat_first,india_first_innings_score,india_bowl_econ,india_bowl_wkts,india_dbp
1187023,2019-12-22,Barabati Stadium,Home,Modern Era,1.0,ODI,304,292,104.11,37,0,0,6.3,5,0.47
1187027,2020-01-14,Wankhede Stadium,Home,Modern Era,0.0,ODI,244,295,82.71,28,1,244,6.85,0,0.4867
1187028,2020-01-17,Saurashtra Cricket Association Stadium,Home,Modern Era,1.0,ODI,326,300,108.67,37,1,326,6.183,10,0.4068
1187029,2020-01-19,M.Chinnaswamy Stadium,Home,Modern Era,1.0,ODI,279,285,97.89,33,0,0,5.72,9,0.44
1187682,2020-02-05,Seddon Park,Away,Modern Era,0.0,ODI,320,300,106.67,40,1,320,7.225,6,0.4152
1187683,2020-02-08,Eden Park,Away,Modern Era,0.0,ODI,235,291,80.76,30,0,0,5.46,8,0.5033
1187684,2020-02-11,Bay Oval,Away,Modern Era,0.0,ODI,289,300,96.33,32,1,289,6.36,5,0.4594
1188624,2019-08-08,"Providence Stadium, Guyana",Away,Modern Era,0.0,ODI,0,0,,0,0,0,4.154,1,0.6538
1188625,2019-08-11,"Queen's Park Oval, Trinidad",Away,Modern Era,1.0,ODI,267,300,89.0,28,1,267,5.0,10,0.5357
1188626,2019-08-14,"Queen's Park Oval, Trinidad",Away,Modern Era,1.0,ODI,244,195,125.13,31,0,0,6.857,7,0.481
1223955,2020-11-27,Sydney Cricket Ground,Away,Modern Era,0.0,ODI,284,299,94.98,32,0,0,7.48,6,0.4133
1223956,2020-11-29,Sydney Cricket Ground,Away,Modern Era,0.0,ODI,328,300,109.33,38,0,0,7.78,4,0.35
1223957,2020-12-02,Manuka Oval,Away,Modern Era,1.0,ODI,294,300,98.0,29,1,294,5.838,10,0.4983
1243393,2021-03-23,Maharashtra Cricket Association Stadium,Home,Modern Era,1.0,ODI,309,300,103.0,41,1,309,5.953,10,0.5257
1243394,2021-03-26,Maharashtra Cricket Association Stadium,Home,Modern Era,0.0,ODI,327,300,109.0,34,1,327,7.747,4,0.4751
1243395,2021-03-28,Maharashtra Cricket Association Stadium,Home,Modern Era,1.0,ODI,318,290,109.66,39,1,318,6.44,9,0.47
1262755,2021-07-18,"R Premadasa Stadium, Colombo",Away,Modern Era,1.0,ODI,245,220,111.36,33,0,0,5.24,9,0.5233
1262756,2021-07-20,"R Premadasa Stadium, Colombo",Away,Modern Era,1.0,ODI,256,295,86.78,31,0,0,5.5,9,0.4733
1262757,2021-07-23,"R Premadasa Stadium, Colombo",Away,Modern Era,0.0,ODI,215,259,83.01,27,1,215,5.821,7,0.5299
1276907,2022-07-12,"Kennington Oval, London",Away,Modern Era,1.0,ODI,107,112,95.54,16,0,0,4.342,10,0.7039
1276908,2022-07-14,"Lord's, London",Away,Modern Era,0.0,ODI,138,233,59.23,13,0,0,5.02,10,0.5646
1276909,2022-07-17,"Old Trafford, Manchester",Away,Modern Era,1.0,ODI,254,253,100.4,36,0,0,5.651,10,0.5491
1277082,2022-01-19,"Boland Park, Paarl",Away,Modern Era,0.0,ODI,252,300,84.0,22,0,0,5.92,4,0.43
1277083,2022-01-21,"Boland Park, Paarl",Away,Modern Era,0.0,ODI,267,300,89.0,28,1,267,5.979,3,0.4291
1277084,2022-01-23,"Newlands, Cape Town",Away,Modern Era,0.0,ODI,272,296,91.89,29,0,0,5.759,10,0.4916
1278676,2022-02-06,"Narendra Modi Stadium, Ahmedabad",Home,Modern Era,1.0,ODI,167,168,99.4,25,0,0,4.015,10,0.6654
1278677,2022-02-09,"Narendra Modi Stadium, Ahmedabad",Home,Modern Era,1.0,ODI,229,300,76.33,22,1,229,4.196,10,0.6232
1278678,2022-02-11,"Narendra Modi Stadium, Ahmedabad",Home,Modern Era,1.0,ODI,245,300,81.67,31,1,245,4.547,10,0.6637
1317900,2022-07-22,"Queen's Park Oval, Port of Spain, Trinidad",Away,Modern Era,1.0,ODI,296,300,98.67,36,1,296,6.1,6,0.4533
1317901,2022-07-24,"Queen's Park Oval, Port of Spain, Trinidad",Away,Modern Era,1.0,ODI,293,298,98.32,29,0,0,6.22,6,0.4733
1317902,2022-07-27,"Queen's Park Oval, Port of Spain, Trinidad",Away,Modern Era,1.0,ODI,214,216,99.07,22,1,214,5.269,10,0.5128
1322278,2022-11-25,"Eden Park, Auckland",Away,Modern Era,0.0,ODI,295,300,98.33,38,1,295,6.551,3,0.4806
1322279,2022-11-27,"Seddon Park, Hamilton",Away,Modern Era,1.0,ODI,82,77,106.49,10,1,82,,0,
1322280,2022-11-30,"Hagley Oval, Christchurch",Away,Modern Era,1.0,ODI,198,285,69.47,25,1,198,5.778,1,0.5926
1325549,2022-08-18,Harare Sports Club,Away,Modern Era,1.0,ODI,163,184,88.59,20,0,0,4.667,10,0.6337
1325550,2022-08-20,Harare Sports Club,Away,Modern Era,1.0,ODI,147,154,95.45,21,0,0,4.218,10,0.6332
1325551,2022-08-22,Harare Sports Club,Away,Modern Era,1.0,ODI,279,300,93.0,33,1,279,5.557,10,0.5101
1327509,2022-10-06,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Home,Modern Era,0.0,ODI,222,240,92.5,30,0,0,6.225,4,0.5042
1327510,2022-10-09,"JSCA International Stadium Complex, Ranchi",Home,Modern Era,1.0,ODI,277,275,100.73,34,0,0,5.56,7,0.4667
1327511,2022-10-11,"Arun Jaitley Stadium, Delhi",Home,Modern Era,1.0,ODI,97,115,84.35,16,0,0,3.644,10,0.6626
1340845,2022-12-04,"Shere Bangla National Stadium, Mirpur",Away,Modern Era,0.0,ODI,172,248,69.35,19,1,172,4.065,9,0.6413
1340846,2022-12-07,"Shere Bangla National Stadium, Mirpur",Away,Modern Era,0.0,ODI,247,300,82.33,26,0,0,5.42,7,0.5567
1340847,2022-12-10,"Zahur Ahmed Chowdhury Stadium, Chattogram",Away,Modern Era,1.0,ODI,400,300,133.33,55,1,400,5.353,10,0.5392
1348643,2023-01-10,"Barsapara Cricket Stadium, Guwahati",Home,Modern Era,1.0,ODI,367,300,122.33,46,1,367,6.12,8,0.55
1348644,2023-01-12,"Eden Gardens, Kolkata",Home,Modern Era,1.0,ODI,201,260,77.31,28,0,0,5.42,10,0.5546
1348645,2023-01-15,"Greenfield International Stadium, Thiruvananthapuram",Home,Modern Era,1.0,ODI,375,300,125.0,46,1,375,3.318,9,0.7652
1348646,2023-01-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Home,Modern Era,1.0,ODI,336,300,112.0,42,1,336,6.773,10,0.5254
1348647,2023-01-21,"Shaheed Veer Narayan Singh International Stadium, Raipur",Away,Modern Era,1.0,ODI,110,121,90.91,19,0,0,3.13,10,0.715
1348648,2023-01-24,"Holkar Cricket Stadium, Indore",Home,Modern Era,1.0,ODI,373,300,124.33,52,1,373,7.137,10,0.4315
1348656,2023-03-17,"Wankhede Stadium, Mumbai",Home,Modern Era,1.0,ODI,172,239,71.97,21,0,0,5.271,10,0.6121
1348657,2023-03-19,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Home,Modern Era,0.0,ODI,103,156,66.03,11,1,103,11.0,0,0.4394
1348658,2023-03-22,"MA Chidambaram Stadium, Chepauk, Chennai",Home,Modern Era,0.0,ODI,236,295,80.0,22,0,0,5.49,10,0.5306
1381214,2023-07-27,"Kensington Oval, Bridgetown, Barbados",Away,Modern Era,1.0,ODI,112,137,81.75,16,0,0,4.957,10,0.6304
1381215,2023-07-29,"Kensington Oval, Bridgetown, Barbados",Away,Modern Era,0.0,ODI,170,245,69.39,19,1,170,4.964,4,0.5409
1381216,2023-08-01,"Brian Lara Stadium, Tarouba, Trinidad",Away,Modern Era,1.0,ODI,334,300,111.33,42,1,334,4.254,10,0.7183
1384396,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Home,Modern Era,1.0,ODI,193,248,77.82,17,0,0,4.02,10,0.5825
1384403,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Home,Modern Era,1.0,ODI,190,183,103.83,26,0,0,4.459,10,0.5875
1384408,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Home,Modern Era,1.0,ODI,257,249,103.21,32,0,0,5.12,8,0.5267
1384412,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Home,Modern Era,1.0,ODI,269,288,93.4,36,0,0,5.478,10,0.4983
1384420,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Home,Modern Era,1.0,ODI,222,300,74.0,24,1,222,3.703,10,0.6651
1384424,2023-11-02,"Wankhede Stadium, Mumbai",Home,Modern Era,1.0,ODI,337,300,112.33,40,1,337,2.797,10,0.7797
1384428,2023-11-05,"Eden Gardens, Kolkata",Home,Modern Era,1.0,ODI,300,298,100.67,41,1,300,3.055,10,0.7239
1384436,2023-11-12,"M Chinnaswamy Stadium, Bengaluru",Home,Modern Era,1.0,ODI,395,300,131.67,53,1,395,5.226,10,0.5645
1384437,2023-11-15,"Wankhede Stadium, Mumbai",Home,Modern Era,1.0,ODI,389,300,129.67,49,1,389,6.696,10,0.5017
1384439,2023-11-19,"Narendra Modi Stadium, Ahmedabad",Home,Modern Era,0.0,ODI,228,300,76.0,16,1,228,5.605,4,0.5078
1387600,2023-12-17,"The Wanderers Stadium, Johannesburg",Away,Modern Era,1.0,ODI,113,100,113.0,17,0,0,4.218,10,0.7455
1387601,2023-12-19,"St George's Park, Gqeberha",Away,Modern Era,0.0,ODI,200,278,71.94,24,1,200,5.059,2,0.5765
1387602,2023-12-21,"Boland Park, Paarl",Away,Modern Era,1.0,ODI,274,300,91.33,30,1,274,4.756,10,0.5564
1388394,2023-09-02,Pallekele International Cricket Stadium,Away,Modern Era,1.0,ODI,246,293,83.96,29,1,246,,0,
1388398,2023-09-04,Pallekele International Cricket Stadium,Away,Modern Era,0.0,ODI,141,121,116.53,20,0,0,4.759,10,0.5931
1388406,2023-09-10,"R Premadasa Stadium, Colombo",Away,Modern Era,1.0,ODI,347,300,115.67,46,1,347,4.0,8,0.6302
1388407,2023-09-12,"R Premadasa Stadium, Colombo",Away,Modern Era,1.0,ODI,192,295,65.08,16,1,192,4.145,10,0.6145
1388412,2023-09-15,"R Premadasa Stadium, Colombo",Away,Modern Era,0.0,ODI,242,299,80.94,25,0,0,5.3,8,0.58
1388414,2023-09-17,"R Premadasa Stadium, Colombo",Away,Modern Era,1.0,ODI,50,37,135.14,9,0,0,3.261,10,0.75
1389388,2023-09-22,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Home,Modern Era,1.0,ODI,277,292,94.86,32,0,0,5.52,10,0.51
1389389,2023-09-24,"Holkar Cricket Stadium, Indore",Home,Modern Era,1.0,ODI,385,300,128.33,49,1,385,7.659,10,0.4765
1389390,2023-09-27,"Saurashtra Cricket Association Stadium, Rajkot",Home,Modern Era,0.0,ODI,280,298,93.96,30,0,0,7.04,7,0.4233
1439904,2025-02-06,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Home,Modern Era,1.0,ODI,238,232,102.59,38,0,0,5.203,10,0.514
1439905,2025-02-09,"Barabati Stadium, Cuttack",Home,Modern Era,1.0,ODI,300,267,112.36,43,0,0,6.1,10,0.4314
1439906,2025-02-12,"Narendra Modi Stadium, Ahmedabad",Home,Modern Era,1.0,ODI,343,300,114.33,46,1,343,6.233,10,0.5388
1442991,2024-08-04,"R Premadasa Stadium, Colombo",Away,Modern Era,0.0,ODI,193,254,75.98,21,0,0,4.8,9,0.54
1442992,2024-08-07,"R Premadasa Stadium, Colombo",Away,Modern Era,0.0,ODI,137,157,87.26,22,0,0,4.96,7,0.53
1466415,2025-02-20,Dubai International Cricket Stadium,Away,Modern Era,1.0,ODI,228,279,81.72,25,0,0,4.591,10,0.5302
1466418,2025-02-23,Dubai International Cricket Stadium,Away,Modern Era,1.0,ODI,233,255,91.37,25,0,0,4.832,10,0.4933
1466425,2025-03-02,Dubai International Cricket Stadium,Away,Modern Era,1.0,ODI,239,300,79.67,22,1,239,4.505,10,0.5641
1466426,2025-03-04,Dubai International Cricket Stadium,Away,Modern Era,1.0,ODI,264,289,91.35,23,0,0,5.333,10,0.5152
1466428,2025-03-09,Dubai International Cricket Stadium,Away,Modern Era,1.0,ODI,246,294,83.67,22,0,0,5.02,7,0.5033
1478904,2025-10-19,Perth Stadium,Away,Modern Era,1.0,ODI,128,156,82.05,14,1,128,6.189,3,0.5433
1478905,2025-10-23,Adelaide Oval,Away,Modern Era,0.0,ODI,255,300,85.0,29,1,255,5.719,8,0.4568
1478906,2025-10-25,Sydney Cricket Ground,Away,Modern Era,1.0,ODI,219,231,94.81,26,0,0,5.057,10,0.4893
1479573,2025-11-30,"JSCA International Stadium Complex, Ranchi",Home,Modern Era,1.0,ODI,326,300,108.67,38,1,326,6.73,10,0.473
1479574,2025-12-03,"Shaheed Veer Narayan Singh International Stadium, Raipur",Away,Modern Era,0.0,ODI,333,299,111.37,39,1,333,7.338,7,0.3514
1479575,2025-12-06,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Home,Modern Era,1.0,ODI,256,239,107.11,33,0,0,5.645,10,0.4808
1490231,2026-01-11,"Kotambi Stadium, Vadodara",Home,Modern Era,1.0,ODI,293,294,99.66,30,0,0,6.0,8,0.4167
1490232,2026-01-14,"Niranjan Shah Stadium, Rajkot",Home,Modern Era,0.0,ODI,274,300,91.33,30,1,274,6.021,3,0.3789
1490233,2026-01-18,"Holkar Cricket Stadium, Indore",Home,Modern Era,0.0,ODI,288,276,104.35,33,0,0,6.74,8,0.4233
255954,2006-12-01,New Wanderers Stadium,Away,Early 2000s,1.0,T20I,116,119,97.48,17,0,0,6.3,9,0.5083
287865,2007-09-16,New Wanderers Stadium,Away,Early 2000s,0.0,T20I,176,120,146.67,27,0,0,9.5,10,0.35
287873,2007-09-19,Kingsmead,Away,Early 2000s,1.0,T20I,200,120,166.67,26,1,200,10.0,6,0.225
287876,2007-09-20,Kingsmead,Away,Early 2000s,1.0,T20I,140,120,116.67,20,1,140,5.8,9,0.5
287878,2007-09-22,Kingsmead,Away,Early 2000s,1.0,T20I,181,120,150.83,25,1,181,8.65,7,0.4083
287879,2007-09-24,New Wanderers Stadium,Away,Early 2000s,1.0,T20I,151,120,125.83,17,1,151,7.795,10,0.4359
291356,2008-02-01,Melbourne Cricket Ground,Away,Transition Era,0.0,T20I,71,105,67.62,3,1,71,6.618,1,0.4559
297800,2007-10-20,Brabourne Stadium,Home,Early 2000s,1.0,T20I,143,109,131.19,19,0,0,8.3,5,0.35
355994,2009-06-06,Trent Bridge,Away,Transition Era,1.0,T20I,175,120,145.83,20,1,175,7.75,8,0.3417
356001,2009-06-10,Trent Bridge,Away,Transition Era,1.0,T20I,106,93,113.98,10,0,0,6.222,8,0.4259
356006,2009-06-12,Lord's,Away,Transition Era,0.0,T20I,148,120,123.33,18,1,148,8.357,3,0.3036
356010,2009-06-14,Lord's,Away,Transition Era,0.0,T20I,142,120,118.33,14,0,0,7.65,7,0.375
356014,2009-06-16,Trent Bridge,Away,Transition Era,0.0,T20I,110,120,91.67,10,0,0,6.5,5,0.3667
366622,2009-02-27,Westpac Stadium,Away,Transition Era,0.0,T20I,146,120,121.67,18,1,146,7.5,5,0.3917
386494,2009-02-25,AMI Stadium,Away,Transition Era,0.0,T20I,156,120,130.0,19,1,156,8.814,3,0.4159
386535,2009-02-10,R Premadasa Stadium,Away,Transition Era,1.0,T20I,158,116,136.21,22,0,0,8.55,4,0.3167
412682,2010-05-02,"Beausejour Stadium, Gros Islet",Away,Transition Era,1.0,T20I,181,120,150.83,24,1,181,8.6,5,0.2333
412691,2010-05-07,"Kensington Oval, Bridgetown",Away,Transition Era,0.0,T20I,125,106,117.92,16,0,0,9.2,5,0.35
412695,2010-05-09,"Kensington Oval, Bridgetown",Away,Transition Era,0.0,T20I,136,119,114.29,18,0,0,8.45,6,0.3667
412699,2010-05-11,"Beausejour Stadium, Gros Islet",Away,Transition Era,0.0,T20I,154,120,128.33,16,1,154,8.35,5,0.3667
430884,2009-12-09,"Vidarbha Cricket Association Stadium, Jamtha",Home,Transition Era,0.0,T20I,176,120,146.67,23,0,0,10.75,5,0.2583
430885,2009-12-12,"Punjab Cricket Association Stadium, Mohali",Home,Transition Era,1.0,T20I,204,115,177.39,27,0,0,10.3,7,0.2833
452153,2010-06-12,Harare Sports Club,Away,Transition Era,1.0,T20I,108,90,120.0,15,0,0,5.55,9,0.45
452154,2010-06-13,Harare Sports Club,Away,Transition Era,1.0,T20I,132,108,122.22,15,0,0,7.0,5,0.3917
463149,2011-01-09,Moses Mabhida Stadium,Away,Transition Era,1.0,T20I,164,120,136.67,21,1,164,7.35,9,0.4083
474476,2011-08-31,Old Trafford,Away,Transition Era,0.0,T20I,155,118,131.36,20,1,155,8.667,4,0.2821
489220,2011-06-04,"Queen's Park Oval, Port of Spain",Away,Transition Era,1.0,T20I,146,120,121.67,16,1,146,7.15,5,0.425
518954,2012-02-01,Stadium Australia,Away,Transition Era,0.0,T20I,130,120,108.33,12,0,0,8.55,4,0.3333
518955,2012-02-03,Melbourne Cricket Ground,Away,Transition Era,1.0,T20I,131,118,111.02,12,0,0,6.661,10,0.4153
521217,2011-10-29,Eden Gardens,Home,Transition Era,0.0,T20I,118,120,98.33,14,1,118,6.482,4,0.4375
533281,2012-09-23,R Premadasa Stadium,Away,Transition Era,1.0,T20I,158,120,131.67,19,1,158,5.455,10,0.5909
533287,2012-09-28,R Premadasa Stadium,Away,Transition Era,0.0,T20I,130,120,108.33,17,1,130,9.506,1,0.4494
533291,2012-09-30,R Premadasa Stadium,Away,Transition Era,1.0,T20I,126,102,123.53,16,0,0,6.508,10,0.4407
533295,2012-10-02,R Premadasa Stadium,Away,Transition Era,1.0,T20I,141,120,117.5,16,1,141,7.613,10,0.3697
556252,2012-03-30,New Wanderers Stadium,Away,Transition Era,0.0,T20I,67,47,142.55,9,0,0,10.95,4,0.2167
564786,2012-08-07,Pallekele International Cricket Stadium,Away,Transition Era,1.0,T20I,145,120,120.83,20,1,145,6.444,10,0.4815
565810,2012-12-20,Subrata Roy Sahara Stadium,Away,Transition Era,1.0,T20I,144,107,134.58,16,0,0,7.85,6,0.3167
565811,2012-12-22,Wankhede Stadium,Home,Transition Era,0.0,T20I,160,120,133.33,19,1,160,9.05,4,0.2667
565820,2012-09-11,"MA Chidambaram Stadium, Chepauk",Home,Transition Era,0.0,T20I,160,120,133.33,19,0,0,8.35,5,0.275
589306,2012-12-25,M Chinnaswamy Stadium,Home,Transition Era,0.0,T20I,128,120,106.67,12,1,128,6.814,5,0.4492
589307,2012-12-28,"Sardar Patel Stadium, Motera",Home,Transition Era,1.0,T20I,186,120,155.0,27,1,186,9.05,7,0.3
647247,2013-10-10,Saurashtra Cricket Association Stadium,Home,Modern Era,1.0,T20I,189,118,160.17,27,0,0,10.05,7,0.3083
667731,2014-09-07,Edgbaston,Away,Modern Era,0.0,T20I,169,120,140.83,21,0,0,9.0,7,0.35
682921,2014-03-21,Shere Bangla National Stadium,Away,Modern Era,1.0,T20I,126,111,113.51,18,0,0,6.5,7,0.4083
682929,2014-03-23,Shere Bangla National Stadium,Away,Modern Era,1.0,T20I,127,118,107.63,14,0,0,6.45,7,0.5417
682943,2014-03-28,Shere Bangla National Stadium,Away,Modern Era,1.0,T20I,136,111,122.52,13,0,0,6.9,7,0.4833
682951,2014-03-30,Shere Bangla National Stadium,Away,Modern Era,1.0,T20I,142,120,118.33,17,1,142,5.265,10,0.5102
682963,2014-04-04,Shere Bangla National Stadium,Away,Modern Era,1.0,T20I,167,115,145.22,21,0,0,8.6,4,0.3
682965,2014-04-06,Shere Bangla National Stadium,Away,Modern Era,0.0,T20I,124,120,103.33,12,1,124,7.514,4,0.4579
885969,2015-07-17,Harare Sports Club,Away,Modern Era,1.0,T20I,153,120,127.5,15,1,153,6.2,7,0.45
885971,2015-07-19,Harare Sports Club,Away,Modern Era,0.0,T20I,133,120,110.83,15,0,0,7.25,7,0.375
895817,2016-01-26,Adelaide Oval,Away,Modern Era,1.0,T20I,178,120,148.33,22,1,178,7.692,10,0.359
895819,2016-01-29,Melbourne Cricket Ground,Away,Modern Era,1.0,T20I,175,120,145.83,22,1,175,7.85,8,0.3167
895821,2016-01-31,Sydney Cricket Ground,Away,Modern Era,1.0,T20I,192,120,160.0,23,0,0,9.85,5,0.2667
903587,2015-10-02,Himachal Pradesh Cricket Association Stadium,Home,Modern Era,0.0,T20I,188,120,156.67,26,1,188,10.169,3,0.2712
903589,2015-10-05,Barabati Stadium,Home,Modern Era,0.0,T20I,81,104,77.88,8,1,81,5.592,4,0.4563
951329,2016-03-15,"Vidarbha Cricket Association Stadium, Jamtha",Home,Modern Era,0.0,T20I,75,109,68.81,5,0,0,6.3,7,0.4333
951341,2016-03-19,Eden Gardens,Home,Modern Era,1.0,T20I,108,95,113.68,14,0,0,6.556,5,0.4074
951353,2016-03-23,M Chinnaswamy Stadium,Home,Modern Era,1.0,T20I,143,120,119.17,16,1,143,7.25,9,0.3833
951363,2016-03-27,"Punjab Cricket Association IS Bindra Stadium, Mohali",Home,Modern Era,1.0,T20I,156,115,135.65,20,0,0,8.0,6,0.35
951371,2016-03-31,Wankhede Stadium,Home,Modern Era,0.0,T20I,187,120,155.83,21,1,187,9.966,3,0.3729
963697,2016-02-09,Maharashtra Cricket Association Stadium,Home,Modern Era,0.0,T20I,90,113,79.65,10,1,90,5.833,5,0.5185
963699,2016-02-12,JSCA International Stadium Complex,Home,Modern Era,1.0,T20I,186,120,155.0,24,1,186,6.35,9,0.3833
963701,2016-02-14,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Home,Modern Era,1.0,T20I,81,83,97.59,9,0,0,4.556,10,0.6204
966745,2016-02-24,Shere Bangla National Stadium,Away,Modern Era,1.0,T20I,159,120,132.5,20,1,159,6.05,7,0.45
966751,2016-02-27,Shere Bangla National Stadium,Away,Modern Era,1.0,T20I,71,93,76.34,10,0,0,4.743,10,0.6381
966757,2016-03-01,Shere Bangla National Stadium,Away,Modern Era,1.0,T20I,141,116,121.55,19,0,0,6.9,9,0.3917
966761,2016-03-03,Shere Bangla National Stadium,Away,Modern Era,1.0,T20I,80,61,131.15,16,0,0,4.05,9,0.6333
966765,2016-03-06,Shere Bangla National Stadium,Away,Modern Era,1.0,T20I,122,83,146.99,18,0,0,8.0,5,0.3111
1007655,2016-06-18,Harare Sports Club,Away,Modern Era,0.0,T20I,155,120,129.17,19,0,0,8.5,7,0.3583
1007657,2016-06-20,Harare Sports Club,Away,Modern Era,1.0,T20I,99,79,125.32,11,0,0,4.95,9,0.5417
1007659,2016-06-22,Harare Sports Club,Away,Modern Era,1.0,T20I,134,120,111.67,15,1,134,6.75,6,0.45
1034825,2017-01-26,Green Park,Home,Modern Era,0.0,T20I,136,120,113.33,14,1,136,8.147,3,0.3119
1034827,2017-01-29,"Vidarbha Cricket Association Stadium, Jamtha",Home,Modern Era,1.0,T20I,140,120,116.67,12,1,140,6.95,6,0.3167
1034829,2017-02-01,M Chinnaswamy Stadium,Home,Modern Era,1.0,T20I,186,120,155.0,23,1,186,7.697,10,0.4343
1041615,2016-08-27,Central Broward Regional Park Stadium Turf Ground,Away,Modern Era,0.0,T20I,238,120,198.33,33,0,0,12.25,6,0.2917
1041617,2016-08-28,Central Broward Regional Park Stadium Turf Ground,Away,Modern Era,0.0,T20I,14,12,116.67,1,0,0,7.271,10,0.4661
1098211,2017-07-09,"Sabina Park, Kingston",Away,Modern Era,0.0,T20I,178,120,148.33,26,1,178,10.486,1,0.3604
1109610,2017-09-06,"R.Premadasa Stadium, Khettarama",Away,Modern Era,1.0,T20I,167,116,143.97,17,0,0,8.5,7,0.3833
1119501,2017-10-07,JSCA International Stadium Complex,Home,Modern Era,0.0,T20I,48,33,145.45,8,0,0,6.321,8,0.4018
1119502,2017-10-10,Barsapara Cricket Stadium,Home,Modern Era,0.0,T20I,108,120,90.0,11,1,108,7.871,2,0.4194
1119543,2018-07-03,Old Trafford,Away,Modern Era,1.0,T20I,157,110,142.73,21,0,0,7.95,8,0.4083
1119544,2018-07-06,Sophia Gardens,Away,Modern Era,0.0,T20I,139,120,115.83,14,1,139,7.576,5,0.3729
1119545,2018-07-08,County Ground,Away,Modern Era,1.0,T20I,200,112,178.57,30,0,0,9.9,9,0.3667
1120093,2017-11-01,Arun Jaitley Stadium,Home,Modern Era,1.0,T20I,193,120,160.83,26,1,193,7.45,8,0.3917
1120094,2017-11-04,Saurashtra Cricket Association Stadium,Home,Modern Era,0.0,T20I,152,120,126.67,20,0,0,9.8,2,0.2917
1120095,2017-11-07,Greenfield International Stadium,Home,Modern Era,1.0,T20I,64,48,133.33,7,1,64,7.625,6,0.375
1122285,2018-02-18,The Wanderers Stadium,Away,Modern Era,1.0,T20I,192,120,160.0,27,1,192,8.75,9,0.3167
1122286,2018-02-21,SuperSport Park,Away,Modern Era,0.0,T20I,187,120,155.83,26,1,187,10.125,4,0.2679
1122287,2018-02-24,Newlands,Away,Modern Era,1.0,T20I,164,120,136.67,17,1,164,8.25,6,0.3417
1122729,2017-12-20,Barabati Stadium,Home,Modern Era,1.0,T20I,173,120,144.17,22,1,173,5.438,10,0.4896
1122730,2017-12-22,Holkar Cricket Stadium,Home,Modern Era,1.0,T20I,251,120,209.17,42,1,251,9.923,9,0.2788
1122731,2017-12-24,Wankhede Stadium,Home,Modern Era,1.0,T20I,131,116,112.93,14,0,0,6.75,7,0.3917
1133817,2018-03-06,"R.Premadasa Stadium, Khettarama",Away,Modern Era,0.0,T20I,164,120,136.67,20,1,164,9.459,5,0.3514
1133818,2018-03-08,"R.Premadasa Stadium, Khettarama",Away,Modern Era,1.0,T20I,136,112,121.43,16,0,0,6.95,8,0.4417
1133820,2018-03-12,"R.Premadasa Stadium, Khettarama",Away,Modern Era,1.0,T20I,145,105,138.1,17,0,0,8.0,9,0.386
1133821,2018-03-14,"R.Premadasa Stadium, Khettarama",Away,Modern Era,1.0,T20I,173,120,144.17,23,1,173,7.95,6,0.375
1133823,2018-03-18,"R.Premadasa Stadium, Khettarama",Away,Modern Era,1.0,T20I,164,120,136.67,22,0,0,8.3,8,0.3083
1140992,2018-06-27,"The Village, Malahide",Away,Modern Era,1.0,T20I,198,120,165.0,28,1,198,6.6,9,0.425
1140993,2018-06-29,"The Village, Malahide",Away,Modern Era,1.0,T20I,201,120,167.5,24,1,201,5.6,10,0.56
1144990,2018-11-21,"Brisbane Cricket Ground, Woolloongabba",Away,Modern Era,1.0,T20I,157,102,153.92,21,0,0,9.294,4,0.3431
1144991,2018-11-23,Melbourne Cricket Ground,Away,Modern Era,0.0,T20I,0,0,,0,0,0,6.947,7,0.4825
1144992,2018-11-25,Sydney Cricket Ground,Away,Modern Era,1.0,T20I,161,118,136.44,20,0,0,8.2,6,0.3083
1153696,2019-02-06,Westpac Stadium,Away,Modern Era,0.0,T20I,132,116,113.79,18,0,0,10.95,6,0.2583
1153697,2019-02-08,Eden Park,Away,Modern Era,1.0,T20I,154,113,136.28,17,0,0,7.9,8,0.2833
1153698,2019-02-10,Seddon Park,Away,Modern Era,0.0,T20I,196,120,163.33,26,0,0,10.6,4,0.2333
1157759,2018-11-04,Eden Gardens,Home,Modern Era,1.0,T20I,97,107,90.65,12,0,0,5.45,8,0.5333
1157760,2018-11-06,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Away,Modern Era,1.0,T20I,185,120,154.17,23,1,185,6.2,9,0.5417
